idx_a,idx_b,cos_sim,label_a,label_b,label_a_name,label_b_name,text_a,text_b,votes_a,votes_b,flagged_cleanlab_a,flagged_datamaps_a,flagged_ds2_a,flagged_cleanlab_b,flagged_datamaps_b,flagged_ds2_b,action,levenshtein,error_type_a,error_type_b
3656,4102,0.9889,0,1,unacceptable,acceptable,"И Иван, я поступил в институт, очень обрадовался.","Иван, когда я поступил в институт, очень обрадовался.",3,1,True,True,True,False,False,True,removed_a,8,Syntax,0
2288,4541,0.9889,0,1,unacceptable,acceptable,Категорически запрещалось вступать с ними во все разговоры.,Категорически запрещалось вступать с ними в какие бы то ни было разговоры.,2,0,True,True,False,False,False,False,removed_a,18,Semantics,0
998,3653,0.9889,0,1,unacceptable,acceptable,"Сомневаюсь, что она знает всякие детали.","Сомневаюсь, что она знает какие-либо детали.",3,1,True,True,True,False,False,True,removed_a,8,Semantics,0
5043,7226,0.9888,0,1,unacceptable,acceptable,"Если все инженеры могут выполнить эту работу, то зачем приглашать какого-то знаменитого специалиста.","Если любой инженер может выполнить эту работу, то зачем приглашать какого-то знаменитого специалиста.",2,0,True,True,False,False,False,False,removed_a,8,Semantics,0
6882,7792,0.9888,0,1,unacceptable,acceptable,"Жаль, что Иван не был!","Жаль, что Ивана не было!",3,1,True,True,True,False,False,True,removed_a,2,Semantics,0
3177,5913,0.9887,0,1,unacceptable,acceptable,Я читал около трех страниц.,Я прочел около трех страниц.,3,1,True,True,True,False,False,True,removed_a,5,Semantics,0
350,2033,0.9885,1,0,acceptable,unacceptable,"Я узнал, что ребята пришли к финишу, первым.","Я первыми узнал, что ребята пришли к финишу.",1,1,True,False,False,False,True,False,kept,16,0,Syntax
3751,5521,0.9885,0,1,unacceptable,acceptable,Задавал ли он тебе всякие каверзные вопросы?,Задавал ли он тебе какие бы то ни было каверзные вопросы?,3,0,True,True,True,False,False,False,removed_a,17,Semantics,0
1251,3597,0.9884,0,1,unacceptable,acceptable,В путь-дорогу дальний я тебя отправлю.,В путь-дорогу дальнюю я тебя отправлю.,2,0,True,True,False,False,False,False,removed_a,2,Syntax,0
3572,8479,0.9884,0,1,unacceptable,acceptable,Его еще не прочитало этой статьи.,Он еще не прочитал эту статью.,2,1,True,False,True,False,False,True,removed_a,7,Syntax,0
675,1540,0.9883,1,0,acceptable,unacceptable,Других улик не осталось.,Другие улики не остались.,1,2,False,False,True,False,True,True,removed_b,3,0,Semantics
584,2004,0.9882,0,1,unacceptable,acceptable,Мне его няня передавала.,Мне его няня передала.,2,0,True,True,False,False,False,False,removed_a,2,Semantics,0
7826,8139,0.988,1,0,acceptable,unacceptable,Он отрицает существование каких бы то ни было планов на этот счет.,Он отрицает существование всех планов на этот счет.,0,2,False,False,False,True,True,False,removed_b,18,0,Semantics
3759,4492,0.988,1,0,acceptable,unacceptable,Она смотрит на него и бледнеет.,Она смотрит на него и становится бледной.,1,3,False,False,True,True,True,True,removed_b,14,0,Semantics
3701,8164,0.9879,0,1,unacceptable,acceptable,Попробуй заметить вон ту звездочку над самой горой.,Постарайся увидеть вон ту звездочку над самой горой.,2,2,True,True,False,True,False,True,removed_both,13,Semantics,0
5260,6306,0.9879,0,1,unacceptable,acceptable,"Он почувствовал, что мороз.","Он почувствовал, что морозит.",1,1,True,False,False,True,False,False,kept,2,Syntax,0
4400,8497,0.9878,0,1,unacceptable,acceptable,Перемен в технической политике фирмы не началось.,Перемен в технической политике фирмы не наступило.,2,0,True,True,False,False,False,False,removed_a,7,Semantics,0
5693,7909,0.9878,1,0,acceptable,unacceptable,Своя точка зрения на этот вопрос была высказана автором в других работах.,Его точка зрения на этот вопрос была высказана автором в других работах.,1,3,True,False,False,True,True,True,removed_b,3,0,Syntax
233,3629,0.9878,0,1,unacceptable,acceptable,Костюма не было в химчистке два года.,Костюм не был в химчистке два года.,2,1,True,True,False,True,False,False,removed_a,2,Semantics,0
4631,6820,0.9878,1,0,acceptable,unacceptable,Очки лежали возле книги.,Очки лежали у книги.,1,3,False,False,True,True,True,True,removed_b,5,0,Semantics
3421,4092,0.9878,0,1,unacceptable,acceptable,Павел Алексеевич уже перестал ждать всякого ответа.,Павел Алексеевич уже перестал ждать какого бы то ни было ответа.,2,0,True,True,False,False,False,False,removed_a,17,Semantics,0
1693,6417,0.9877,1,0,acceptable,unacceptable,Она принимает теорию гранулярного пламени.,Она берет теорию гранулярного пламени.,0,2,False,False,False,True,True,False,removed_b,7,0,Semantics
1647,4476,0.9877,1,0,acceptable,unacceptable,"Я хочу, чтобы они зашли, а ты спрятался.","Я хочу, чтобы они зайдут, а ты спрячешься.",1,1,True,False,False,False,True,False,kept,8,0,Syntax
622,4059,0.9876,1,0,acceptable,unacceptable,Он съел мясо сырым.,Он поел мяса сырым.,1,3,False,False,True,True,True,True,removed_b,3,0,Syntax
1092,6553,0.9876,0,1,unacceptable,acceptable,Постарайся заметить вон ту звездочку над самой горой.,Попробуй увидеть вон ту звездочку над самой горой.,3,0,True,True,True,False,False,False,removed_a,13,Semantics,0
3590,7419,0.9876,0,1,unacceptable,acceptable,Мой паспорт не был в сумке.,Моего паспорта не было в сумке.,3,1,True,True,True,False,False,True,removed_a,5,Semantics,0
3085,6326,0.9875,1,0,acceptable,unacceptable,"Еще один такой выкрик, и его выгонят.",Поскольку еще один такой выкрик и его выгонят.,0,1,False,False,False,False,True,False,kept,12,0,Semantics
739,984,0.9875,0,1,unacceptable,acceptable,Он показался в назначенный срок.,Он появился в назначенный срок.,1,0,False,True,False,False,False,False,kept,4,Semantics,0
3554,8205,0.9873,1,0,acceptable,unacceptable,Приказ отступать был отдан солдатам командиром.,Приказ был отдан отступать солдатам командиром.,0,1,False,False,False,False,True,False,kept,18,0,Syntax
829,2345,0.9873,1,0,acceptable,unacceptable,Сделай эту работу к понедельнику!,Делай эту работу к понедельнику!,0,2,False,False,False,True,True,False,removed_b,2,0,Semantics
650,8493,0.9873,1,0,acceptable,unacceptable,Поговори же хоть с кем-нибудь из них.,Поговори же хоть с любым из них.,0,1,False,False,False,False,True,False,kept,9,0,Semantics
4811,5113,0.9871,0,1,unacceptable,acceptable,Поселок расположен вдалеке от реки.,Поселок расположен вдали реки.,3,1,True,True,True,True,False,False,removed_a,6,Semantics,0
1261,2355,0.987,0,1,unacceptable,acceptable,"Особенно когда в полуторастах метрах позади лежал скелет ящера, убитого человеческим оружием.","Особенно когда в полутораста метрах позади лежал скелет ящера, убитого человеческим оружием.",2,1,True,True,False,True,False,False,removed_a,1,Morphology,0
4461,4677,0.987,0,1,unacceptable,acceptable,В этой реке есть много рыбы.,В этой реке масса рыбы.,3,1,True,True,True,False,False,True,removed_a,9,Semantics,0
1560,3737,0.987,1,0,acceptable,unacceptable,Сегодня отец еще не был дома.,Сегодня отца еще не было дома.,1,3,False,False,True,True,True,True,removed_b,3,0,Semantics
461,4846,0.9867,0,1,unacceptable,acceptable,"Она долго бежала рядом с забором, а потом повернула налево.","Она долго бежала вдоль забора, а потом повернула налево.",3,2,True,True,True,False,True,True,removed_both,7,Semantics,0
3498,4193,0.9866,0,1,unacceptable,acceptable,Ребята накупили хорошую книгу.,Ребята накупили хороших книг.,3,1,True,True,True,False,False,True,removed_a,3,Syntax,0
4362,7164,0.9863,1,0,acceptable,unacceptable,Маша и Саша читают книгу.,"Маша книгу, и Саша читает.",1,1,False,False,True,False,True,False,kept,14,0,Syntax
3039,7932,0.9862,0,1,unacceptable,acceptable,Вчера этот прибор имел использование.,Вчера этим прибором пользовались.,1,1,False,False,True,False,False,True,kept,11,Semantics,0
2460,3060,0.9862,0,1,unacceptable,acceptable,У него было много любых дел.,У него было много всяких дел.,3,2,True,True,True,False,True,True,removed_both,5,Semantics,0
3058,4413,0.9861,0,1,unacceptable,acceptable,"Я поступил, и Иван очень обрадовался, в институт.","Иван очень обрадовался, когда я поступил в институт.",1,1,False,False,True,False,False,True,kept,31,Syntax,0
3927,6820,0.9861,1,0,acceptable,unacceptable,Очки лежали около книги.,Очки лежали у книги.,1,3,False,False,True,True,True,True,removed_b,5,0,Semantics
586,3229,0.9861,0,1,unacceptable,acceptable,"Безусловно, неожиданно автобус остановился.","Автобус, безусловно, остановился неожиданно.",2,0,True,True,False,False,False,False,removed_a,34,Semantics,0
3045,3049,0.9859,1,0,acceptable,unacceptable,Он живет поблизости от меня.,Он живет очень поблизости со мной.,1,1,False,False,True,False,False,True,kept,11,0,Semantics
6883,7217,0.9858,1,0,acceptable,unacceptable,Поворота в научно-технической пропаганде не наступило.,Поворота в научно-технической пропаганде не началось.,0,2,False,False,False,True,True,False,removed_b,7,0,Semantics
851,4734,0.9857,1,0,acceptable,unacceptable,На диване удобно устроилась Маша.,На диване удобно Маша.,0,1,False,False,False,True,False,False,kept,11,0,Semantics
2477,3472,0.9857,1,0,acceptable,unacceptable,"Мне было неприятно им помогать, но я все-таки помогал.","Мне было неприятно помогать кому-нибудъ из них, но я все-таки помогал.",1,2,False,False,True,False,True,True,removed_b,22,0,Semantics
2828,5181,0.9855,1,0,acceptable,unacceptable,Я всю косметику с каким бы то ни было ароматом убрала.,Я всю косметику со всяким ароматом убрала.,0,2,False,False,False,True,True,False,removed_b,18,0,Semantics
6409,7167,0.9854,1,0,acceptable,unacceptable,"Я стою сейчас рядом с Центризбиркомом и могу наблюдать за тем, что происходит перед входом.","Я стою поблизости от Центризбиркома и наблюдаю за тем, что происходит у входа.",1,3,False,False,True,True,True,True,removed_b,30,0,Semantics
374,1211,0.9854,1,0,acceptable,unacceptable,Это известие лишает меня сна.,Это известие надолго лишает меня сна.,0,2,False,False,False,True,True,False,removed_b,8,0,Semantics
2116,4346,0.9854,1,0,acceptable,unacceptable,Каким мальчиком он оказался?,Очень каким мальчиком он оказался?,0,0,False,False,False,False,False,False,kept,7,0,Syntax
1384,8502,0.9852,1,0,acceptable,unacceptable,Старосты на собрании не было.,Старосты на собрании не присутствовало.,0,0,False,False,False,False,False,False,kept,12,0,Semantics
3072,6951,0.9852,1,0,acceptable,unacceptable,"Неизвестно, была ли эта повесть когда-либо закончена.","Неизвестно, была ли эта повесть никогда закончена.",0,1,False,False,False,True,False,False,kept,7,0,Semantics
2593,3872,0.9851,0,1,unacceptable,acceptable,"За легкой стеной палатки, прямо возле моей головы, лежало гречишное поле.","За легкой стеной палатки, прямо возле моей головы, начиналось гречишное поле.",2,1,True,True,False,False,True,False,removed_a,7,Semantics,0
1214,6114,0.9849,0,1,unacceptable,acceptable,"Журналистка, была приглашена министром дать ей интервью.","Журналистка была приглашена министром, чтобы взять у него интервью.",1,1,False,True,False,False,False,True,kept,16,Syntax,0
5135,5481,0.9844,1,0,acceptable,unacceptable,Солдаты грелись у костров.,Солдаты грелись поблизости от костров.,1,3,False,False,True,True,True,True,removed_b,13,0,Semantics
7309,8479,0.9841,0,1,unacceptable,acceptable,Его еще не прочитал этой статьи.,Он еще не прочитал эту статью.,2,1,True,False,True,False,False,True,removed_a,6,Syntax,0
1264,4400,0.9835,1,0,acceptable,unacceptable,Перемены в технической политике фирмы еще не начались.,Перемен в технической политике фирмы не началось.,1,2,False,False,True,True,True,False,removed_b,6,0,Semantics
6175,7116,0.9834,0,1,unacceptable,acceptable,"Журналистка была приглашена министром, чтобы дать ей интервью.","Министр пригласил журналистку, чтобы дать ей интервью.",2,1,True,True,False,False,False,True,removed_a,24,Syntax,0
5048,8091,0.9833,0,1,unacceptable,acceptable,Поодаль от тополя стояла Даша и смотрела на него.,Около тополя стояла Даша и смотрела на него.,1,0,False,True,False,False,False,False,kept,7,Semantics,0
269,4400,0.9833,1,0,acceptable,unacceptable,Перемен в технической политике фирмы еще не наступило.,Перемен в технической политике фирмы не началось.,1,2,False,False,True,True,True,False,removed_b,11,0,Semantics
5321,6114,0.9832,0,1,unacceptable,acceptable,"Министр пригласил журналистку, чтобы взять у него интервью.","Журналистка была приглашена министром, чтобы взять у него интервью.",3,1,True,True,True,False,False,True,removed_a,24,Syntax,0
6032,8093,0.983,0,1,unacceptable,acceptable,Было получено эти два извещения.,Были получены два извещения.,2,0,True,False,True,False,False,False,removed_a,6,Syntax,0
6520,8178,0.9829,1,0,acceptable,unacceptable,"Журналистка была приглашена писателем для того, чтобы взять у него интервью.","Журналистка была приглашена писателем, чтобы дать ей интервью.",0,0,False,False,False,False,False,False,kept,17,0,Syntax
3058,4102,0.9828,0,1,unacceptable,acceptable,"Я поступил, и Иван очень обрадовался, в институт.","Иван, когда я поступил в институт, очень обрадовался.",1,1,False,False,True,False,False,True,kept,35,Syntax,0
4707,5020,0.9827,1,0,acceptable,unacceptable,Мысли отказываются остановиться на каком бы то ни было предмете.,Мысли отказываются остановиться на всяком предмете.,0,2,False,False,False,True,True,False,removed_b,17,0,Semantics
794,6626,0.9826,0,1,unacceptable,acceptable,Н.С. Михалков недавно еще раз выразил свое желание быть похоронен здесь.,"Вспомнил, что Н.С. Михалков недавно выразил желание быть похороненным здесь.",2,0,True,True,False,False,False,False,removed_a,30,Syntax,0
1540,5762,0.9825,0,1,unacceptable,acceptable,Другие улики не остались.,Других улик не сохранилось.,2,0,False,True,True,False,False,False,removed_a,8,Semantics,0
820,6190,0.9824,1,0,acceptable,unacceptable,Сегодня отец еще не был на море.,Сегодня отца еще не было на море.,1,3,False,False,True,True,True,True,removed_b,3,0,Semantics
2758,4362,0.9824,0,1,unacceptable,acceptable,"Маша книгу, и Саша читает книгу.",Маша и Саша читают книгу.,0,1,False,False,False,False,False,True,kept,8,Syntax,0
2606,5944,0.9824,1,0,acceptable,unacceptable,Я своими близорукими глазами и то увидел.,Я своими близорукими глазами и то заметил.,2,1,True,True,False,False,True,False,removed_a,6,0,Semantics
2871,3132,0.9824,0,1,unacceptable,acceptable,После этого она получила к нему доверие.,После этого она стала ему доверять.,3,1,True,True,True,False,False,True,removed_a,12,Semantics,0
786,4854,0.9823,1,0,acceptable,unacceptable,Он плотно закрыл дверь.,Он плотно захлопнул дверь.,1,3,False,False,True,True,True,True,removed_b,6,0,Semantics
4968,6695,0.9823,1,0,acceptable,unacceptable,"Письмо, которого он давно ждал, в конце концов пришло к Ивану.","Ивану письмо, которого он давно ждал, в конце концов пришло к.",0,0,False,False,False,False,False,False,kept,13,0,Syntax
5212,7714,0.9823,1,0,acceptable,unacceptable,Я хорошо жил в Москве.,"Я жил хорошо, потому что в Москве.",0,2,False,False,False,True,True,False,removed_b,15,0,Syntax
794,7347,0.9822,0,1,unacceptable,acceptable,Н.С. Михалков недавно еще раз выразил свое желание быть похоронен здесь.,"Вспомнил, что Н.С. Михалков недавно выразил желание быть похоронен здесь.",2,0,True,True,False,False,False,False,removed_a,27,Syntax,0
1214,6671,0.9819,0,1,unacceptable,acceptable,"Журналистка, была приглашена министром дать ей интервью.","Журналистка, была приглашена министром взять у него интервью.",1,2,False,True,False,True,False,True,removed_b,8,Syntax,0
3656,4413,0.9819,0,1,unacceptable,acceptable,"И Иван, я поступил в институт, очень обрадовался.","Иван очень обрадовался, когда я поступил в институт.",3,1,True,True,True,False,False,True,removed_a,43,Syntax,0
7032,7292,0.9818,1,0,acceptable,unacceptable,Она приняла его точку зрения.,Она взяла его точку зрения.,1,3,False,False,True,True,True,True,removed_b,4,0,Semantics
237,6926,0.9818,0,1,unacceptable,acceptable,"Иван, к сожалению, в отпуске?","Иван, к сожалению, в отпуске.",3,1,True,True,True,False,False,True,removed_a,1,Semantics,0
1710,7272,0.9814,0,1,unacceptable,acceptable,"Как я надеюсь, ты собрался?","Я надеюсь, ты собрался?",3,1,True,True,True,False,False,True,removed_a,5,Semantics,0
2195,5621,0.9814,0,1,unacceptable,acceptable,Стаканы есть поставлены в шкаф.,Стаканы есть в шкафу.,1,1,False,False,True,False,False,True,kept,12,Syntax,0
2689,7172,0.9811,0,1,unacceptable,acceptable,"Он увидел телегу и понял, что она сломана и после починена.","Он увидел телегу и понял, что ее сломали и после починили.",1,1,True,False,False,True,False,False,kept,8,Semantics,0
3241,4997,0.981,0,1,unacceptable,acceptable,Я не люблю кого-либо.,Я не люблю никого.,2,0,True,True,False,False,False,False,removed_a,7,Semantics,0
2049,6441,0.9809,1,0,acceptable,unacceptable,Иван не был в своей комнате.,Ивана не было в своей комнате.,1,3,False,False,True,True,True,True,removed_b,2,0,Semantics
2816,7789,0.9809,1,0,acceptable,unacceptable,"Что он болен, никто не знал.","Он болен, никто не знал.",0,2,False,False,False,True,True,False,removed_b,5,0,Syntax
435,1513,0.9809,1,0,acceptable,unacceptable,"Сначала она была в каком-то раздраженном состоянии, но потом успокоилась.","Раньше она была в каком-то раздраженном состоянии, а потом успокоилась.",1,3,False,False,True,True,True,True,removed_b,8,0,Semantics
5321,6671,0.9809,0,1,unacceptable,acceptable,"Министр пригласил журналистку, чтобы взять у него интервью.","Журналистка, была приглашена министром взять у него интервью.",3,2,True,True,True,True,False,True,removed_both,30,Syntax,0
2531,6333,0.9808,1,0,acceptable,unacceptable,Она сидела рядом со мной и горько плакала.,Она сидела близко от меня и плакала.,1,3,False,False,True,True,True,True,removed_b,18,0,Semantics
2935,5145,0.9806,0,1,unacceptable,acceptable,Он говорил об упразднении каких-либо званий.,Он говорил об упразднении всех званий.,3,0,True,True,True,False,False,False,removed_a,9,Semantics,0
334,7595,0.9806,1,0,acceptable,unacceptable,Иван еще не был в таком театре.,Ивана еще не было в таком театре.,0,2,False,False,False,True,True,False,removed_b,2,0,Semantics
6175,6671,0.9802,0,1,unacceptable,acceptable,"Журналистка была приглашена министром, чтобы дать ей интервью.","Журналистка, была приглашена министром взять у него интервью.",2,2,True,True,False,True,False,True,removed_both,14,Syntax,0
4762,6114,0.9801,0,1,unacceptable,acceptable,"Министр пригласил журналистку, дать ей интервью.","Журналистка была приглашена министром, чтобы взять у него интервью.",2,1,False,True,True,False,False,True,removed_a,38,Syntax,0
1214,7116,0.9799,0,1,unacceptable,acceptable,"Журналистка, была приглашена министром дать ей интервью.","Министр пригласил журналистку, чтобы дать ей интервью.",1,1,False,True,False,False,False,True,kept,30,Syntax,0
2353,5665,0.9798,0,1,unacceptable,acceptable,Перед домом есть девочка.,Перед домом стоит девочка.,0,0,False,False,False,False,False,False,kept,4,Semantics,0
6573,8215,0.9795,1,0,acceptable,unacceptable,Никого не было дома.,Никто не был дома.,1,3,False,False,True,True,True,True,removed_b,3,0,Semantics
231,8391,0.9795,0,1,unacceptable,acceptable,Все утро он был раздражителен.,Все утро он был раздражен.,2,3,False,True,True,True,True,True,removed_both,4,Semantics,0
3391,7935,0.9794,1,0,acceptable,unacceptable,Он нашел по крайней мере двух желающих.,Он нашел по крайней мере двух желающих?,0,3,False,False,False,True,True,True,removed_b,1,0,Semantics
2186,7894,0.9793,0,1,unacceptable,acceptable,Она с любопытством поглядывала на меня вблизи.,Она с любопытством поглядывала на меня издалека.,3,1,True,True,True,False,False,True,removed_a,7,Semantics,0
2428,6323,0.9793,0,1,unacceptable,acceptable,"Наверное, я казался себе смешным.","Наверное, я выглядел смешным.",3,1,True,True,True,False,False,True,removed_a,9,Semantics,0
1061,6202,0.9792,0,1,unacceptable,acceptable,Я рискую опозданием на семинар.,Я рисковал опозданием на семинар.,3,1,True,True,True,False,False,True,removed_a,4,Semantics,0
1186,1211,0.9791,1,0,acceptable,unacceptable,Это известие лишило меня сна.,Это известие надолго лишает меня сна.,0,2,False,False,False,True,True,False,removed_b,11,0,Semantics
865,2360,0.9789,1,0,acceptable,unacceptable,Я снял пылинку со шляпы.,Я взял пылинку со шляпы.,0,2,False,False,False,True,True,False,removed_b,2,0,Semantics
3052,7344,0.9789,1,0,acceptable,unacceptable,Его положили в больницу.,Его приняли в больницу.,1,3,False,False,True,True,True,True,removed_b,5,0,Semantics
3431,7363,0.9788,0,1,unacceptable,acceptable,Вчера я была у мамы и получила от нее эту книгу.,"Вчера я была у ма мы, и она дала мне эту книгу.",2,1,False,True,True,False,False,True,removed_a,12,Semantics,0
8405,8493,0.9785,1,0,acceptable,unacceptable,Поговори хоть с кем-нибудь из них.,Поговори же хоть с любым из них.,0,1,False,False,False,False,True,False,kept,12,0,Semantics
2145,7576,0.9785,0,1,unacceptable,acceptable,Однажды он был встречен ею принаряженной.,Однажды она встретила его принаряженной.,2,1,True,True,False,True,False,False,removed_a,10,Syntax,0
2716,7359,0.9784,1,0,acceptable,unacceptable,Я с удовольствием с ним говорил.,Я с удовольствием имел с ним беседу.,1,3,False,False,True,True,True,True,removed_b,12,0,Semantics
1634,5910,0.978,0,1,unacceptable,acceptable,Он покупает несколько журналов.,Он купил несколько журналов.,3,1,True,True,True,False,False,True,removed_a,5,Semantics,0
4614,5180,0.978,0,1,unacceptable,acceptable,"Первый огонек блеснул вдали, на противоположной горе, в одиноком домике.","Первый огонек блеснул вдали, на противоположной горе, в одиноком домике близ шлагбаума.",2,1,True,True,False,False,True,False,removed_a,15,Semantics,0
1975,6221,0.9779,1,0,acceptable,unacceptable,"Я хочу, чтобы они зашли, когда ты спрячешься.","Я хочу, чтобы они зашли, а ты спрячешься.",2,2,True,True,False,True,True,False,removed_both,4,0,Syntax
3403,3559,0.9777,1,0,acceptable,unacceptable,"И каждый раз, когда раздавался какой-нибудь звук, даже самый слабый, старуха вздрагивала.","И каждый раз, когда раздавался любой звук, старуха вздрагивала.",0,2,False,False,False,True,True,False,removed_b,29,0,Semantics
1765,6305,0.977,0,1,unacceptable,acceptable,"Погода, ей кажется, плохая.","Погода, ей казалось, была плохая.",3,1,True,True,True,False,False,True,removed_a,10,Semantics,0
379,8222,0.9769,0,1,unacceptable,acceptable,Маша сидела поодаль от мужа и читала.,Маша сидела рядом с мужем и читала.,3,1,True,True,True,False,False,True,removed_a,10,Semantics,0
3787,7166,0.9766,0,1,unacceptable,acceptable,Математика и естественные науки преподавалась.,Математика и естественные науки преподавались.,1,1,True,False,False,False,False,True,kept,1,Syntax,0
1863,4418,0.9766,0,1,unacceptable,acceptable,"Ты тогда замечал, что он странно себя ведет?","Ты когда-нибудь замечал, что он странно себя ведет?",3,1,True,True,True,False,False,True,removed_a,8,Semantics,0
6087,7393,0.9762,1,0,acceptable,unacceptable,"Вы можете посмотреть, что сделала Япония?","Вы можете видеть здесь, что Япония сделала?",0,2,False,False,False,True,True,False,removed_b,24,0,Semantics
2502,8178,0.9762,1,0,acceptable,unacceptable,"Писатель пригласил журналистку, чтобы дать ей интервью.","Журналистка была приглашена писателем, чтобы дать ей интервью.",1,0,False,False,True,False,False,False,kept,26,0,Syntax
6539,7048,0.9762,1,0,acceptable,unacceptable,"Он чувствовал, что ему явно не хватало Маши.","Он чувствует, что ему явно не хватает Маши.",0,2,False,False,False,True,True,False,removed_b,6,0,Semantics
2688,3236,0.9762,0,1,unacceptable,acceptable,"Я не принимаю его за крупного ученого, хотя и знаю, что это так.","Я не воспринимаю его как крупного ученого, хотя и знаю, что он крупный ученый.",2,0,True,True,False,False,False,False,removed_a,21,Semantics,0
1975,4476,0.9761,1,0,acceptable,unacceptable,"Я хочу, чтобы они зашли, когда ты спрячешься.","Я хочу, чтобы они зайдут, а ты спрячешься.",2,1,True,True,False,False,True,False,removed_a,8,0,Syntax
2382,5394,0.9757,0,1,unacceptable,acceptable,Он страшно был в отчаянии.,Он был в полном отчаянии.,3,1,True,True,True,False,False,True,removed_a,12,Semantics,0
5176,8467,0.9757,1,0,acceptable,unacceptable,Он отдал ей свое сердце.,Она дала ему свое сердце.,1,3,False,False,True,True,True,True,removed_b,6,0,Semantics
4762,6671,0.9756,0,1,unacceptable,acceptable,"Министр пригласил журналистку, дать ей интервью.","Журналистка, была приглашена министром взять у него интервью.",2,2,False,True,True,True,False,True,removed_both,33,Syntax,0
1010,1658,0.9754,0,1,unacceptable,acceptable,"Однако космонавты испытывают состояние ее, так как они как бы все время падают на Землю, но промахиваются.","Однако космонавты испытывают состояние невесомости, так как они как бы все время падают на Землю, но промахиваются.",1,0,True,False,False,False,False,False,kept,9,Syntax,0
2446,3886,0.9751,0,1,unacceptable,acceptable,Дерево над корнями было срублено.,Дерево было срублено у самых корней.,3,1,True,True,True,False,False,True,removed_a,25,Semantics,0
5315,6520,0.9751,0,1,unacceptable,acceptable,"Писатель пригласил журналистку, чтобы взять у него интервью.","Журналистка была приглашена писателем для того, чтобы взять у него интервью.",3,0,True,True,True,False,False,False,removed_a,32,Syntax,0
1780,5663,0.9751,0,1,unacceptable,acceptable,Я имел с ним беседу только ради Вас.,Я говорил с ним только ради Вас.,2,0,True,True,False,False,False,False,removed_a,13,Semantics,0
936,3125,0.975,0,1,unacceptable,acceptable,Уличных звуков не доносится сквозь двойные рамы.,Звуки с улицы не доносились сквозь двойные рамы.,2,0,True,True,False,False,False,False,removed_a,16,Semantics,0
2145,5234,0.9749,0,1,unacceptable,acceptable,Однажды он был встречен ею принаряженной.,Однажды она встретила его принаряженным.,2,0,True,True,False,False,False,False,removed_a,12,Syntax,0
3283,6198,0.9746,1,0,acceptable,unacceptable,Очередной день принес обозу приказ комбата занять-таки больницу.,Больницу принес обозу приказ комбата занять больницу очередной день.,0,1,False,False,False,True,False,False,kept,33,0,Syntax
4576,7845,0.9741,0,1,unacceptable,acceptable,Левой рукой он судорожно хрустел бумажками.,Его левая рука судорожно хрустела бумажками.,2,1,True,True,False,False,False,True,removed_a,13,Semantics,0
2810,8392,0.974,1,0,acceptable,unacceptable,Он подошел совсем близко ко мне.,Он подошел рядом со мной.,1,3,False,False,True,True,True,True,removed_b,15,0,Semantics
3954,5929,0.9738,0,1,unacceptable,acceptable,У кого-нибудь из моих малышей в кармане лежит горсть сладких вишней.,У кого-нибудь из моих малышей в кармане лежит горсть сладких вишен.,2,0,True,True,False,False,False,False,removed_a,2,Morphology,0
2996,7222,0.9735,1,0,acceptable,unacceptable,"Он вдруг понял, что ей неприятны какие бы то ни было подробности его домашней жизни.","Он вдруг понял, что ей неприятны никакие подробности его домашней жизни.",0,2,False,False,False,True,True,False,removed_b,16,0,Semantics
1242,4353,0.9733,1,0,acceptable,unacceptable,"Я уверен, что он несомненно прав.","Я уверен, что он наверное прав.",1,3,False,False,True,True,True,True,removed_b,7,0,Semantics
271,5464,0.973,1,0,acceptable,unacceptable,Он отказывался от всех предложений.,Он отказывался от каких-либо предложений.,1,2,False,False,True,True,True,False,removed_b,9,0,Semantics
6472,7002,0.9728,0,1,unacceptable,acceptable,Он не был там и разу.,Он не был там ни разу.,3,2,True,True,True,True,False,True,removed_both,1,Semantics,0
229,828,0.9726,0,1,unacceptable,acceptable,Резко он не затормозил.,Резко он не тормозил.,3,1,True,True,True,False,False,True,removed_a,2,Semantics,0
215,4595,0.9724,0,1,unacceptable,acceptable,Мы имели возможность работать каждому со своим материалом.,Мы оговорили возможность работать каждому со своим материалом.,2,1,True,True,False,False,True,False,removed_a,7,Syntax,0
4702,7417,0.9724,1,0,acceptable,unacceptable,Окно было открыто пятнадцать минут.,Окно было открыто час назад пятнадцать минут.,1,2,False,False,True,True,False,True,removed_b,10,0,Semantics
2446,6258,0.9718,0,1,unacceptable,acceptable,Дерево над корнями было срублено.,Дерево было срублено близко от корней.,3,1,True,True,True,False,False,True,removed_a,24,Semantics,0
4193,7531,0.9715,1,0,acceptable,unacceptable,Ребята накупили хороших книг.,Много ребят накупили хорошую книгу.,1,2,False,False,True,True,False,True,removed_b,11,0,Syntax
1975,2129,0.9715,1,0,acceptable,unacceptable,"Я хочу, чтобы они зашли, когда ты спрячешься.","Я хочу, чтобы они зайдут, а ты спрятался .",2,2,True,True,False,True,True,False,removed_both,13,0,Syntax
2120,6964,0.9714,0,1,unacceptable,acceptable,В тот день он сидел дома ровно в шесть.,В тот день он был дома ровно в шесть.,3,1,True,True,True,False,False,True,removed_a,4,Semantics,0
301,7381,0.9714,1,0,acceptable,unacceptable,Сотрудники были набраны редактором.,Сотрудник был набран редакторами.,0,0,False,False,False,False,False,False,kept,5,0,Syntax
