text,label,error_type,reason,votes
"Скажи, а нельзя постараться, чтобы Сухой Рыбак не обидел Ваню?",1,0,same_target_duplicate,1
Мы должны найти способ выжить сами.,0,Syntax,same_target_duplicate,2
"Санитар рявкнул возле самого ее уха, что такого-то раненого следует немедленно доставить в операционную.",1,0,same_target_duplicate,0
Я обвиняю Джона не в национализме.,1,0,same_target_duplicate,0
Иван показал Лене себя на фотографии.,1,0,same_target_duplicate,1
У этого животного есть зубы.,1,0,diff_target_confirmed,2
Она взяла из сундука небольшой коврик и постелила его перед диваном.,0,Semantics,diff_target_confirmed,3
"Министр пригласил журналистку, чтобы дать ей интервью.",1,0,same_target_duplicate,1
Теперь уравнение выглядит так.,1,0,same_target_duplicate,1
У Маши есть брат.,1,0,same_target_duplicate,1
"Вы читали ""Капитанскую дочку""?",1,0,same_target_duplicate,0
Наше войско дружным нападением решило дело.,1,0,same_target_duplicate,0
Окно разбилось от порыва ветра.,1,0,same_target_duplicate,0
Ни в одном номере телевизор не стоял.,1,0,same_target_duplicate,0
"У меня была возможность все видеть, самому оставаясь незамеченным.",1,0,same_target_duplicate,0
В 6.30 доклад был закончен.,1,0,same_target_duplicate,0
"Маша книгу, и Саша читает.",0,Syntax,same_target_duplicate,1
Математика и естественные науки преподавались.,1,0,same_target_duplicate,1
"Я стою поблизости от Центризбиркома и наблюдаю за тем, что происходит у входа.",0,Semantics,diff_target_confirmed,3
Хозяина в доме не чувствуется.,1,0,same_target_duplicate,1
"Все, кто изучали процесс развития языка, знает о различных исторических изменениях на уровне фонетики, грамматики.",0,Syntax,same_target_duplicate,0
Травы здесь не растет.,1,0,same_target_duplicate,1
"Где-то вдали, почему-то очень волнуя сердце, шумели поезда.",1,0,same_target_duplicate,1
Я еще не достал билетов на «Щелкунчик».,1,0,same_target_duplicate,0
Я дал приказ отступать.,1,0,same_target_duplicate,0
"Ты прочел ""Капитанскую дочку""?",1,0,same_target_duplicate,1
Он дал крестьянам землю.,1,0,same_target_duplicate,0
Этот мой был очень тяжелым.,1,0,diff_target_confirmed,2
Отец уговорил Ивана не вмешиваться в конфликт самого.,1,0,same_target_duplicate,0
Поворота в научно-технической пропаганде не началось.,0,Semantics,diff_target_confirmed,2
"Чего только не было: копчёные окороки, настоящее салями, мясо, яблоки, пироги!",0,Morphology,diff_target_confirmed,2
"Он вдруг понял, что ей неприятны никакие подробности его домашней жизни.",0,Semantics,diff_target_confirmed,2
"Светит солнце, но все-таки холодно и но не хочется идти гулять.",0,Syntax,same_target_duplicate,1
"Я чувствовал, что она волнуется.",1,0,same_target_duplicate,1
Возьми из моего стола тезисы докладов и дай Ивану Сергеевичу.,1,0,same_target_duplicate,1
Он открыл шкаф и взял оттуда два больших полотенца.,1,0,same_target_duplicate,1
Он воздержался от всех комментариев.,1,0,same_target_duplicate,1
"Иван ведь тогда говорил, что она сейчас без работы.",1,0,same_target_duplicate,0
Она взяла его точку зрения.,0,Semantics,diff_target_confirmed,3
Вячеслав стоял у примуса и по обыкновению зубрил что-то.,1,0,same_target_duplicate,0
Его еще не прочитал этой статьи.,0,Syntax,diff_target_confirmed,2
У стола висели фотографии.,0,Semantics,diff_target_confirmed,3
"Он сидел в кресле, рядом с ним стояла недопитая бутылка вина.",1,0,same_target_duplicate,1
Книга была назло мне продана студенту букинистом.,1,0,same_target_duplicate,0
Кто покупал эти билеты?,1,0,same_target_duplicate,0
Его приняли в больницу.,0,Semantics,diff_target_confirmed,3
"Вспомнил, что Н.С. Михалков недавно выразил желание быть похоронен здесь.",1,0,same_target_duplicate,0
При термической обработке металлы получают исключительную твердость.,1,0,same_target_duplicate,0
"Светит солнце и не холодно, но и не хочется идти гулять.",0,Syntax,same_target_duplicate,1
Я с удовольствием имел с ним беседу.,0,Semantics,diff_target_confirmed,3
"А ты езжай прямо к директору театров, князю Гагарину.",0,Morphology,same_target_duplicate,2
В то время он пил стакан воды.,0,Semantics,diff_target_confirmed,2
"Вода капает, так что ведро наполнится не скоро.",1,0,same_target_duplicate,0
"Вы можете видеть здесь, что Япония сделала?",0,Semantics,diff_target_confirmed,2
Она была в стороне от всех интриг.,1,0,same_target_duplicate,1
За стеной кашлял человек.,1,0,same_target_duplicate,1
Я не могла тогда сказать ему что-нибудь определенное.,1,0,same_target_duplicate,1
Она выполнила половину вашего задания.,1,0,same_target_duplicate,1
Есть одна удивительная женщина у нас в Покрове.,1,0,same_target_duplicate,0
Окно было открыто час назад пятнадцать минут.,0,Semantics,diff_target_confirmed,2
Перемен в технической политике фирмы еще не началось.,0,Semantics,diff_target_confirmed,2
Он запер закрытую мною дверь.,1,0,same_target_duplicate,0
"Я думаю, мы можем к нему зайти.",1,0,same_target_duplicate,1
У этого животного есть острые зубы.,0,Semantics,diff_target_confirmed,3
Мне и рубля не накопили строчки.,1,0,same_target_duplicate,0
"Коли не было в зале, когда выключили свет.",1,0,same_target_duplicate,0
У него было чувство страха перед этим человеком.,1,0,same_target_duplicate,1
"Хочу, чтобы, если вы захотели, то вам все показали.",0,Syntax,same_target_duplicate,0
"В путеводителе я позже вычитал, что киприоты всегда готовы приходить на нее.",0,Syntax,diff_target_confirmed,2
"У тебя три брата и две сестры, и если потребуется, ты должен помогать им всем.",1,0,same_target_duplicate,0
Маша и Лена после моих уговоров помирились.,1,0,same_target_duplicate,0
Я не воспринимаю этой музыки.,1,0,same_target_duplicate,2
Его не пришлет ответ.,0,Syntax,same_target_duplicate,1
Он долго был в отчаянии.,1,0,same_target_duplicate,1
Много ребят накупили хорошую книгу.,0,Syntax,diff_target_confirmed,2
Я дал ему обещание.,1,0,same_target_duplicate,1
Оттуда привезли в последний момент взвод солдатов и военный оркестр.,0,Morphology,diff_target_confirmed,2
Сегодня я разговаивал с директором.,1,0,diff_target_confirmed,2
Много горя ее матери пришлось пережить.,1,0,same_target_duplicate,1
"Мальчики вошли, неся каждый по сумке.",1,0,same_target_duplicate,1
"Я показал этот текст студентам, обоим знающим эскимосский язык.",0,Syntax,same_target_duplicate,0
Иван не купил на рынке игрушек.,1,0,same_target_duplicate,0
"Ты хочешь, чтобы тебе заплатили пятьсот тысяч.",1,0,same_target_duplicate,0
Иван питает надежду встретиться с тобой самому.,0,Syntax,diff_target_confirmed,2
Однажды она встретила его принаряженной.,1,0,same_target_duplicate,1
Охотник закрывал чем-то вход в пещеру.,1,0,same_target_duplicate,0
"Сторож стуком колотушки доказал, что он не спит.",1,0,same_target_duplicate,0
"Студентам, обоим сведущим в эскимосском языке, не удалось разобрать здесь ни слова.",1,0,same_target_duplicate,0
Отказ от игры уронил его в глазах шахматистов.,1,0,same_target_duplicate,1
Обсуждать что-либо всерьез становится практически невозможно.,1,0,same_target_duplicate,0
Ивана еще не было в таком театре.,0,Semantics,diff_target_confirmed,2
Он не пропьет всех денег.,1,0,same_target_duplicate,0
Его пламенная речь меня воодушевила.,1,0,same_target_duplicate,0
"Они, если вы захотите, вам все покажут.",1,0,diff_target_confirmed,2
Здесь нельзя перейти улицу.,1,0,same_target_duplicate,1
"Он получил большое облегчение, узнав, что она простила ему.",1,0,same_target_duplicate,1
"Должен же ты был с кем-нибудь поговорить, прежде чем начать ра боту.",1,0,same_target_duplicate,1
Взглянь на рисунок и вырежи из тонкого картона точно такие же очки.,0,Morphology,diff_target_confirmed,2
Даже учитель с трудом решил эту задачу.,1,0,same_target_duplicate,0
В каких населенных пунктах находятся склады?,1,0,same_target_duplicate,0
"Новые катеры и водометы-толкачи гудят коротко, высоко и гнусаво.",0,Morphology,diff_target_confirmed,2
"Как не исключает Иван, изменения необходимы.",0,Semantics,same_target_duplicate,0
"Лишь только мы принесли пиво, вы — рыбу.",0,Syntax,diff_target_confirmed,2
"Придется, если откроешь свое дело, всем взятки давать.",1,0,same_target_duplicate,0
Он говорил об упразднении каких бы то ни было званий.,1,0,same_target_duplicate,0
Николай женился на Ольге в двадцать три года.,1,0,same_target_duplicate,0
Лейтенант-коммандер Ходжкинсон получил приказ быть готовым к взлету.,1,0,same_target_duplicate,1
От длинных перечислений я утомился.,1,0,same_target_duplicate,1
"Иван ни плаща, ни куртки с собой не взял.",1,0,same_target_duplicate,0
"Я жил хорошо, потому что в Москве.",0,Syntax,diff_target_confirmed,2
Я ищу какую-то интересную пьесу по современной тематике.,0,Semantics,diff_target_confirmed,2
"Он не знает, зачем приехал Иван.",1,0,same_target_duplicate,0
"Они уйдут, а вместо них появится кто-то новый.",1,0,same_target_duplicate,0
Начальник заставлял его работать больной.,0,Syntax,diff_target_confirmed,2
"Тут он взглянул на дверь в кабинет Берлиоза, бывшую около передней, и тут, как говорится, остолбенел.",0,Semantics,same_target_duplicate,2
Тут мы не вправе вступать в какую-либо полемику.,1,0,same_target_duplicate,0
Отказ от игры не уронил бы Фишера в глазах шахматистов.,1,0,same_target_duplicate,0
Иван нарушил обещание встретиться с нами сам.,1,0,same_target_duplicate,1
Тогда руководители NASA также сначала отрицали наличие каких бы то ни было серьезных технологических проблем.,1,0,same_target_duplicate,0
"Он болен, никто не знал.",0,Syntax,diff_target_confirmed,2
"Вчера обнаруживается, что преступник на свободе.",0,Semantics,diff_target_confirmed,3
Главный принцип вашей студии ― избегать прямого цитирования какого бы то ни было всякого стиля.,0,Semantics,diff_target_confirmed,2
Виктор Ерофеев выразил желание выступать второй.,1,0,same_target_duplicate,0
Они также насильно удалили огромное число людей.,1,0,same_target_duplicate,0
Ни одного студента не было на лекции.,1,0,same_target_duplicate,1
Не нужно мне твоих советов.,1,0,same_target_duplicate,1
Он отрицает существование каких бы то ни было планов на этот счет.,1,0,same_target_duplicate,0
На самом деле нынешний мир под управлением США абсолютно лишен каких-либо моральных предрассудков.,1,0,same_target_duplicate,0
"Только какой-то негоциант, живший рядом с приютом и потерявший счет деньгам, ежегодно при получении из-за границы транспорта с фруктами присылал в приют ящик апельсин.",0,Morphology,diff_target_confirmed,2
Его левая рука судорожно хрустела бумажками.,1,0,same_target_duplicate,1
Хорошо бы на этот раз он не выиграл.,1,0,same_target_duplicate,1
Вместе с другой 25-этажной башней будет построено 821 квартира.,0,Syntax,same_target_duplicate,0
Он отдал ему все свое состояние.,1,0,same_target_duplicate,1
Я не разбивал чашки.,1,0,same_target_duplicate,0
"Студентам, самим знатокам эскимосского языка, не удалось разобрать здесь ни слова.",1,0,same_target_duplicate,0
Сведений о продвижении войск не поступало.,1,0,same_target_duplicate,0
Его точка зрения на этот вопрос была высказана автором в других работах.,0,Syntax,diff_target_confirmed,3
Ее сестра звалась Татьяна.,1,0,same_target_duplicate,0
"Он пошел к брату, чтобы узнать последние новости.",1,0,same_target_duplicate,1
Молва приписывает смерть его действию яда.,1,0,same_target_duplicate,0
Почему ж в синтаксическом отношении не хотят видеть ничего сходного между формою именительного падежа и формами косвенных падежов?,0,Morphology,diff_target_confirmed,2
"Албанские экстремисты стремятся уничтожить всё, что в Косово и Метохии имеет какие-либо сербские признаки.",1,0,same_target_duplicate,0
Вчера этим прибором пользовались.,1,0,same_target_duplicate,1
Я дочитал вашу рукопись.,1,0,same_target_duplicate,1
Он нашел по крайней мере двух желающих?,0,Semantics,diff_target_confirmed,3
Я с трудом был целый день дома.,0,Semantics,diff_target_confirmed,3
"Боюсь, что мне не хватит на это времени.",1,0,same_target_duplicate,1
Ничего этого я не знал.,1,0,same_target_duplicate,1
Полковник отдал майору приказ солдатам выдвигаться на позицию.,1,0,same_target_duplicate,1
Каждую субботу она ходит в баню.,1,0,same_target_duplicate,1
Я не вижу карандаши.,1,0,same_target_duplicate,1
"Согласно легенде, кастильский вельможа дон Руис Гонсало де Толедо, граф Оргас пожертвовал этой церкви, в которой он выразил желание быть погребенным, большие сокровища.",1,0,same_target_duplicate,1
Бонапарт первым приказал артиллеристам открыть огонь.,1,0,same_target_duplicate,0
А вы не могли бы сыграть ноктюрн?,1,0,same_target_duplicate,0
Солдаты получили от майора приказ полковника выдвигаться на позицию.,1,0,same_target_duplicate,1
Врач был ровно в шесть.,1,0,same_target_duplicate,0
Я взяла десять рублей.,1,0,same_target_duplicate,1
"Этот продукт был одним из первых синтетических каучуков в истории, известен как неопрен.",1,0,same_target_duplicate,0
Ты тогда вешал карту?,1,0,same_target_duplicate,0
После такого припадка он получает способность логически мыслить только через несколько дней.,1,0,same_target_duplicate,0
Он принял на себя расследование этого запутанного дела.,1,0,same_target_duplicate,0
"Это такой человек, его ни за что не переспоришь.",1,0,same_target_duplicate,1
"Это ее решение, ее злая воля заставляют Эди стоять тут под дверью больной и сумасшедший.",0,Syntax,diff_target_confirmed,2
Ее матери много горя пришлос пережить.,1,0,same_target_duplicate,1
"Я надеюсь на Машу больше, чем на Петю.",1,0,same_target_duplicate,0
"Люди, и без того жившие на грани нищеты, оказались лишены каких бы то ни было средств к существованию.",1,0,same_target_duplicate,0
"Он рассмотрел случаи, являющиеся особенно трудными.",1,0,same_target_duplicate,0
Записку и веточку она положила около него.,1,0,same_target_duplicate,0
"Нет, моего брата нет дома.",1,0,same_target_duplicate,1
Мне во что бы то ни стало нужно получить это кольцо.,1,0,same_target_duplicate,0
Вскоре он не понял свою ошибку.,0,Semantics,diff_target_confirmed,3
Лена просила мужа не ходить ночью одного.,1,0,same_target_duplicate,0
Все это не делалось не потому что кто-нибудь желал зла Левину.,1,0,same_target_duplicate,0
Эту передачу больше не повторяли.,1,0,same_target_duplicate,0
Бутылка не в холодильнике.,1,0,same_target_duplicate,0
Были получены два извещения.,1,0,same_target_duplicate,0
"Я показал этот текст студентам, обоим сведущим в эскимосском языке.",0,Syntax,same_target_duplicate,1
"Она приняла его взгляды, привычки, вкусы.",1,0,same_target_duplicate,0
Он не держал книгу в руках и минуты.,1,0,same_target_duplicate,0
"На меже, около дороги, стоял трактор.",1,0,same_target_duplicate,0
"Вы никогда не были такими, как он.",1,0,same_target_duplicate,0
Он отрицает существование всех планов на этот счет.,0,Semantics,diff_target_confirmed,2
Спортсмен еще не отдыхал.,1,0,same_target_duplicate,1
Здесь какие-либо эмоции неуместны.,1,0,same_target_duplicate,0
Постарайся увидеть вон ту звездочку над самой горой.,1,0,diff_target_confirmed,2
Сильно этот поезд не опоздал.,1,0,same_target_duplicate,1
Разве есть смысл что-нибудь менять?,1,0,same_target_duplicate,0
"Журналистка была приглашена писателем, чтобы дать ей интервью.",0,Syntax,same_target_duplicate,0
Он быстро научился решать эти задачи.,1,0,same_target_duplicate,1
Я велела Верочке идти домой.,1,0,same_target_duplicate,0
Никаких российских самолетов воздушное пространство Грузии не нарушало.,0,Semantics,diff_target_confirmed,2
Преподаватель поощрял студентов формулировать задачи самим.,1,0,same_target_duplicate,0
Никто не был дома.,0,Semantics,diff_target_confirmed,3
В озере никакая утка не плавала.,1,0,same_target_duplicate,0
Абсолютно недопустимо решение каких бы то ни было проблем с помощью террора.,1,0,same_target_duplicate,0
Всю следующую неделю я буду сидеть дома.,1,0,same_target_duplicate,1
Я сейчас писал письмо.,1,0,same_target_duplicate,1
Мой дом не стоит на горе.,1,0,same_target_duplicate,1
Он ищет какую-нибудь новую секретаршу.,0,Semantics,diff_target_confirmed,3
"Эта гипотеза, как Бор рассказывал, была предложена Дираком в 1930 г.",1,0,same_target_duplicate,0
Около сторожки дорога поворачивает.,1,0,same_target_duplicate,0
"Всего в 1000 метрах от порта, в 2 км от центра города и в 20 минутах езды от аэропорта Манисеса и Конвенционного центра.",1,0,diff_target_confirmed,2
"Наша инновация ориентирована на предоставление большей мощности и производительности с меньшим количеством дисков, не теряя производительности или доступности данных.",0,Syntax,same_target_duplicate,0
"Мы отправили на эту конференцию наши доклады, потому что она для нас была очень важна.",1,0,same_target_duplicate,1
"Если ты воспользуешься каким-нибудь из этих средств, ты мгновенно поправишься.",1,0,same_target_duplicate,0
Разговоры нельзя принимать за дела.,1,0,same_target_duplicate,0
"Нельзя не любить кого-то, кто обладает такими достоинствами.",1,0,same_target_duplicate,0
"Первая акция ""Отряда милосердия"" по освобождению животных прошла в тот же период времени.",1,0,same_target_duplicate,0
Его убили около «Трех утопленников».,1,0,same_target_duplicate,0
У него в отделе хорошие биохимики.,1,0,same_target_duplicate,1
Иванова на лекции на заседании нет.,1,0,same_target_duplicate,0
"Если в тело человека проник всякий микроб, организм выставляет на защиту всю свою систему иммунитета.",0,Semantics,diff_target_confirmed,2
Ее лицо приняло печальное выражение.,1,0,same_target_duplicate,1
Беженцы гибнут в горах.,1,0,same_target_duplicate,0
"Все были в ужасе от того, что может произойти, если испанцы вторгнуться.",1,0,same_target_duplicate,0
"Решая какую-нибудь частную задачу, надо думать о языке в целом.",1,0,same_target_duplicate,0
"Я не был в зале, когда выключили свет.",1,0,same_target_duplicate,0
Я не могла тогда сказать ему ничего определенного.,1,0,same_target_duplicate,1
Через два дня меня уже не будет в Москве.,1,0,same_target_duplicate,1
Автобус не должен отправиться ночью.,0,Semantics,diff_target_confirmed,3
Вчера мне не дали это письмо.,1,0,same_target_duplicate,1
Иван оставил надежду встретиться с тобой самому.,1,0,same_target_duplicate,1
Выстраивать на столь дрянном фундаменте какие-либо имперские конструкции крайне опрометчиво.,1,0,same_target_duplicate,0
"Помогай любому, какое мне дело.",0,Semantics,diff_target_confirmed,2
Все утро он был раздражен.,1,0,diff_target_confirmed,3
Он подошел рядом со мной.,0,Semantics,diff_target_confirmed,3
"Вася сказал, что он купил мне одну книгу.",1,0,same_target_duplicate,1
Поговори хоть с кем-нибудь из них.,1,0,same_target_duplicate,0
Есть о ком думать!,1,0,same_target_duplicate,0
Специалисты связывают понижение курса и падение индексов.,1,0,same_target_duplicate,0
Маму не огорчила Ванина двойка.,1,0,same_target_duplicate,0
В таких партиях он почти не проигрывает.,1,0,same_target_duplicate,0
"Это были студенты, оба сведущие в эскимосском языке.",1,0,same_target_duplicate,0
Отменены какие-либо телесные наказания.,0,Semantics,diff_target_confirmed,2
До сих по бабушка любила его без памяти.,1,0,same_target_duplicate,2
"На спектакль ли Иван пришел, несмотря на головную боль?",1,0,same_target_duplicate,0
Я встретил ее здоровой.,1,0,same_target_duplicate,0
Парк тогда окружал усадьбу?,1,0,same_target_duplicate,0
Вдалеке послышалась песнь соловья.,1,0,same_target_duplicate,0
В эту минуту она его ненавидела.,1,0,same_target_duplicate,0
В Лондон Герцен приехал с семьей.,1,0,same_target_duplicate,0
Она дала ему свое сердце.,0,Semantics,diff_target_confirmed,3
Я привык разговаривать не в таком тоне.,1,0,same_target_duplicate,0
Пелагея садится невдалеке на припеке.,0,Semantics,same_target_duplicate,1
"Вчера Миша купили книгу, а Коля компакт-диск.",0,Syntax,diff_target_confirmed,2
Сейсмограф регистрирует любое колебание земной коры.,1,0,same_target_duplicate,0
С каждого дерева упала груша.,1,0,same_target_duplicate,0
Ее усталые глаза смотрели вдаль.,1,0,same_target_duplicate,1
"Христофоров, явившийся в ложу первым и одиноко сидевший за ее красно-бархатного барьером, чувствовал себя затерянным в огромной, разодетой толпе.",0,Semantics,diff_target_confirmed,2
Я воспринял его как военного.,0,Semantics,diff_target_confirmed,2
В коридоре стояли некоторые.,0,Semantics,diff_target_confirmed,2
Перемен в технической политике фирмы не наступило.,1,0,same_target_duplicate,0
Левая рука его сжимала хрустящую бумажку.,1,0,same_target_duplicate,1
На поверку вся теория оказывается полной чепухой.,1,0,same_target_duplicate,0
"Скажите ей, кто вы такой!",1,0,same_target_duplicate,0
В ее библиотеке есть интересные книги.,1,0,same_target_duplicate,1
