premise,hypothesis,label,reason,votes
"Разговорившись с одноклассницей, мужчина узнал, что та хотела бы перебраться поближе к морю.",Одноклассница мечтала жить у моря.,entailment,diff_target_confirmed,2
"Сыграло ли это событие роль в решении обвиняемого начать работать на иностранную разведку, пока не известно. Рассмотрение дела Дивенни по существу начнется 12 декабря. Поскольку речь идет о секретных материалах, часть процесса будет проходить в закрытом режиме.",Дивенни мог работать на иностранную разведку.,entailment,diff_target_confirmed,2
"Женщина успела закрыться в подсобном помещении, откуда вызвала полицию.",Женщина спряталась в подсобке.,entailment,diff_target_confirmed,3
"""На """"те же грабли"""" мужчина встал, когда во второй раз сел за руль в пьяном виде.""",Ранее мужчина не садился за руль в пьяном виде.,not_entailment,same_target_duplicate,0
"«Мясо конины, обрезки с голов, мясо не прошедшее ветеринарную лабораторию, вместо мяса здоровой туши говядины! В столовых помещениях при варке этого мяса стоит ужасная вонь! Кладовщики и рабочие боятся жаловаться, так как их сразу уволят!», - говорится в сообщении.",Мясо воняет при варке.,entailment,same_target_duplicate,1
"По предварительным данным, водитель иномарки не справился с управлением и вылетел на встречную полосу.",Иномарка вылетела на встречную полосу.,entailment,same_target_duplicate,1
"Убедившись, что хозяев нет дома, парни проникли в жилище и вынесли оттуда ценные вещи: два телевизора, два пылесоса, горные лыжи, монитор, системный блок - всего на сумму более 56 тысяч. Вычислить молодых воров удалось по горячим следам. Парни признались, что пошли на преступление, потому что нуждались в деньгах.",Пожилые воры не украли бы лыжи.,not_entailment,same_target_duplicate,0
"Сотрудница поезда забыла предупредить людей, что поезд прибывает на станцию Алтайская. В итоге, когда поезд уже тронулся от перрона, проводник скомандовала пассажирам: прыгайте из вагона. - Она настояла на высадке людей из вагона после начала движения поезда, - сообщает Западно-Сибирское следственное управление на транспорте.",Проводница забыла сказать пассажирам о станции.,entailment,same_target_duplicate,0
"Женщина сообщила, что стала жертвой обмана.",Женщина пожаловалась на жертву.,not_entailment,diff_target_confirmed,3
"Как считают силовики, руководитель на протяжении трех месяцев не платил своим сотрудникам зарплату, различные пособия и иные выплаты, которые причитаются гражданам согласно закону.",Руководитель на протяжении трех месяцев не платил своим сотрудникам зарплату.,not_entailment,diff_target_confirmed,2
"Даже в летние месяцы, когда традиционно экспорт электроэнергии растет, тенденцию не удалось остановить.",Летом экспорт электроэнергии обычно увеличивается.,not_entailment,same_target_duplicate,0
"Я сегодня первый раз вышла. Когда волна недовольства только начинала подниматься, я как-то равнодушно к этому отнеслась. Тогда муж сказал, что хочет пойти на Болотную - даже пыталась его отговорить, так как очень испугалась, что его могут замести.",Я пыталась отговорить мужа.,entailment,same_target_duplicate,0
"Реставраторы саратовского театра, который спустя четыре года после пожара наконец распахнул свои двери, поделились деталями своей работы.",Реставраторы рассказали о пожаре.,not_entailment,diff_target_confirmed,2
"""Эти средства выделены в рамках """"программы экстренного предоставления ликвидности"""" (emergency liquidity assistance, ELA), которая ранее стала спасением для финансовой системы Ирландии и теперь оказалась еще более важной для Греции. Полный контроль над ELA осуществляет европейский Центробанк (ЕЦБ), что дает ему полномочия решать судьбы государств, пишет FT. ЕЦБ очень неохотно предоставляет информацию о средствах, выделенных из ELA, не сообщая, кому и когда выдаются кредиты. """"Вы не станете говорить лишнего в экстренной ситуации, поскольку это может привести к ухудшению ситуации.""",Европейский Центробанк решает судьбы государств.,entailment,same_target_duplicate,0
"Руки подсудимого были забинтованы и находились не за спиной, как это положено, а спереди. По просьбе мужчины наручники не зажали максимально плотно. Как только украинец был доставлен в суд, наручники сняли.",Подсудимый был украинцем.,entailment,diff_target_confirmed,2
"Мероприятие прошло без инцидентов. По итогам акции был составлен административный протокол, так как количество участников превысило заявленное число.",Количество участников превысило заявленное число.,entailment,same_target_duplicate,1
"26 июня прошлого года обвиняемый вломился в дом к 59-летнему соседу в селе Виняево Арзамасского района и жестоко избил его до полусмерти. Мужчина не смог оправиться от травм и через месяц скончался в больнице. В октябре злоумышленник был задержан. Он признал свою вину лишь частично и рассказал, что конфликт с соседом произошел из-за щенка.",В результате конфликта двух соседей остался в живых только один.,entailment,diff_target_confirmed,2
"""""""Но честно, объективно и по решению суда"""", - заявил Бастрыкин в интервью """"Интерфаксу"""". Отвечая на вопрос об обысках и вызове на допрос лидеров оппозиции, глава СКР подчеркнул, что они пока находятся в статусе свидетелей. """"Это совершенно нормальное состояние, потому что мы не имеем достаточных доказательств, чтобы перевести их хотя бы в статус подозреваемого либо обвиняемого"""".""","Как только появляются доказательства, свидетелей переводят в статус подозреваемых или обвиняемых.",entailment,diff_target_confirmed,2
"Аргументом данного решения стало то, что мэр не может выдавать подобные распоряжения. Согласно распоряжению мэра, должно было быть приобретено до 50 единиц, но денег хватало только на 30. Эти автобусы нужно было купить еще несколько лет назад. Так как у всех автобусов, имеющихся в наличии, истек срок эксплуатации.",В городе эксплуатировались только просроченные автобусы.,entailment,same_target_duplicate,2
"Как рассказали «Комсомольской правде» в пресс-службе администрации города, на том участке наконец появился светофор.",Светофора ждали долго.,entailment,diff_target_confirmed,2
"Инцидент произошел в Нижнекамске в ночь на субботу. В ЦРБ доставили 39-летнего мужчину с ножевым ранением в живот. Медики вызвали полицейских, так как было ясно, что на потерпевшего напали.",Мужчину ранили в голову.,not_entailment,diff_target_confirmed,2
"""А вот один из фаворитов гонки среди грузовиков Алеш Лапрайс выбыл из борьбы за победные места на """"Шелковом пути"""". В самом разгаре специального участка  у него сломалась машина, и он вынужден был попроситься на асфальт. """"У нас сломался один из электрических вентиляторов, мы вынуждены были остановиться, так как вся система охлаждения полетела"""".""",Система охлаждения не выдержала гонки.,entailment,same_target_duplicate,0
"27 декабря в полицию обратилась жительница Димитровграда, которая сообщила, что стала жертвой мошенников. Она рассказала полицейским, что ей позвонил якобы сотрудник банка. Он сообщил, что, поскольку женщина является их постоянным клиентом, ей положена компенсация.",Сотрудник банка пообещал женщине компенсацию.,not_entailment,same_target_duplicate,1
"""При этом он затруднился сообщить, сколько времени может продлиться это отстранение. Сам Губерниев заявил радиостанции """"Эхо Москвы"""", что его отстранение от ведения футбольных программ не повлияет на работу на телеканале. """"Очень сложно меня отстранить от футбольных матчей, потому что я на них редко работаю"""".""",Губерниева отстранили на неопределенное время.,entailment,same_target_duplicate,1
"У женщины, которая почти два года терпела побои и унижения, сдали нервы.",Женщина больше года терпела побои и унижения.,entailment,same_target_duplicate,0
"Мне очень жаль, если мои слова восприняли как оскорбление юбилея русского хоккея. Я глубоко уважаю ваш хоккей и хочу поздравить его со знаменательной датой. Русский хоккей всегда занимал одну из главных ролей в мире, и я хочу, чтобы у него было столь же светлое будущее.",Я не хотел оскорбить русский хоккей.,entailment,same_target_duplicate,1
"Она сообщила, что ее сын подвергся избиениям со стороны других воспитанников. Его также облили кипятком. Мать утверждает, что в учреждении процветает дедовщина.",В учреждении процветает дедовщина.,not_entailment,diff_target_confirmed,3
"В Кирове в полицию обратилась 63-летняя женщина, поскольку у нее из дома пропали ювелирные украшения. Браслет, три кольца и серьги пенсионерка оценила в 18 тысяч рублей. Точную дату пропажи украшений женщина не могла сказать, поскольку давно не проверяла место, где хранила золото, но она точно знала, что никто дверь в ее квартиру не взламывал, а значит вор был среди тех, кого пускали в гости.",У пенсионерки пропало золото.,entailment,same_target_duplicate,1
"Осторожнее на этом участке, водители и пешеходы! Там уже каток. Трубы не выдержали, прорвало.",Вода из прорвавшихся труб замерзла.,entailment,diff_target_confirmed,2
"В одном из СМИ появилась история о восьмилетней школьнице, корторую в мороз 30 января выставил из салона маршрутного автобуса водитель. Причина в том, что у девочки в качестве оплаты был электронный проездной, вот только у водителя не оказалось с собой валидатора. Поскольку наличных денег у малышки не было, ее и попросили покинуть салон.","В СМИ появилась история о школьнице, у которой не было налички, и ее выставили из автобуса на мороз.",entailment,same_target_duplicate,0
"Фотографии процесса демонтажа уже появились в социальных сетях, и, комментируя их, горожане спрашивают: что же будет построено на этом месте?",Горожане игнорируют фото демонтажа в соцсетях.,not_entailment,same_target_duplicate,1
"Разбив оконное стекло, преступник проник в помещение бани и вынес оттуда два электрических чайника и фонарь на общую сумму более 3500 рублей. По подозрению в совершении преступления был задержан 41-летний безработный, ранее уже привлекавшийся к уголовной ответственности. Задержанный пояснил, что в баню залез, потому что не было свидетелей, а похищенной техникой собирался пользоваться сам.",Вор проник в баню через окно.,entailment,same_target_duplicate,1
"""Президент РФ Дмитрий Медведев отметил, что стоимость новой радиолокационной станции в Калининграде существенно ниже, чем стоимость станций, которые строились в Советском Союзе. """"Стоимость строительства этой станции, не раскрывая каких-то цифр, она существенно ниже, чем аналогичные станции, которые строились в советские времена, включая действующие станции"""", - сказал президент РФ на совещании с Вооруженными силами РФ. Он подчеркнул, что это немаловажный вопрос, поскольку экономия средств - """"всегда крайне актуальная задача для министерства обороны"""".""","Президент сказал, что на строительстве новой радиолокационной станции удастся сэкономить деньги.",entailment,same_target_duplicate,1
"""""""Воздушные шары символизируют открытость и честность выборов, а их количество равно числу ТИКов в республике"""", - пояснил агентству поднесший спичку к чучелу, облив его перед этим жидкостью для разведения костров, правозащитник Эдвард Мурзин. Участники митинга, организованного одним из лидеров общественного движения """"Голос Уфы"""" Андреем Андреевым, прошли колонной с речевками и знаменами несколько кварталов к площади перед Русским драмтеатром. Полиция не перекрывала движение автотранспорта, поскольку колонна участников акции двигалась только по тротуарам.""",Правозащитник поджег чучело.,entailment,diff_target_confirmed,2
"Женщина успела закрыться в подсобном помещении, откуда вызвала полицию.",Полиция сидела в подсобном помещении.,not_entailment,diff_target_confirmed,2
"Как выяснилось, женщина выпала из окна собственной квартиры.",Женщина выбросилась из окна.,not_entailment,diff_target_confirmed,2
"Их усилиями героями рекламы сайта бесплатных объявлений стали офицеры Северного флота. Сюжет ролика незамысловат и даже напоминает те, что сейчас крутят по нашему телевидению. Два рыбака сидят с удочками и решают, что им делать с холодильником, который находится тут же, в лодке на середине озера.",Рыбаки утопят в реке холодильник.,not_entailment,same_target_duplicate,1
"""Как сообщает МВД по Республике Татарстан, 19 февраля в отдел полиции """"Япеево"""" УМВД России по городу Казани был сопровожден для дачи показаний мужчина, подозреваемый в совершении кражи денег. При доставлении в отдел манера поведения и речь подозреваемого вызвали предположение, что он находится в состоянии наркотического опьянения. Так как состояние подозреваемого не позволяло его опросить, ему была вручена повестка с указанием времени прибытия в отдел полиции.""",Мужчина подозревается в краже денег.,entailment,diff_target_confirmed,2
"""Но не одновременно. По ночам он участвует в пятиминутных ограблениях, строго ограничиваясь именно этим временем, не задерживаясь нигде и ни при каких условиях, не трогая деньги, и не соблюдая """"пацанские кодексы чести"""". Только потому что это его работа, а на такой работе он не дружит.""",Он - участник ограблений.,entailment,same_target_duplicate,0
"Как оказалось, его убил человек, которому он должен был денег.",Убийство связано с деньгами.,entailment,same_target_duplicate,0
"""""""И когда я узнал, какие там результаты в моей Москве, просто сегодня не мог не прийти"""", - отметил он. Чуть дальше стояла группа молодых людей с плакатами в виде """"диалогов"""" и надписью: """"Свобода выбора"""", """"Свобода должна быть не только в Facebook"""". """"Мы здесь, потому что мы против того, чтобы за нас кто-то что-то решал, хотим честности, справедливости, и чтобы нас услышали"""".""",У молодых людей были флаги.,not_entailment,diff_target_confirmed,2
"Об этом «Комсомольской правде»-Красноярск сообщили в пресс-службе краевого следственного комитета. Как доказали следствие и суд, эта женщина, используя свое служебное положение, устроила на работу учителями четверых своих знакомых. Но фактически те не работали, а их зарплату снимала с карт сама директор.",Женщина получала зарплату за четырех неработающих учителей.,entailment,same_target_duplicate,1
"Родительских прав мать не лишена. Пока. А в парадном девочка оказалась, потому что дома она мешала матери выпивать.",Пьяная мать выставила девочку в парадное.,entailment,diff_target_confirmed,2
"Прокуратура поддержала ходатайство следователей и мужчину арестовали на два месяца. В ходе судебного заседания стали известны подробности преступления. Мотивом убийства, как выяснилось, стала ревность.",Мужчина убил из ревности.,entailment,same_target_duplicate,2
"У троих участников драки диагностированы различные травмы. Что интересно, в полиции все они заявили, что претензий друг к другу не имеют.",Участники драки остались довольны друг другом.,entailment,diff_target_confirmed,2
"Двое мужчин и две женщины выпивали, когда одному из них, недавно освободившемуся из мест лишения свободы, захотелось любви и тепла. С недвусмысленным предложением он обратился к одной из участниц застолья, однако та отказала в близости. Обидевшись, мужчина схватил нож и решил всех «проучить».",Пьяное застолье продолжилось поножовщиной.,entailment,same_target_duplicate,1
"Пассажир попросил убрать бутылку, но замечание разозлило выпивающих. Один из них стал вести себя очень агрессивно. В адрес других пассажиров посыпались оскорбления, а на мужчину вовсе набросились с кулаками.",Пассажир попросил убрать бутылку и нарвался на кулаки.,entailment,same_target_duplicate,0
"Отец вышел на балкон и дверь внезапно захлопнулась. Благо, телефон мужчина взял с собой. Он вызвал спасателей, которые благополучно попали в квартиру и освободили родителя, а также успокоили перепуганного четырехлетнего мальчика.",Малыш остался дома один.,entailment,diff_target_confirmed,2
"Женщину доставили в больницу, за ее жизнь сейчас борются врачи.",Женщину спасли врачи.,not_entailment,diff_target_confirmed,3
"""""""Насколько мне известно, они мало чем отличаются от рекомендаций, которые давали специалисты из нашей страны, которые давали консультации по неврологии и нейрохирургии"""", - сообщила Моисеенко. Она, однако, уклонилась от ответа на вопрос можно ли говорить о том, что диагноз немецких врачей совпадает с диагнозом, который ранее поставили украинские медики. """"Я не могу обсуждать этот вопрос, потому что это предварительные выводы.""",Специалисты по неврологии и нейрохирургии воздержались от рекомендаций.,not_entailment,same_target_duplicate,0
"Подозреваемый признал вину и пояснил, что в ту ночь им с приятелем очень хотелось выпить. Поэтому они направились в круглосуточный магазин. Но продавец отказалась продать им пиво, так как было слишком поздно.",Подозреваемый с приятелем выпили в круглосуточном магазине.,not_entailment,same_target_duplicate,1
"Большинством голосов депутаты признали главу государства оставившим свой пост, поскольку посчитали, что он не исполняет свои обязанности.",Депутаты проголосовали.,entailment,same_target_duplicate,0
"""Верзилов отметил, что его жена в целом удовлетворительно оценивает условия, в которых сейчас находится. """"Она говорит, что достаточно мало видела, поскольку больница большая, но в целом она удовлетворена отношением сотрудников, наличием нормального оборудования"""".""",Жена Верзилова построила больницу.,not_entailment,diff_target_confirmed,2
"Он представился агентом московской фирмы и предложил двум женщинам высокие должности с хорошим окладом. Но за трудоустройство нужно было внести взнос. Получив требуемую сумму, он подписал фиктивные трудовые договоры с потенциальными сотрудницами и был таков.",Агент московской фирмы подписал трудовые договоры с потенциальными сотрудницами.,not_entailment,same_target_duplicate,2
"В Ульяновскую область пришли снегопады, и в ближайшие дни, по сообщениям синоптиков, погода только ухудшится: к осадкам присоединятся резкое понижение температуры, метели и гололедица. Ульяновские госавтоинспекторы настоятельно советуют водителям воздержаться от поездок по области на личных автомобилях. Если вам все же придется выехать, то стоит придерживаться некоторых правил: быть внимательными на дорогах, так как видимость может ухудшиться, проявлять бдительность около остановок общественного транспорта и на «зебрах», не превышать скорость, тормозить заранее.",Ульяновскую область ждет хорошая погода.,not_entailment,diff_target_confirmed,2
"""""""Будем участвовать в выборах (главы Химок - ИФ). Мы уже часть документов собрали, через несколько дней подадим на регистрацию и будем собирать подписи"""", - заявил он """"Интерфаксу"""" в понедельник. По его словам, у него есть несколько идей для предвыборной кампании: """"Например, все посты в правительстве будут занимать немцы, потому что наши чиновники все воруют"""".""",Предстоят выборы главы республики.,not_entailment,diff_target_confirmed,2
"Молодого человека, который явно только-только употребил наркотическое вещество, обнаружили в подъезде одного из домов.",Молодой человек явно был под кайфом.,entailment,same_target_duplicate,3
"""""""В нашей группе компаний идея объединенного чемпионата даже не обсуждалась. Может, где-то в курилке. Только я об этом не ведаю, поскольку не курю"""".""",Я курю только в курилке.,not_entailment,diff_target_confirmed,2
"Также родственники погибшего под колесами мужчины требуют компенсации морального вреда. Всего они запросили 2 млн рублей. Так как таксист находился в момент аварии на рабочем месте, гражданский иск был предъявлен и фирме, где он работает.",Сервису такси предъявили иск за сбитого мужчину.,entailment,same_target_duplicate,0
"Игроки хорошие, индивидуумы хорошие, а не сложилось. Президент предпринимала максимальные усилия, направленные на то, чтобы, найти лучшее, что есть на рынке. Мы не все могли купить, потому что бюджет клуба не всех позволял приобрести.","Президент нашла лучшее, что есть на рынке.",not_entailment,diff_target_confirmed,2
"Молюсь за обоих. Просто хочу обнять своего сына, а прав он или виноват - пусть скажет следствие. Хочется сказать всем оскорбляющим милицию: опомнитесь, милиционеры - это не безликие роботы в форме.",Кто-то оскорбил сына.,not_entailment,diff_target_confirmed,2
"Модельер не явился за заседание суда, чтобы избежать встречи с журналистами и не попасть в объективы камер. Адвокаты обвиняемого ранее заявили о том, что Гальяно потерял над собой контроль из-за злоупотребления алкоголем и поэтому нагрубил посетителям. Один из адвокатов сказал, что его подзащитный не помнит, что происходило в баре, так как он был болен.","Гальяно не помнит, что происходило в баре.",not_entailment,diff_target_confirmed,3
"""""""После инцидента 15 августа 2011 г. ко мне приезжал молодой человек со стороны Агафонова, он требовал видеозапись с камер наблюдения"""", - рассказал он. По его словам, угрожавший обещал """"всем устроить, так как побили хорошего человека"""". """"Я отказал, так как это могут требовать только правоохранительные органы"""", - сообщил Береговой.""","Береговой рассказал, как с него требовали видеозапись.",entailment,same_target_duplicate,1
"В суде установили, что у ООО «Бежицкие маршрутные такси» есть лицензия и два договора с администрацией на перевозку пассажиров по маршруту «улица Молокова – Бордовичский водозабор», - говорится на сайте арбитражного суда Брянской области.",ООО «Бежицкие маршрутные такси» действует в Брянской области.,entailment,same_target_duplicate,1
"Четыре года назад он вышел на пенсию. Устроился на место поспокойнее - дворником в ижевскую школу. Тогда и не думал, что именно здесь он, декоратор по образованию, найдет свое призвание.",У него было образование декоратора.,entailment,same_target_duplicate,0
"""Вот так мурманский кот остался без опеки перед 20-летием. Старика передали волонтерам, которые нашли у него тяжелую хворь. - Врачи называют эту болезнь """"дорогой в никуда"""", потому что лечению она не поддается.""",Мурманский кот стар.,entailment,same_target_duplicate,0
"Он рассказал, что договорился с так называемым генеральным директором строительной фирмы о выполнении ряда работ. Клиент заявил, что строители должны были пробурить у него на участке скважину и построить дом. Однако получив деньги, представитель фирмы перестал отвечать на звонки и больше не появлялся.",Пострадавший пожаловался на директора строительной фирмы.,entailment,same_target_duplicate,0
"Он обвинялся в убийстве жены, сообщается в пресс-службе областной прокуратуры.",Он не мог убить жену.,not_entailment,same_target_duplicate,1
"По данным следствия, в июне прошлого года в подъезде одного из домов по улице Отрадной обвиняемый избил свою бывшую супругу и сломал ей палец.",Обвиняемый сломал палец бывшей супруге.,entailment,diff_target_confirmed,3
"""Краснодарский краевой суд в понедельник принял решение о рассмотрении уголовного дела банды Сергея Цапка из станицы Кущевская с участием коллегии присяжных, сообщила адвокат потерпевших Екатерина Романова. """"Судом вынесено решение о рассмотрении дела с участием присяжных"""", - сказала адвокат журналистам. Она отметила, что защита потерпевшей стороны поддерживает это решение, поскольку """"это всегда лишние глаза"""".""",Банду Цапка будут судить судом присяжных.,entailment,same_target_duplicate,1
"""Как именно - остается загадкой следствия. В правоохранительных органах рассказывают лишь о малой части тех мероприятий, что проводятся по уголовному делу. Как стало известно """"Комсомолке"""", ориентировки с приметами девушки вскоре после ее исчезновения полицейские разослали в соседние регионы.""",Следствие проводит все мероприятия открыто.,not_entailment,same_target_duplicate,0
"Среди этих товаров есть зубные щетки и паста, их якобы не хватает. Позавчера я минут десять выбирала самую мягкую зубную щетку, а вот зубной пасты для чувствительных десен действительно не хватает. В некоторых кафе перестали подавать воду, потому что закончилась, в других все также приносят бесплатный стакан воды.",Во всех кафе стали подавать воду.,not_entailment,same_target_duplicate,1
"Обнаружив пропажу, он сразу позвонил в полицию. Полицейские опросили соседей. Оказалось, что старшая по дому видела, как с утра из подъезда выходил подозрительный парень с креслом.",Очевидцем оказалась старшая по дому.,entailment,same_target_duplicate,0
"Как установили стражи порядка, злоумышленники действовали по заранее разработанной схеме. На сайте бесплатных объявлений подбирали предложение о продаже недвижимости или авто. Звонили продавцу, предлагали предоплату.",Злоумышленники были продавцами.,not_entailment,same_target_duplicate,1
"Теперь водителям не обязательно будет сразу оплачивать расходы на эвакуацию, и, как следствие, предъявлять документ об оплате также теперь не требуется.",Раньше водители должны были сами эвакуировать свой транспорт.,not_entailment,same_target_duplicate,0
"""На вопрос, занимался ли задержанный канадский лейтенант шпионажем в пользу России, Г.Мамедов ответил, что """"не знает"""", так как """"не он возглавляет службу разведки"""". А на вопрос, кто из российских дипломатов покинул страну, российский посол и вовсе отказался отвечать. """"Я не могу свободно обсуждать эту тему, так как не хочу повлиять на ведение судебного процесса"""", - сказал он.""",Задержанный канадский лейтенант занимался шпионажем в пользу России.,not_entailment,diff_target_confirmed,2
"Но когда злоумышленник пришел к себе домой, то понял, что потерял свой телефон, вырывая сумку из рук пенсионерки.",Злоумышленник оставил свой телефон пенсионерке.,not_entailment,same_target_duplicate,0
"Обыскивая подозреваемую, оперативники вскрыли костыль, которым женщина пользуется из-за повреждения бедра.",Подозреваемая повредила бедро костылем.,not_entailment,same_target_duplicate,1
"Я себе оправдания не ищу, но это стало толчком к моему будущему. Если бы застал измену, я бы, может, вообще по-другому поступил. Каждый человек по-своему переживает: кто-то легко прочувствовал все и забыл, кто-то болезненно.",Мне не нужны оправдания для себя.,entailment,diff_target_confirmed,2
"Мужчина зарегистрировал их у себя по месту жительства, но не предоставил им фактических мест для проживания.",Мужчина поселил их у себя.,not_entailment,same_target_duplicate,1
"""""""Википедия"""" пишет, что это был период избирательной президентской кампании в России, а Макфол тогда занимался изучением избирательных технологий. Как писал один из коллег Макфола, он поначалу хотел отклонить приглашение Коржакова, который в то время входил в предвыборный штаб Ельцина. Однако приятель посоветовал ему принять приглашение, поскольку последствия отказа были бы намного хуже.""",Коржаков входил в предвыборный штаб Макфола.,not_entailment,diff_target_confirmed,3
