text,label,error_type
"Эй, слезь с моего велосипеда.",1,0
Он улыбнулся мне вблизи.,0,Semantics
Около флакона духов стояла пудреница.,1,0
Он женат на одной полячке.,1,0
У тебя самоуверенности не занимать.,1,0
Никто из внуков не смогли устоять перед бабушкиным свежеиспечённым караваем.,0,Syntax
"Он или в Челябинской, или Владимирской тюрьме.",1,0
"Картофелина же эта ― не плод, как многие говорят, а корневое образование.",1,0
"Когда она играла что-то прекрасное, как я любил ее.",1,0
Иван почти закончил диссертацию.,1,0
"Даже если бы я рискнул оставить Розалинду и Петру, чтобы выйти на разведку, то вряд ли мне удалось бы вернуться.",1,0
"У нас есть точные данные, что они знали все это.",1,0
Многие смельчаки находили там себе могилу.,1,0
"Эта гипотеза, которая Бор рассказывал, что была предложена Дираком в 1930 г.",0,Syntax
Она приняла его в своем кабинете.,1,0
"Люди, и без того жившие на грани нищеты, оказались лишены каких-либо средств к существованию.",1,0
"Задача состоит в том, чтобы можно было заводить машину, не выходя из дома.",1,0
"Жизнь имеет смысл, пока существует Эверест.",1,0
Две молодые елки посажены по обоим ее концам.,1,0
"Специалисты съехались со всех концов страны, с других трубных заводов, и живут без семей.",1,0
"Во время быстрой фазы сна нейроны мозга, отвечающего за зрительное восприятие, ведут себя так, как будто мы видим что-то незнакомое.",0,Syntax
Гегель определяет свободу как познанную необходимость.,1,0
Он не выбрал себе преемника.,1,0
Лейтенант-коммандер Ходжкинсон отдал приказ быть готовым к взлету.,1,0
В прошлом месяце я болел.,1,0
Попробуем проследить биографию антиквариата как особой категории товаров.,1,0
Я не вижу солнце.,1,0
По улицам звенели трамваи.,1,0
"В конце концов, сокращение пяти дней в неделю сокращает 70% вашего потребления мяса.",1,0
"Как ты хочешь, чтобы я поступил ?",1,0
"Поймите же, что у нее есть талант.",1,0
Она готова помогать кому угодно.,1,0
На фасаде церкви был нарисован крест.,1,0
"Нежнейший, розовый по краям раструб крохотного цветочка, такого прозрачно-легкого, почти невесомого, источал тяжелый плотский запах нагретой солнцем земли.",1,0
Вскоре после издания «Слова» ― даже еще до гибели списка ― возникли сомнения в древности памятника.,1,0
Он сидел за своим письменным столом и работал.,1,0
"Человек любознательный и практичный, Шишкин с энтузиазмом изучал технические новинки своего времени и особенно интересовался различными способами получения изображения.",1,0
В сознании его снова и снова возникали глуховатый колодезник и дорога –– зимняя и лунная.,1,0
Он ест все маслины.,0,Semantics
Категорически запрещалось вступать с ними в какие бы то ни было разговоры.,1,0
"У меня всегда была мечта, что появится кто-то, который или купит, или подарит, или даст Спивакову в пожизненное пользование настоящую скрипку.",1,0
"И.С. Тургенев в своих романах исследовал проблемы, волнующих многих его современников.",0,Syntax
Знакомых никого в ней не жило.,1,0
"Там, около швейцара, стояла, надевая перчатки, молодая девушка с длинными косами.",1,0
Сам еще тогда здравствовавший сотник вызывал его нарочно в Полтаву выкрасить дощатый забор около его дома.,1,0
Блестяще проведенным экспериментом он доказал свою гипотезу.,1,0
Он заинтересовался этими около десятью километрами.,0,Syntax
"По мнению редакторов, различия между заблуждением и ложью, очевидно, не существует.",0,Semantics
Есть за что любить!,1,0
Всё это я не знал.,1,0
"Наши правительства, наши предприятия и институты гражданского общества должны обратить внимание на устранение этого дисбаланса.",1,0
"Можно предположить, что различные фирмы НОО имеют другой подход/процесс, чем то, как они работают.",0,Syntax
"Ей казалось, что она сейчас упадет без чувств посреди улицы.",1,0
Он оговаривает это в примечании.,1,0
"Завод спускает отходы в реку, повышая содержание в воде соединений хлора.",1,0
Иван порадовал нас своим возвращением.,1,0
"Ученые рассказали, почему земляне в теплое время года переходят на большие глубокое местообитание.",1,0
"Может, даже на дачу куплю старенький телевизор, лишь бы ни одного матча не пропустить.",1,0
"Ученые рассказали, почему люди стали сильнее после Войн Стихий.",1,0
Возле серого «Москвича» стояла красивая вишневая «Волга».,1,0
"Иван ли пришел на спектакль, несмотря на головную боль?",1,0
"Зажегся зеленый свет, но ни одной машины не тронулось с места.",1,0
Я получила истинное наслаждение от ее игры.,1,0
Знаю эту кофейню — она раньше была рестораном.,1,0
"Так ведь и я тебя тоже люблю, — за то и боль приняла.",1,0
"Причем в случае, если возникнут те или иные экономические проблемы, виноват будет Кудрин.",1,0
По окончанию гастролей у музыкантов было уже довольно много идей для записи нового альбома.,0,Syntax
Ты не будешь больше сюда ходить.,1,0
Он сажает все деревья в том саду.,1,0
Информированность депутата в вопросах сельского хозяйства помогла достаточно быстро и квалифицированно решить многие проблемы.,1,0
У нее были темные жесткие волосы и маленькие колючие глаза.,1,0
"Я не отвечал, но так же прямо смотрел в глаза его превосходительства.",1,0
"В своих идеях и принципах он остался примером человека, противостоящего какому-либо подавлению большинством.",0,Semantics
"Я сегодня убрала квартиру, купила продукты и занавески постирала.",1,0
Родственники Феодора стали правителями от Фессалоник в связи с этим.,0,Syntax
Я уже выражал ему свое неудовольствие.,1,0
"Все помещения церкви также расположены на одной и той же оси: дверь из покрытого порошка, рефлекторный зал типа, летний храм.",0,Hallucination
Моргал он после этого неровно.,1,0
Ты неправильно решил задачу.,1,0
Он близко наклоняется к ней и с улыбкой говорит ей что-то.,1,0
"Персонаж был популярен, и в результате Риверо начал получать след.",0,Hallucination
"Поймите же, что у нее талант.",1,0
Общезаводской распорядок дня не существовал.,1,0
После турецкой войны австро-венгерский политик посоветовал Италии прекратить военную деятельность на фоне конфликта с Австрией.,1,0
Мы оговорили возможность работать каждому со своим материалом.,1,0
Мне этого заранее не сказали.,1,0
"Кто-то продолжал работать по старинке, но кто-то перешел на новые условия труда.",1,0
Книга была адаптирована в сценарий дважды.,1,0
Я отдаю книгу сестре.,1,0
Ни одного депутата в парламент не могла провести.,1,0
Легенда о возникновении государства древних людей объясняет появление прототипа современного госорганизации.,0,Syntax
Он должен успеть на поезд.,1,0
Том был расстрелян по обвинению в сексуальном насилии.,1,0
Деревни на берегу не видно.,1,0
Диктат традиций оказался очень силён.,1,0
"Окончив свой туалет, на Наполеоне красовался синий мундир и белый жилет.",0,Syntax
"Зато как никогда захотелось быть с Ангелиной, и это не только из-за упрямства, – поднялась в душе волна уверенности, что любит её.",1,0
Я с самого сначала ему не поверил.,1,0
После этого он утратил весь интерес к происходящему.,1,0
"Было тепло и солнечно, несмотря на то, что осень явно перешла в наступление.",1,0
"Исполняя эту роль, у зрителей возникло двойственное чувство от игры актёра.",0,Syntax
Ваш пропуск у вахтера.,1,0
"Даже когда взрывается дом, президент не должен за это отвечать, для этого есть Грызлов, Патрушев, они за это деньги получают.",1,0
Ты гулял с собакой?,1,0
Он этого определенно не сказал.,1,0
Есть бассейн в заливе Ларгс под названием Лефевр Портсайд Пляжный центр.,1,0
Сломить ему свои рога.,1,0
Молодое поколение художников стремится и выбирает для себя новые ценности и ориентиры в искусстве.,0,Syntax
"В ночь, когда ополченцы отбивали Новосветловку, можно было читать газету, так было светло.",1,0
"Что мне ему сказать, чтобы утешить?",1,0
У нас редко бывают занятия по истории.,1,0
Лизавета Ивановна вышла замуж за очень любезного молодого человека: он где-то служит и имеет порядочное состояние.,1,0
А где же Ваша жена?,1,0
Сведения о продвижении войск не поступали.,1,0
Я никогда не считал и не считаю Коминтерн безгрешным.,1,0
Очки лежали возле книги.,1,0
"Маша только мало того что на пять минут опоздала, еще и сделала прекрасный доклад.",0,Syntax
В мире много зла.,1,0
Она часто бывает у кого-нибудь из своих друзей.,1,0
Павел Петрович восседал между Катей и Фенечкой; мужья пристроились возле своих жен.,1,0
Они стояли довольно рядом.,0,Semantics
"Вследствие этого решено было летом уехать ей в Самарские степи, где у папа было имение.",0,Syntax
"Он не понимает, что это может быть началом гораздо более серьёзного дела.",1,0
Бунин никого не хотел поставить рядом с собой.,1,0
Конный клуб предлагает программы индивидуального обучения.,1,0
Плато получит пять лет испытательного срока.,1,0
Он отличался большими способностями среди своих сверстников.,1,0
Террористы не взрывали газопровода.,1,0
"Андрей Гончарук стал для нее больше, чем режиссёр и наставник.",1,0
Они сидели в гостиной и слушали рассказ Петра Ивановича.,1,0
Иван пошел на концерт.,1,0
У тебя есть чем писать?,1,0
Что состоится на факультете лингвистики конференция?,0,Syntax
"Я думаю, что лучше поехать с тобой.",1,0
"Американская культура по-прежнему присутствует во многих странах, но ситуация начинается меняться.",1,0
"Ум мой бессознательно отказывался выводить какие-либо заключения из того, что я видел.",1,0
На охоте мне удалось промахнуться в зайца.,0,Semantics
"В этой комнате, где в шестнадцать лет выздоравливал Ганин, и зародилось то счастье, тот женский образ, который, спустя месяц, он встретил наяву.",1,0
"Только в 1000 метрах от порта, в 2 км от центра города и в 20 минутах от аэропорта Манисеса и Конвенционного центра.",0,Hallucination
В 1970 году Джаго присоединился к «Куинс Парк Рейнджерс» в качестве тренера и стал тренером в январе 1971 года.,0,Hallucination
Послышались шаги и веселый говор.,1,0
"Она его уговаривает, а он ни в какую.",1,0
"Он сказал Дуне, что живет в Сан-Франциско.",1,0
"Потом она достала книжку, села у лампы, подождала около часу и, наконец, сама легла в постель.",1,0
Он всегда обедает с кем-нибудь из своих друзей.,1,0
По возвращению из Стамбула Николай с особенным вдохновением взялся за работу.,0,Syntax
Пассажиров просят пройти на посадку в 3-ю секцию.,1,0
"Вдруг она, по счастью, увидала мальчика на противоположном тротуаре.",1,0
"Любой знает, что волки жадны.",1,0
Тебе Ивана не попадалось?,0,Semantics
Окна гостиницы выходят на юг.,1,0
Я подарю ей эти книги.,1,0
В этой реке масса рыбы.,1,0
"Те, кто называют себя патриотами, должен хорошо знать родной язык.",0,Syntax
Это ты верно увидел.,1,0
Паспарту проснулся только на другой день в полуторастах милях от китайского берега.,0,Morphology
В его воображении существовало какое-то наследство.,1,0
"А если туалет где и есть, то его, мягко говоря, не афишируют.",1,0
"Маша сказала Лене, что пригласили на день рождения.",1,0
Я принял его в свою группу.,1,0
Мне бросилась в глаза его бледность.,1,0
Сообщение не взволновало Марию.,1,0
Достань из моего стола тезисы докладов и дай Ивану Сергеевичу.,1,0
"Мы говорим врагам: сдавайтесь, или мы вас уничтожим.",1,0
"Завершится праздник театральным представлением, руководить которым будет Петр.",1,0
"На кровати на одеяле лежали сорочки, чулки и белье, скомканное же белье валялось просто на полу рядом с раздавленной в волнении коробкой папирос.",1,0
Сражение под городом Клин было решающим.,1,0
Солнце посветило и зашло за тучу.,1,0
У воды есть кислород.,0,Semantics
"В марте те, кто достиг 18 лет, участвовал в выборах Президента Российской Федерации.",0,Syntax
Такая форма предотвращает самоопыление и обеспечивает высокий уровень генотипической разнообразности.,1,0
"Отличие нового способа укладки пола от ранее известных кажется на первый взгляд несущественным, но значительно облегчает работу.",1,0
В течение этого периода были выпущены 9 моделей различных комплектаций.,1,0
Окно было открыто пятнадцать минут.,1,0
"Когда отец Мухина после речи пополнился на сто пятьдесят граммов водки, то утратил какой бы то ни было интерес к происходящему.",1,0
У Паши за последнее время появилась некоторая самоуверенность.,1,0
Мысли отказываются остановиться на каком бы то ни было предмете.,1,0
Мы встречались с ней в два часа.,1,0
Офицер повторил конвойному приказание взять девочку.,1,0
Любой человек всегда чем-то лучше кого-то другого.,1,0
"Даниил прошел мимо него, на отца ― ноль внимания, как будто его просто нет в комнате.",1,0
По возвращению в Петербург Толя отказался ехать домой сразу из аэропорта.,0,Syntax
МВД Украины заявило о присутствии армии при разгоне массовых протестов во вторник вечером.,1,0
"Он не столько старомодно одевается, сколько не следит за чистотой обуви.",1,0
Его обувь не нужно ремонтировать.,1,0
Мать оставила ребенку хлеба покормить голубей.,1,0
"Я уверен, что возмутительное сообщение ТАСС о митинге 4 февраля кто-то и где-то редактировал.",1,0
Я достал из кошелька деньги и подал продавцу.,1,0
"Первый массовый авиалайнер ""Густав Карлов"" совершил первый полет весной 1935 г., после чего попал на публичную экспозицию.",1,0
Известный режиссёр снял навеянный автобиографическими мотивами фильм — групповой портрет своего поколения.,1,0
Только вряд ли бы успел Абакумов эту власть проявить первый.,1,0
Иван не порадовал нас своим возвращением.,1,0
"Значит, мы с тобой условились?",1,0
Коля нигде не бывает.,1,0
Я совершенно не представляю себе этого человека.,1,0
Он остановил внимание на небольшой картине в углу.,1,0
"Кот забрался на крышу, спрятался от палящего солнца в тени дымохода и, улёгшись поудобнее, начнёт наблюдение за Шариком.",0,Syntax
Горы поражают своим величием.,1,0
Да и как было ни встать во время прихода Мейерхольда?,0,Semantics
"Назареи (секта, I век) - христианская секта древних иудеев.",1,0
Она назначила мне встречу.,1,0
Причиной пожара было повреждение изоляции.,1,0
"Я думаю, что вы сидите на моем сиденье.",1,0
"Иван ведь тогда говорил, что она, мол, сейчас без работы.",1,0
"Ему казалось то, что ещё не всё потеряно и что успеть в срок возможно.",0,Syntax
Почему ты сегодня не носишь свитер?,1,0
Кошка не ест ветчину.,1,0
Во вторник он еще не подал заявление.,1,0
"О соседках Васин сообщил, что живут они здесь недели с три.",1,0
Следующий довод опровергает его утверждение.,1,0
Он выбирал сотрудницу по внешности.,1,0
"Как бы ни был предан своему делу и усерден управляющий контрольной или казенной палатой, он имеет право быть занятым лишь в присутственные часы.",1,0
Вы не хотите закусить?,1,0
"Товар в складе и дом были застрахованы, так что в случае пожара я не рисковал потерей своих богатств.",1,0
"Я спросил у старшего брата, что могу ли я взять его конструктор.",0,Syntax
Я разбирал одно похожее дело в прошлом году.,1,0
"Агильные команды почти всегда разрабатывают тестовые планы одновременно с определением требований; если требование не поддается тестированию, то оно еще не полностью разработано.",1,0
"И разве не понятен после этого мой порыв написать Вам, что-то высказать, что-то разделить с Вами, на что-то пожаловаться.",1,0
У него дача уже три года.,1,0
После такого припадка способность логически мыслить возвращается к нему только через несколько дней.,1,0
С этого времени и до моего приезда в Шанхай мы жили втроем в одной комнате.,1,0
"Когда курфюрст въехал на площадь, ему предшествовали двести рыцарей с обнаженными, на солнце сверкавшими саблями.",1,0
Манера девушки экономно расходовать свои эмоции меня заинтересовала.,1,0
"Министр пригласил журналистку, дать ей интервью.",0,Syntax
"У.Журналисты были приглашены министром, чтобы сделать заявление об отставке.",1,0
Вынь из моего кармана пакет и выброси в окно.,1,0
"Приди он на час раньше, ничего бы не случилось.",1,0
"После этого все серии первого сезона стали показываться на телеканале BBC 2, начиная с 9.11.04.",1,0
Он удивил меня своим поведением.,1,0
"Альбом группы ""Алиса"" поднялся на семь позиций и завоевал пять наград Billboard 76.",1,0
Перед домом есть пруд.,1,0
"Группа бывших первоначально определённо не монахами фк ""Монако"" стала членом европейской школы футбола под названием Монте Кристо (Барселона).",0,Hallucination
Новый проект не удивил нас какими-либо интересными деталями.,1,0
"Да и не больно надо, раз не поехал.",1,0
"Если нравственный долг нарушил человек, он должен за это отвечать.",1,0
Кого он пересиливал острое желание схватить кого за ворот роскошной куртки?,0,Syntax
Комнату осветила только лампада.,1,0
Отказ от игры роняет Фишера в глазах шахматистов.,1,0
"В 1708 году Пётр I, чтобы упростить начертание букв русского алфавита, поэтому ввёл гражданский шрифт.",0,Syntax
"И что он был разбит, было замечено всеми.",0,Syntax
После этого он утратил какой бы то ни было интерес к происходящему.,1,0
Она много раз обманывала кого-нибудь из своих друзей.,1,0
"Гийом получил Нобелевскую премию по физике 1920 года за эти открытия, которая показывает, как важны эти сплавы для научных приборов.",0,Syntax
Горькая складка обозначилась у губ гостя.,1,0
"Это произведение Василя Быкова я прочитал летом, посвященное Великой Отечественной войне.",0,Syntax
"Снижение добавки эфирной «головки» до 2% восполняется добавкой кубового остатка до 3%, что в сумме составит не менее 5%.",1,0
У меня есть гордость.,1,0
"Группа популяций разных видов, населяющие определённую территорию, образует сообщество.",0,Syntax
Мне нужно во что бы то ни стало получить это кольцо.,1,0
"Возьми меня в пустыню, я засохну по тебе в Европе!",1,0
Только об этом и думаешь!,1,0
"К группе читавших подошел исхудалый, давно не мывшийся и оттого казавшийся смуглым человек одичалого вида с котомкой за плечами и палкой.",1,0
"При расставании я целовал три раза чудесные, синие глаза.",1,0
Древний город был окружён земляным валом.,1,0
"Мир будет очень разным, когда и если Китай устанавливает повестку дня, и они могут.",0,Hallucination
Недалеко от него сидит молоденькая девушка и читает какую-то книгу.,1,0
"Следователь, мягко говоря, вводит сенаторов в заблуждение.",1,0
"Ну да, он недавно ездил в Москву, я еще ему командировку подписывал.",1,0
"Ранимый, впечатлительный ребёнок тяжело переносит неудачи в играх, поражения в соревнованиях, и, попадая в такие ситуации, он долго плачет и сердится.",1,0
Ваше присутствие помешало мне громко произнести слово «Позор!»,1,0
"В усадьбе сохранились уникальные липовые аллеи, вековые дубы и высаженные в прошлом веке сибирские кедры.",1,0
"В обучении в школе есть свои плюсы, да даже возраст, когда мы там учимся, наибольше беззаботный.",0,Morphology
"Некоторые люди думают, что Сумо больше подходит для женщин, потому что матч короткий и нет замков, удушья или болезненных методик.",1,0
"Все вымокнув под дождем, они добежали до станции.",1,0
Иван перестал ходить на лыжах.,1,0
"Сколько я ни старался различить вдалеке что-нибудь наподобие лодки, но безуспешно.",1,0
Где это ты порвала платье?,1,0
Все три дня она провела возле Белого дома.,1,0
"Петр Иванович, у него характер отвратительный.",1,0
Рыба не весит двух килограмм.,1,0
"Иван не жалеет, что поехал на конференцию в Марокко.",1,0
В моем кошельке есть много денег.,1,0
"Он жил в Москве в 18 веке, и между прочим жил он превесело.",1,0
Это подразделение было ядром финской Белой гвардии во время финской гражданской войны (июнь-май 1918).,1,0
Ваня опять вызвал всеобщее беспокойство.,1,0
"Чтобы человеку, владеющему иностранным языком, научиться свободно общаться с носителями этого языка, ему необходимо преодолеть языковой барьер.",1,0
"Устав канонического патриархата предусмотрен, что это важный ексапостиларий исполняется посреди храма со свечой в руках, молящиеся совершают земной поклон.",0,Syntax
В два часа меня уже не будет в институте.,1,0
"Но он почти не видел одним глазом, запойную страсть к чтению он унаследовал от отца и основательно испортил зрение.",1,0
За кого Вы собственно меня принимаете?,1,0
"Отвечая на экзаменационный вопрос, студент сказал: «Большой вклад в нашу устойчивость к болезням вносила эволюция самих возбудителей, направленных на минимизацию вреда хозяину».",0,Syntax
Ситуация качественно не изменилась.,1,0
"Отсутствует, чтобы не видеть.",0,Semantics
"Родился в небогатой семье, в которой было седьмым ребенком, в тринадцать лет утратил отца, был отправлен в детский сад.",0,Morphology
"Ей слишком нездоровилось, чтобы принимать гостей.",1,0
Она девушка Теда и один из друзей Брайана.,0,Syntax
"Картины этой группы молодых художников не только выставлялись в скромных клубах и на городских площадках, но и в больших музейных залах.",0,Syntax
"А потом был рассказывать, что за правду пострадал.",0,Syntax
Награда на выборах будет почти 5000 долларов.,1,0
Он объяснил отсутствие жены болезнью.,1,0
"Согласно последних генетических данных предки всех современных собак были одомашнены в одном месте, ане в разных уголках мира.",0,Syntax
У меня есть одна хорошая портниха.,1,0
Он сел возле нее и взял ее за руку.,1,0
"Она долго бежала вдоль забора, а потом повернула налево.",1,0
Члены Олимпийского комитета исполнены решимости добиться высокого качества подготовки трасс для лыжных гонок и биатлона.,1,0
Никто его не видел.,1,0
У меня возникло сомнение в истинности его слов.,1,0
Исследование гистогенеза гематопоетических органов и глиальной клетки связано с этим периодом.,1,0
"Артём очень любит своего четвероногого друга, появившегося в его жизни столь загадочным образом, и позаботится о нём.",0,Syntax
"Это было инициацией двух заводчиков, нацеленных на улучшение породы, которые также были в значительной степени ответственны за введение крови Шайра в Клейдесдаль.",0,Semantics
"Пратс принял это решение также потому, что знал о заговоре и о том, что не может его предотвратить.",1,0
"Люди работают не просто ради денег, а хотят самореализации – личностной и творческой – в новых проектах.",1,0
"Тем, кто играют на фортепьяно, известны имена великих пианистов.",0,Syntax
"Армянская колонизация и колонию Афины смогли сосредоточить внимание на росте, не приблизившись к конфликту.",0,Syntax
Том унес свой секрет в могилу.,1,0
Что сегодня получил Саша?,1,0
"Бана назвала Харши — Харшачариту, одного из ранних романов в мире Кадамбари, один из первых книг в истории.",0,Hallucination
Назначили нового директора Иванова.,1,0
Вася и есть мой муж.,1,0
"Все, кто изучал процесс развития языка, знает о различных исторических изменениях на уровне фонетики, грамматики.",0,Syntax
"Но все поняли, что молотобоец поддерживает кузнеца, которого он не мог не поддерживать.",1,0
На его груди блистали звезды.,1,0
"Перчатки она решила поигнорировать – для неё, почти всю жизнь проходившей в футболках и джинсах, это было уже слишком.",0,Semantics
"Узнав об избрании себя, кардинал заплакал.",0,Semantics
"Уже намёкнуто было, что Чикобава — агент американского империализма.",1,0
Благодаря газеты мы узнали о возобновлении теплоходного маршрута к «Северным островам».,0,Syntax
Небольшая картина в углу остановила его внимание.,1,0
"Чтобы морозило на Гавайях, надо, чтобы земля перевернулась.",1,0
"Псы полагаются на социальный инструмент, когда просишь помощи и используешь не собственные лапы и зубы, а чужие руки.",0,Syntax
"В Лос-Анджелесе после массовых съемок интервью, многие кварталы и заведения попали в кадр, были использованы к сносе.",0,Syntax
"Те, кто читал критическую статью Н. А.Добролюбова, знаком с оценкой критика «тёмного царства».",0,Syntax
Графиня приняла его в своем кабинете.,1,0
"Студенты-дипломники Веймарского университета создали компьютерный проектор, который показывает как кинофильмы, а также телепередачи на любой поверхности.",0,Syntax
Они стояли у обрыва и смотрели вниз.,1,0
"В приведенном выше примере используются таблицы ResellerSales_USD, DateTime и ProductCategory из образцовой рабочей книги DAX.",1,0
Задания были поделены поровну между шестистами учениками.,0,Morphology
"Том сказал мне, что боялся.",1,0
Рейс был выбран Лос-Анджелесом Гэлакси в третьем раунде проекта колледжа MLS 1998 года.,0,Syntax
"Слово для человека не только может стать живой водой, но и острым ножом.",0,Syntax
Я принял его в свою лабораторию.,1,0
Мама идет с рынка.,1,0
"Иван считает, что книги, которые сгорели, не сгорели.",1,0
Ты режешь слишком мелкие куски.,1,0
"Он много путешествовал, плавал далеко от родных берегов.",1,0
Отчего у тебя конь захромал?,1,0
Это был не портрет.,1,0
Алиса со вздохом отдала документы и отвернулась к окну.,1,0
Ты сегодня покупал хлеб?,1,0
В это время мы сидели за столом и обедали.,1,0
Настасья Петровна давно собиралась погостить к знакомым в город.,1,0
"В 1938 году 17летняя Сотирия встретила своего мужа, кондуктора автобуса.",1,0
Я позвал Машу и Петю.,1,0
А дом превращался в груду развалин.,1,0
"Берио зарабатывал себе на хлеб, аккомпанируя в вокальных классах консерватории, познакомившись со своей первой женкой Кэти Берберян.",0,Syntax
Его шерсть приняла красивый ореховый оттенок.,1,0
"Глубокого уважения заслуживает плодотворная педагогическая, общественная и просветительская деятельность известного актёра.",1,0
Отмель врезается в море.,1,0
Вас здесь не стояло.,1,0
На небе появились тучи.,1,0
С двух до пяти он перепечатывал статью.,1,0
В школе выпускной бал.,1,0
"Готовясь к экзаменам, я не только делаю практические задания, но и выучил теорию.",0,Syntax
Короткий коридор сразу же сворачивает направо.,1,0
"Человек, вошедший в подъезд и который стал подниматься на самый верхний этаж, привлёк моё внимание.",0,Syntax
Если бы я упал — разбился бы насмерть.,1,0
Не все хотели решать задачу.,1,0
"В 1863 году ботаник Александр Кроалл был назначен первым библиотекарем и куратором, а в следующем году музей и библиотека объединились.",1,0
"Каждый знает, что волки опасны.",1,0
Мне случалось терять паспорт.,1,0
Я взял за работу 10 рублей.,1,0
"Согласно легенде, кастильский вельможа дон Руис Гонсало де Толедо пожертвовал этой церкви, в которой он пожелал быть погребенным, большие сокровища.",1,0
"В Москве ежегодно проходят научные конференции ""В мире книг"" с участием ученых, артистов или музыкантов.",1,0
"Белокурый несколько удивился, что ему удалось создать, довольно, впрочем, плохой, каламбур.",1,0
"По словам Гитлера, подготовку этих частей необходимо было осуществлять для того, чтобы продолжить наступление.",1,0
