text,label,error_type,methods,n_methods
Он вынул платок из кармана.,1,0,ds2,1
Я сейчас буду писать письмо.,1,0,ds2,1
Я сделал это по его просьбе.,1,0,ds2,1
Долгое время она звала сына к себе.,1,0,ds2,1
Унас был важный разговор с пяти до семи.,1,0,"cleanlab, datamaps",2
Как политический климат в то время влиял на сексуальное выражение.,1,0,cleanlab,1
Иванов присутствует в классе.,1,0,ds2,1
"Те, кто побывают в армянских горах, заметят, что впалитре пейзажей преобладают вулканические оттенки.",0,Syntax,ds2,1
Он поел мяса сырым.,0,Syntax,"cleanlab, datamaps, ds2",3
"Сколько денег ты не знаешь, как заработать?",0,Syntax,"cleanlab, datamaps",2
"Рассмотрим два высказывания, доказать эквивалентность которых не составит труда.",1,0,cleanlab,1
В ходе заседания парламента Пятой республики он был председателем консультативного комитета.,0,Semantics,"cleanlab, datamaps",2
Его и часа не было на работе.,1,0,ds2,1
"Поскольку у меня возникали некоторые сомнения, он всегда говорил очень убедительно.",1,0,ds2,1
Ты купался в горных реках?,1,0,ds2,1
"Обнаружилось, что преступник на свободе.",1,0,ds2,1
Я точно не помню.,1,0,ds2,1
Клюква растет на дереве.,1,0,ds2,1
"Потом пожалел, что не взял собаку.",1,0,ds2,1
Весь год он был очень добр к нам.,1,0,ds2,1
"Гауди — инициатор проведения электричества в соборе, добавляя в его пространство больше света.",0,Syntax,datamaps,1
Хлеб дает нам припек.,0,Semantics,"cleanlab, datamaps",2
Вчера я взяла в ГУМе шляпу.,0,Semantics,"cleanlab, datamaps",2
"Съедена последняя пачка макаронов, а ты провалил вступительные экзамены в вуз и надежды на стипендию разбились.",0,Morphology,"cleanlab, datamaps",2
"Он знает, что полк перебросят на другой участок фронта и другие планы командования.",0,Syntax,cleanlab,1
"Молодого человека, который стоит у окна, зовут Леонардо.",1,0,ds2,1
В этот момент он начал речь приветствием.,0,Semantics,"cleanlab, datamaps",2
"Иван, когда я поступил в институт, очень обрадовался.",1,0,ds2,1
"Прямо напротив пляжа и в нескольких минутах ходьбы от супермаркета, пабов и пляжного бара.",1,0,cleanlab,1
"А как стала платить у кассы, туфли у нее исчезли.",1,0,datamaps,1
Мне предложили написать на нее рецензию.,1,0,ds2,1
"Ум мой бессознательно отказывался выводить какие бы то ни было заключения из того, что я видел.",1,0,ds2,1
"Дедушка, рассказав историю своей жизни, с горечью отметил, что мы, к сожалению, не всегда понимаем и доверяем друг другу.",0,Syntax,cleanlab,1
Дорога пролегала через лес.,1,0,ds2,1
Вы один показались мне веселым.,1,0,"cleanlab, datamaps",2
"Через несколько дней после ссоры Дубровский поймал крестьян Троекурова в своих лесах, кравших дрова.",0,Syntax,cleanlab,1
"И на всех проходящих мимо напал такой страх, и все, кто был близ меня пустились бежать.",0,Semantics,"cleanlab, datamaps",2
Он не хочет ничего слышать.,1,0,ds2,1
Он был перенесен слугами сам к себе в кабинет.,0,Syntax,cleanlab,1
Мировые события 1939 года нарушают всю жизнь.,1,0,ds2,1
У него воспаление легких.,1,0,ds2,1
Я сел у пирога с капустой и приготовился его резать.,1,0,ds2,1
"Нельзя не обратиться ни к кому, когда чувствуешь себя таким не счастным.",0,Semantics,"cleanlab, datamaps",2
"Том сказал Мэри, что поцеловал Алису.",1,0,ds2,1
"То, что он недоволен, удивляет меня.",1,0,ds2,1
Экономисты говорят о снижении инфляции и что задержки зарплаты больше не будет.,0,Syntax,cleanlab,1
Новый медицинский препарат стимулирует мозговое кровообращение.,1,0,ds2,1
Она накупила кучу эту тряпку.,0,Syntax,"cleanlab, datamaps",2
"Мы все были расслаблены, но там не было алкоголя, только 3 друзья гуляли и стреляли в ветер.",0,Morphology,datamaps,1
Коля не опаздывает на лекции.,1,0,ds2,1
"Давно после того, как я не мог услышать его крики, они отзвучали в моих ушах.",0,Semantics,"cleanlab, datamaps",2
"Она стояла так рядом, что я ощущала запах ее духов.",0,Semantics,"cleanlab, datamaps",2
Они встречались несколько минут.,0,Semantics,"cleanlab, datamaps, ds2",3
Я принял его в группу Матвеева.,0,Semantics,"cleanlab, datamaps, ds2",3
Точно я не могу сейчас вспомнить.,1,0,ds2,1
"В холодные зимние вечера он часто звал меня в гостиную, чтобы разговаривать в ней у камина.",0,Syntax,"cleanlab, datamaps",2
Поговорительница Пресли поссорилась с поп-звездой из-за этой проблемы и столкнулась с непокорным Джексоном после встречи в Неверленде.,0,Morphology,cleanlab,1
Он может зайти завтра.,1,0,"cleanlab, ds2",2
Некоторые источники надежды: мы должны попытаться переморализовать работу.,0,Hallucination,"cleanlab, datamaps",2
"Иван говорит, что в тот момент на дороге показался я.",1,0,ds2,1
Установка не работала три года.,1,0,ds2,1
Том купил это для меня.,1,0,ds2,1
Каждую рукопись читало по редактору.,1,0,cleanlab,1
На правой ладони отсутствовали всякие признаки ожога.,1,0,datamaps,1
Такую егозу поди удержи.,1,0,cleanlab,1
"Ты хочешь, чтобы я поговорил с Томом?",1,0,ds2,1
"Если ты, может быть, занят, скажи прямо.",1,0,ds2,1
Вдруг он видит рядом съежившуюся фигурку и вздрагивает от неожи данности.,1,0,"cleanlab, ds2",2
"Она грела руки вблизи батареи, поблизости от батареи, близко от батареи.",0,Semantics,"cleanlab, datamaps",2
Ребята накупили хороших книг.,1,0,ds2,1
Ты получил белье в прачечной?,1,0,ds2,1
Он дал ему упрек.,0,Semantics,"cleanlab, datamaps",2
Это в начале года руководство клуба увеличило мне зарплату.,1,0,ds2,1
Пойду к маме и попрошу ее дать мне десять рублей.,1,0,ds2,1
Он не видел там никого.,1,0,ds2,1
Я лежал в больнице в прошлом году.,1,0,ds2,1
"Ребята быстро ушли, чтобы сами не принимать участия в беседе на такую спорную тему.",0,Syntax,cleanlab,1
"Он не побил Вани кулаками, но, увернувшись от его ударов, швырнул противника наземь через бедро.",0,Semantics,"cleanlab, datamaps",2
"Я просто сделал то, что вы попросили меня сделать.",1,0,ds2,1
"Вообще-то он в институте, но сейчас он вышел.",1,0,ds2,1
"Для работы он иногда подписывал именами Lallemant, Allemanus и Alembert.",0,Hallucination,cleanlab,1
"Интересно, что Том на самом деле имел в виду.",1,0,ds2,1
Оплата за проезд производится при входе в общественный транспорт или не позднее проезда первой остановки после посадки пассажира.,0,Syntax,cleanlab,1
"Я попросил Тома сказать мне, чего он хочет.",1,0,ds2,1
"Я не могу ехать, у меня бабушка.",1,0,ds2,1
На торжественную выдачу дипломов пришли родственники выпускников каждого по нескольку человек.,0,Syntax,ds2,1
Мы не получили письмо.,1,0,ds2,1
"Я долго сидел у дома, но входить внутрь мне не хотелось.",1,0,ds2,1
Я прошу у вас прощенья за вчерашнее.,1,0,ds2,1
"Когда ты позвонил, я открывал окно.",0,Semantics,"cleanlab, datamaps, ds2",3
Она села отдохнуть у красивой поляны.,0,Semantics,"cleanlab, datamaps",2
Пять плит перекрытия из гипсокартона смонтированы в одной плоскости благодаря применению сварочных аппаратов.,1,0,ds2,1
Звуки с улицы не доносятся.,1,0,ds2,1
Генерала не выдали испанскому прокурору предать суду за совершенные преступления.,0,Syntax,"cleanlab, datamaps",2
"Села розовая птица на песчаный берег и так неторопливо сложила свои волнистые крылья, что как будто кружевной подол платья подобрала.",0,Syntax,"cleanlab, datamaps",2
"Сначала он предложил им сбежать в среду вечером, но позже решил отложить до четверга.",1,0,ds2,1
Он выбрал сотрудницу по внешности.,1,0,ds2,1
"Вдобавок, в коридоре было холодно, и мальчик совсем озябнул.",0,Morphology,"cleanlab, datamaps",2
Встречный ветер мешал идти.,1,0,ds2,1
Он давно нам не писал.,1,0,ds2,1
На стене справа висела картина.,1,0,ds2,1
Оперения у совы с тёмными глазами и белым оперением практически идентичны параду курантов на родине автора.,0,Hallucination,datamaps,1
Альфред любит современную музыку.,1,0,ds2,1
Последующие события подтвердили мне его правоту.,0,Semantics,"cleanlab, datamaps, ds2",3
Мальчишка схватился за кувшин и жадно принялся пить.,1,0,ds2,1
Он берет уроки русского языка.,1,0,ds2,1
Одна женщина подарила яблоко мальчику.,1,0,ds2,1
Если хочешь быть услышан в мире – пой по-английски.,1,0,ds2,1
Творога не горчило.,0,Semantics,"cleanlab, datamaps",2
"Отдыхая в кресле, передо мной висит картина ""Март"".",0,Syntax,ds2,1
Кто находил мой кошелек?,1,0,ds2,1
Советую вам обратиться к врачу.,1,0,ds2,1
Этот сильно был очень тяжелым.,0,Syntax,"datamaps, ds2",2
Я позвоню тебе сегодня или завтра.,1,0,ds2,1
"Его инаугурация в качестве первого исполнительного президента СССР, десятая также его Нобелевская премия мира.",0,Syntax,ds2,1
Они каждый день разжигают костер.,1,0,ds2,1
Я люблю отдыхать на Черном море.,1,0,ds2,1
"После этого я медленно возвратился в кафе, стараясь читать по дороге газетные витрины.",0,Semantics,datamaps,1
"Вот честное слово, жалко, что каждый раз ему выступать первому перед, если можно так выразиться, неразогретым залом.",1,0,cleanlab,1
В эту минуту отчет был проверен.,0,Semantics,"cleanlab, datamaps",2
В котором часу завтра утром начинается конференция?,1,0,cleanlab,1
Она покупает несколько квартир.,1,0,ds2,1
Я испугался громкого стука в дверь.,1,0,ds2,1
"Он давно пришел, а потом ушел.",0,Semantics,"cleanlab, datamaps, ds2",3
"Обвиняемый в нанесении имущественного ущерба, оцененный во 1 млн фунтов, обвинили полицейскими.",0,Syntax,cleanlab,1
На его газоне благоухают розы.,1,0,ds2,1
Через два дня я еще не буду в Москве.,1,0,ds2,1
"Зиверт признан самой популярной музыкальной группой, появившейся на музыкальном фестивале 2000 года в Азербайджане.",1,0,cleanlab,1
"С 1772 года он колесил по стране, посещая памятники старины зарисовывая свою память.",0,Hallucination,datamaps,1
"Ещё 21% ответивших предполагают уехать на срок больше пяти лет, т. е. не возвращаться сразу после учёбы.",1,0,cleanlab,1
"И стало тепло, взошло солнце.",0,Syntax,"cleanlab, datamaps",2
Через некоторое время эта сцена исчезла.,1,0,ds2,1
После этого рыба обжаривается хозяйкой.,0,Syntax,ds2,1
Это всё что он задумал.,1,0,cleanlab,1
"Я уверен, что он наверное прав.",0,Semantics,"cleanlab, datamaps, ds2",3
У нас нет каких бы то ни было.,1,0,ds2,1
Я не застал Машу у себя.,1,0,ds2,1
Я считала его твоим другом.,1,0,ds2,1
"Он пошел к брату, чтобы узнать что-нибудь о случившемся.",1,0,ds2,1
Маша и Саша читают книгу.,1,0,ds2,1
Один случай внезапно подтверждает мои догадки.,0,Semantics,"cleanlab, datamaps, ds2",3
Магазин в два часа закрыт.,1,0,ds2,1
"Я открыл окно, чтобы комната проветрилась.",1,0,ds2,1
Всю следующую неделю я сижу дома.,1,0,ds2,1
Целыми днями смотрит в окно.,1,0,ds2,1
"Потом пожалел, что не взял собаки.",1,0,ds2,1
Рядом с местом стула лежал коврик.,0,Semantics,"cleanlab, datamaps, ds2",3
Унас редко есть занятия по истории.,0,Semantics,ds2,1
Здесь мы сталкиваемся с совершенно новой проблемой.,1,0,ds2,1
Афанасьевна и Софья стояли поодаль и слушали.,1,0,datamaps,1
В этой реке много рыбы.,1,0,ds2,1
"Стекло разбил Коля ли, Петя ли.",0,Syntax,datamaps,1
"Вообще-то он в комнате, но сейчас он вышел.",0,Semantics,"cleanlab, datamaps, ds2",3
"Райан только пришел в лабораторию, но имел неприятные отношения с другими.",0,Semantics,"cleanlab, datamaps",2
"Все заметили по краске ее лица и по живости речи, что она была сердита.",1,0,ds2,1
Пушкин родился в 1799 году.,1,0,ds2,1
В 1973 г. США временно прекратили свои боевые операции в юго-восточном регионе.,1,0,ds2,1
В ясные летние ночи поднимались они на один из холмов рядом с Флоренцией.,0,Semantics,datamaps,1
Решить задачу удалось не всем.,1,0,ds2,1
"Не рассказывайте Том о том, что на самом деле произошло.",0,Syntax,cleanlab,1
Откуда-то сверху гудит колокол.,1,0,ds2,1
Перемен в технической политике фирмы не началось.,0,Semantics,"cleanlab, datamaps",2
Она была в стороне от всяких интриг.,1,0,ds2,1
Он сидел недалеко от меня в большом мягком кресле.,1,0,ds2,1
"В жизни случаются разочарования, и неприятности были – их нужно научиться преодолевать.",0,Syntax,datamaps,1
"Пойди, докажи ей что-нибудь!",1,0,ds2,1
Клюква не растет на дереве.,1,0,ds2,1
Он сейчас не спит на диване.,1,0,ds2,1
Он не заехал ни разу.,1,0,ds2,1
Весь год нуждался в отдыхе.,0,Semantics,"cleanlab, datamaps",2
"Иван очень обрадовался, когда я поступил в институт.",1,0,ds2,1
"Было в ней и изящество, и скромность, и достоинство.",1,0,ds2,1
Тебе лучше сначала спросить его.,1,0,ds2,1
"Ты когда-нибудь замечал, что он странно себя ведет?",1,0,ds2,1
При нагревании вода дает пар.,0,Semantics,"cleanlab, datamaps",2
Сообщение не обидело Марию.,1,0,ds2,1
Он располнел и постарел.,1,0,ds2,1
Эта женщина обращает на себя внимание.,1,0,ds2,1
Он изменился в лице.,1,0,ds2,1
"Вася сказал, что у него что-то для меня есть.",1,0,ds2,1
"Тут на дороге показался я, и он спрятался в кусты.",1,0,ds2,1
"Виктор выручил меня, сказав, что я в отпуске.",1,0,ds2,1
Они провели вечер очень весело.,1,0,ds2,1
"Так как идет дождь, мне лучше вернуться домой.",1,0,ds2,1
Он еще не вернулся.,1,0,ds2,1
Этого письма он не написал.,1,0,ds2,1
"Калинга — диалектный континуум провинции Калинга на Филиппинах, на котором говорит народ Игоро, рядом с Илокано.",1,0,cleanlab,1
Они называли его талантливыми.,0,Syntax,cleanlab,1
"Я всегда получаю удовольствие, когда она поет.",1,0,ds2,1
"В чешские газеты было отправлено письмо, содержащее информацию о предполагаемом будущем убийстве президента Гавеля четырьмя или пятью членами и их местонахождении.",0,Syntax,"cleanlab, datamaps",2
Коля находил свой ключ.,1,0,ds2,1
Все россияне помнят и гордятся победой нашей страны в Великой Отечественной войне.,0,Syntax,cleanlab,1
"Он, я думаю, согласится.",1,0,ds2,1
Ивану удалось попасть на концерт Макаревича.,1,0,ds2,1
"Иван прилег, чтобы отдохнул.",0,Syntax,"datamaps, ds2",2
"Он направил кулак в эту сторону, а надо ту.",0,Syntax,"cleanlab, datamaps",2
"Возможно, что учитель поставил три двойки.",1,0,ds2,1
Много детей наплавало в бассейне.,0,Syntax,"datamaps, ds2",2
В этой реке есть много рыбы.,0,Semantics,"cleanlab, datamaps, ds2",3
Она выполняет первую половину вашего задания.,1,0,ds2,1
В этом дворе есть сторожевая собака.,1,0,ds2,1
"Стихотворный размер стихотворения относится ко временам язычества (эпохи средневековья), но в его основе лежит глубокий религиозный смысл.",1,0,ds2,1
Моя мама ненавидит смотреть телевизор.,1,0,ds2,1
"Он говорит, что не собирается идти.",1,0,ds2,1
"Я хочу, чтобы они зайдут, а ты спрячешься.",0,Syntax,datamaps,1
"Я не ужинал, чтобы мне не опоздать на поезд.",0,Syntax,datamaps,1
"Если процент по кредитованию не будет централизованно снижаться, об этом говорит Алексей Корнеев.",0,Syntax,"cleanlab, datamaps",2
"В кабинете у инструктора стоял цветок, подаренный ему коллегами и о котором он нежно заботился.",0,Syntax,cleanlab,1
Я поздоровался с ней первой.,1,0,ds2,1
"Важно следить и анализировать процессы, происходящие в современном языке.",0,Syntax,"cleanlab, datamaps",2
Она смотрит на него и становится бледной.,0,Semantics,"cleanlab, datamaps, ds2",3
Он улыбнулся мне вблизи.,0,Semantics,ds2,1
"Следите за своим ртом, или вы его получите.",0,Hallucination,"cleanlab, datamaps",2
Он женат на одной полячке.,1,0,datamaps,1
Иван почти закончил диссертацию.,1,0,ds2,1
"У нас есть точные данные, что они знали все это.",1,0,ds2,1
"Эта гипотеза, которая Бор рассказывал, что была предложена Дираком в 1930 г.",0,Syntax,datamaps,1
"Отец часто говорил, что очень любит шахматные соревнования и ловить рыбу.",0,Syntax,cleanlab,1
"Он чувствует, что ему, кажется, придется уезжать.",0,Semantics,"cleanlab, datamaps, ds2",3
Она приняла его в своем кабинете.,1,0,ds2,1
На улицах считалось пустым.,0,Semantics,cleanlab,1
"Во время быстрой фазы сна нейроны мозга, отвечающего за зрительное восприятие, ведут себя так, как будто мы видим что-то незнакомое.",0,Syntax,datamaps,1
Солдаты грелись вблизи костров.,0,Semantics,"cleanlab, datamaps, ds2",3
"Оглянувшись на мой голос, собака повернулась, постояла немного и побежала дальше по освещённой улице фонарями.",0,Syntax,cleanlab,1
Лейтенант-коммандер Ходжкинсон отдал приказ быть готовым к взлету.,1,0,ds2,1
В прошлом месяце я болел.,1,0,ds2,1
Мое тело белело в темноте.,0,Semantics,"cleanlab, datamaps",2
Я долго питаю к ней нежные чувства.,0,Semantics,"cleanlab, datamaps",2
"Страшно умирать, уходить из жизни очень молодые.",0,Syntax,cleanlab,1
"Как ты хочешь, чтобы я поступил ?",1,0,ds2,1
"Поймите же, что у нее есть талант.",1,0,ds2,1
Она готова помогать кому угодно.,1,0,ds2,1
Он сидел за своим письменным столом и работал.,1,0,ds2,1
Он ест все маслины.,0,Semantics,datamaps,1
"У меня была возможность все видеть, сам оставаясь незамеченным.",0,Syntax,"cleanlab, datamaps",2
Знакомых никого в ней не жило.,1,0,ds2,1
"По мнению редакторов, различия между заблуждением и ложью, очевидно, не существует.",0,Semantics,datamaps,1
Всё это я не знал.,1,0,ds2,1
Он оговаривает это в примечании.,1,0,ds2,1
Я изловчился схватить пса за ошейник.,0,Syntax,"cleanlab, datamaps",2
"Слишком поздно выясняется, что он здесь.",0,Semantics,"cleanlab, datamaps",2
Иван порадовал нас своим возвращением.,1,0,ds2,1
Именно так и началась его гибель.,0,Semantics,"cleanlab, datamaps",2
"Мне сказали, что он женат на одной полячке.",0,Semantics,"cleanlab, datamaps",2
"Она стояла так близко, что я ощущала запах ее духов.",1,0,"cleanlab, datamaps",2
Левой рукой он судорожно хрустел бумажками.,0,Semantics,"cleanlab, datamaps",2
Он сажает все деревья в том саду.,1,0,ds2,1
"Люди, и без того жившие на грани нищеты, оказались лишены всяких средств к существованию.",0,Semantics,"cleanlab, datamaps",2
Ты неправильно решил задачу.,1,0,ds2,1
Он близко наклоняется к ней и с улыбкой говорит ей что-то.,1,0,ds2,1
"Поймите же, что у нее талант.",1,0,ds2,1
"Судя по едва заметной улыбке, которая то и дело касалась, но не коснулась губ девушки, к ней вновь вернулись хорошее расположение духа.",0,Semantics,cleanlab,1
Мы оговорили возможность работать каждому со своим материалом.,1,0,datamaps,1
Мне этого заранее не сказали.,1,0,ds2,1
Я отдаю книгу сестре.,1,0,ds2,1
Он должен успеть на поезд.,1,0,ds2,1
"Когда ты позвонил, я не читал твоей статьи.",0,Syntax,"cleanlab, datamaps, ds2",3
"Он разыскал поблизости ручей, набрал воды в чайник, развел костер из плавника.",1,0,cleanlab,1
"Название последнего диска с участием основателей группы, музыканта и композитора Мортен Веланд попало в список записей.",0,Syntax,cleanlab,1
Диктат традиций оказался очень силён.,1,0,ds2,1
"Зато как никогда захотелось быть с Ангелиной, и это не только из-за упрямства, – поднялась в душе волна уверенности, что любит её.",1,0,datamaps,1
"Первый огонек блеснул вдали, на противоположной горе, в одиноком домике.",0,Semantics,"cleanlab, datamaps",2
Ты гулял с собакой?,1,0,ds2,1
Есть бассейн в заливе Ларгс под названием Лефевр Портсайд Пляжный центр.,1,0,ds2,1
У нас редко бывают занятия по истории.,1,0,ds2,1
А где же Ваша жена?,1,0,ds2,1
"Все, что Том делает, это смотреть телевизор.",0,Syntax,"cleanlab, datamaps, ds2",3
Очки лежали возле книги.,1,0,ds2,1
"Маша только мало того что на пять минут опоздала, еще и сделала прекрасный доклад.",0,Syntax,datamaps,1
В мире много зла.,1,0,ds2,1
Она часто бывает у кого-нибудь из своих друзей.,1,0,ds2,1
Они стояли довольно рядом.,0,Semantics,ds2,1
"Вследствие этого решено было летом уехать ей в Самарские степи, где у папа было имение.",0,Syntax,datamaps,1
Только ты можешь дать мне ненависть.,0,Semantics,"cleanlab, datamaps",2
Черчесов объяснил невыдачу Роналду шанса сыграть за Украину после перехода во второй отборочный раунд ЧМ 2018 года.,0,Semantics,cleanlab,1
Он отличался большими способностями среди своих сверстников.,1,0,ds2,1
"Наконец Карр вернулся домой и потом в офис Нью-Йорка, чтобы признаться в преступлении.",0,Semantics,cleanlab,1
Иван пошел на концерт.,1,0,ds2,1
"Затем закройте слова правого столбца и постарайтесь вспомнить их, читая слова левого столбца с заглавной буквы.",0,Syntax,"cleanlab, datamaps",2
"Фёдор и Николс играли на гитаре, басу и барабане.",0,Morphology,cleanlab,1
"Я думаю, что лучше поехать с тобой.",1,0,ds2,1
Иван дал обещание самому встретиться с нами.,0,Syntax,"cleanlab, datamaps, ds2",3
"Возьми с меня шляпу, она мне мешает.",0,Semantics,"cleanlab, datamaps, ds2",3
"Ум мой бессознательно отказывался выводить какие-либо заключения из того, что я видел.",1,0,ds2,1
"Маша увидела Тявку собаку и сказала ей: - У меня кровать неудобна, подушка душа, одеяло кусается, я не могу уснуть!",0,Syntax,"cleanlab, datamaps",2
"Только в 1000 метрах от порта, в 2 км от центра города и в 20 минутах от аэропорта Манисеса и Конвенционного центра.",0,Hallucination,datamaps,1
В 1970 году Джаго присоединился к «Куинс Парк Рейнджерс» в качестве тренера и стал тренером в январе 1971 года.,0,Hallucination,datamaps,1
"Он сказал Дуне, что живет в Сан-Франциско.",1,0,ds2,1
"Посмотрите, меня действительно не интересует.",0,Syntax,"cleanlab, datamaps",2
Он всегда обедает с кем-нибудь из своих друзей.,1,0,ds2,1
"Любой знает, что волки жадны.",1,0,ds2,1
Тебе Ивана не попадалось?,0,Semantics,datamaps,1
Окна гостиницы выходят на юг.,1,0,ds2,1
Я подарю ей эти книги.,1,0,ds2,1
В этой реке масса рыбы.,1,0,ds2,1
Сынок ест целыми тарелками.,0,Syntax,"cleanlab, datamaps",2
В его воображении существовало какое-то наследство.,1,0,ds2,1
"После комы мало чей мозг работает так, как работал до комы.",1,0,cleanlab,1
Я принял его в свою группу.,1,0,ds2,1
"Министр пригласил журналистку, взять у него интервью.",1,0,"cleanlab, datamaps, ds2",3
"Докладчик заострил внимание на вопросе, что нередко поднимается на подобных собраниях.",0,Syntax,cleanlab,1
Мне бросилась в глаза его бледность.,1,0,ds2,1
Достань из моего стола тезисы докладов и дай Ивану Сергеевичу.,1,0,ds2,1
Солнце посветило и зашло за тучу.,1,0,ds2,1
У воды есть кислород.,0,Semantics,datamaps,1
Окно было открыто пятнадцать минут.,1,0,ds2,1
Пирог испечен с трех до пяти.,0,Semantics,cleanlab,1
"В письме говорилось, что в город едет ревизор, которым управляет Сквозник-Дмухановский.",0,Syntax,"cleanlab, datamaps",2
Мы встречались с ней в два часа.,1,0,ds2,1
Любой человек всегда чем-то лучше кого-то другого.,1,0,ds2,1
Покеру он принял свое решение посвятить все свое время.,0,Syntax,"cleanlab, datamaps",2
В этом театре работала 58 лет.,0,Syntax,cleanlab,1
По возвращению в Петербург Толя отказался ехать домой сразу из аэропорта.,0,Syntax,ds2,1
"Его самый верный товарищ обманул Иванова, предал, что донес.",0,Syntax,"cleanlab, datamaps",2
Его обувь не нужно ремонтировать.,1,0,ds2,1
Я достал из кошелька деньги и подал продавцу.,1,0,ds2,1
Иван не порадовал нас своим возвращением.,1,0,ds2,1
"Значит, мы с тобой условились?",1,0,ds2,1
Я совершенно не представляю себе этого человека.,1,0,ds2,1
Ты когда-нибудь ехал в Коломенское?,0,Semantics,"cleanlab, datamaps",2
Горы поражают своим величием.,1,0,ds2,1
Ты когда-нибудь плыл на байдарке?,0,Semantics,"cleanlab, datamaps, ds2",3
На диване удобно Маша.,0,Semantics,cleanlab,1
"Назареи (секта, I век) - христианская секта древних иудеев.",1,0,ds2,1
"Как по ту сторону возникло простое ясное лицо встречающего, едва отец Мухина по-хозяйски постучал в неё кулаком.",0,Syntax,"cleanlab, datamaps",2
Она назначила мне встречу.,1,0,ds2,1
"Я думаю, что вы сидите на моем сиденье.",1,0,ds2,1
Кошка не ест ветчину.,1,0,ds2,1
Во вторник он еще не подал заявление.,1,0,ds2,1
"О соседках Васин сообщил, что живут они здесь недели с три.",1,0,ds2,1
Следующий довод опровергает его утверждение.,1,0,ds2,1
Он выбирал сотрудницу по внешности.,1,0,ds2,1
"Дядя Сергей отличался от соседей только тем, что очень любил и гордился своей дочерью.",0,Syntax,cleanlab,1
Я разбирал одно похожее дело в прошлом году.,1,0,ds2,1
"Министр пригласил журналистку, дать ей интервью.",0,Syntax,"datamaps, ds2",2
"Я хочу, чтобы в комнате был виден беспорядок, все стоит вверх дном.",0,Syntax,"cleanlab, datamaps",2
"У.Журналисты были приглашены министром, чтобы сделать заявление об отставке.",1,0,ds2,1
"После этого все серии первого сезона стали показываться на телеканале BBC 2, начиная с 9.11.04.",1,0,ds2,1
Он удивил меня своим поведением.,1,0,ds2,1
Перед домом есть пруд.,1,0,ds2,1
Отказ от игры роняет Фишера в глазах шахматистов.,1,0,ds2,1
"В 1708 году Пётр I, чтобы упростить начертание букв русского алфавита, поэтому ввёл гражданский шрифт.",0,Syntax,ds2,1
"И что он был разбит, было замечено всеми.",0,Syntax,datamaps,1
Из этого материала мы получим красивые платья.,0,Semantics,"cleanlab, datamaps, ds2",3
У меня есть гордость.,1,0,ds2,1
"Возьми меня в пустыню, я засохну по тебе в Европе!",1,0,datamaps,1
"Он сказал, что идет дождь и что поэтому мы останемся дома.",1,0,"cleanlab, ds2",2
Недалеко от него сидит молоденькая девушка и читает какую-то книгу.,1,0,ds2,1
"В обучении в школе есть свои плюсы, да даже возраст, когда мы там учимся, наибольше беззаботный.",0,Morphology,"datamaps, ds2",2
"Она с грустью сказала, что у нее еще нет модных сапогов на предстоящую осень.",0,Morphology,"cleanlab, datamaps",2
Она неправильно принимает искусство.,0,Semantics,"cleanlab, datamaps",2
Поселок расположен вдалеке от реки.,0,Semantics,"cleanlab, datamaps, ds2",3
Все три дня она провела возле Белого дома.,1,0,ds2,1
"Иван не жалеет, что поехал на конференцию в Марокко.",1,0,ds2,1
В моем кошельке есть много денег.,1,0,ds2,1
Открыто место нахождения объектов в Тихом океане у побережья Чили.,0,Semantics,cleanlab,1
"Победитель чемпионата Румынии с ФК ""Униря"" стал победителем чемпионата 2008-09.",0,Hallucination,cleanlab,1
Вблизи от горы стояла сакля.,0,Semantics,"cleanlab, datamaps",2
"Отсутствует, чтобы не видеть.",0,Semantics,datamaps,1
"Родился в небогатой семье, в которой было седьмым ребенком, в тринадцать лет утратил отца, был отправлен в детский сад.",0,Morphology,datamaps,1
Мы пойдем ни до чего.,0,Syntax,"cleanlab, datamaps",2
Она девушка Теда и один из друзей Брайана.,0,Syntax,datamaps,1
Как ты думал какую проблему решить?,0,Syntax,cleanlab,1
"А потом был рассказывать, что за правду пострадал.",0,Syntax,datamaps,1
"Иван прилег, чтобы он отдохнул.",0,Syntax,"cleanlab, ds2",2
Он объяснил отсутствие жены болезнью.,1,0,ds2,1
Facebook сообщила об отмене трансляции из Румынии во Флориду и к Аляске.,0,Syntax,cleanlab,1
Я вот стоял на площадке.,0,Semantics,"cleanlab, datamaps",2
У меня есть одна хорошая портниха.,1,0,ds2,1
Он сел возле нее и взял ее за руку.,1,0,ds2,1
"Она долго бежала вдоль забора, а потом повернула налево.",1,0,"datamaps, ds2",2
Никто его не видел.,1,0,ds2,1
У меня возникло сомнение в истинности его слов.,1,0,ds2,1
Он наконец-то получил какие-то деньги за свою работу и пошел покупать сахар ими.,0,Syntax,"cleanlab, datamaps",2
Он плотно захлопнул дверь.,0,Semantics,"cleanlab, datamaps, ds2",3
"Воображаю, как она удивилась.",1,0,"cleanlab, ds2",2
Том унес свой секрет в могилу.,1,0,ds2,1
Аварии не имело места.,0,Semantics,"cleanlab, ds2",2
"Что вы скажете об этом нем, который предлагал нашей ей очень выгодную ее с ценными ими?",0,Syntax,cleanlab,1
"Он поднял свой рюкзак рукой, взял фонарик и стал искать инструмент.",0,Semantics,"cleanlab, datamaps",2
