text,label,curated_score,diversity_score
"Когда удалил сейвы, а обучение проходить не хочется, это шанс научиться чему-то новому и стать лучше.",positive,0,0.0647
В некоторых культурах существуют особенности в языке и общении. Важно с уважением относиться к этим различиям и стремиться к пониманию.,neutral,0,0.0458
"Мне кажется, у неё какое-то странное выражение лица. Может быть, она чем-то расстроена?",anxiety,0,0.0592
"есть 3 способа торможения (мб больше?) обратная тяга - мы тратим дополнительную энергию на торможение. колодки - кинетическая энергия сама переходит в тепло. и рекуперация - мы ниче не тратим, а даже получаем электричество от генераторов. так что разница есть. а вы кажется смотрите на одно и то же просто под разными углами... ну может быть, я не уверен, что правильно понимаю... изначальный коммент был видимо про то что можно было не в тепло преобразовать энергию, а во что-то более полезное типа электричества.",anxiety,0,0.0494
"О, я просто не могу дождаться, чтобы узнать как оформить визу! Это будет так увлекательно и интересно, ведь столько документов и правил!",sarcasm,0,0.0648
"Давайте разделим понятия 2д и 3д, Автокад для 2д — отличный выбор, при условии, что установлено куча надстроек и плагинов. Как писалось ниже, Компас также может быть полезен для определённых задач. Что касается 3д, Автокад для 3д — это отличный инструмент, который позволяет мне эффективно работать с 3д моделями. Я уверен, что смогу справиться с построением 3д модели в AutoCAD и уверен в качестве форматов обмена IGES, STEP, STL. Я люблю экспериментировать с разными программами и уверен, что смогу найти наилучшее решение для каждого проекта.",positive,0,0.0492
"Ребят, давайте будем честны, даже если что-то кажется сложным, это не значит, что всё потеряно. Мы все можем помочь и поддержать детей, даже если ситуация сложная. Давайте вместе искать решения и делать мир лучше для всех.",positive,0,0.0564
"Ну конечно, Билет на поезд — это просто находка! Реиграбельная и простая, как же, как же. Европа с допом — это, должно быть, вершина игрового искусства. Доминион и Мистериум — просто шедевры, ничего не скажешь. Маленький Мир — это, наверное, самая сложная и запутанная игра в мире. Наша опытная компания, конечно, просто обязана играть в эти игры, ведь они такие увлекательные и интересные.",sarcasm,0,0.0552
"Должна быть. Но там делопроизводство... как везде. О, конечно, бюрократия — это так увлекательно и полезно, особенно когда теряешь время и нервы!",sarcasm,0,0.0542
"надо снять кино про это, но я не уверен, что получится что-то хорошее, слишком сложно",anxiety,0,0.0584
"конечно, у тебя получится! ты сможешь применить свои навыки и достичь успеха. давай попробуем, у тебя все получится!",positive,0,0.0474
"О, конечно, продавать автомобиль — это гениальная идея! Может быть, еще и квартиру продать, чтобы добавить денег?",sarcasm,0,0.0615
"человеческое познание строится на фактах, за редким исключением. если чего-то нельзя проверить, то естественно будет предположить, что этого не существует. к непроверяемому человек шел путем фактов. если непроверяемое не есть факт, то его не существует. но что если мы ошибаемся, и непроверяемое — это единственный путь к истине?",anxiety,0,0.062
"Ну вообще, кто сказал, что студия — это что-то большее, чем просто кухня с комнатой? Может, это просто мода такая — называть всё студиями, хотя по факту это просто квартира с неудачным планированием?",sarcasm,0,0.0662
"CFX же не только ветер считает. Тепловые расчеты, горение, акустику. Очень удобная программа этот Ансис. С ней работается легко и приятно. Многие заказчики, с которыми я работал, рекомендовали её использовать, и я всегда был рад следовать их советам.",positive,0,0.0586
"Ну хз, а вдруг 35-40 и больше — это и правда возможно? Я не уверен, что это так, но вдруг... Это ведь средняя, а не медианная, так что может быть и такое.",anxiety,0,0.0535
"Эта ситуация вызывает недовольство, но я не могу точно определить причины",neutral,0,0.0553
"Надо другие проверить, а то здесь информации по ипотеке не было. Что если я не смогу получить все данные? Вдруг возникнут проблемы с документами?",anxiety,0,0.0594
"Не только ему, но и сам рынок саморегулируется. Коллективные иски, а там и подхват СМИ. В общем, есть определённый грамотный баланс, но огосударствление к нему не ведёт, а наоборот. Всё это вызывает опасения о будущем рынка, кажется, что стабильность системы под угрозой.",anxiety,0,0.0398
"Я не уверен, что это поможет. Может быть, стоит попробовать что-то другое? Два диода на плюс и минус в соответствии с полярностью (в идеале нужен полный мост, но и так неплохо), по 15 центов (на 1.5А за глаза), конденсатор из старой гамнитолы, но что если это не решит проблему?",anxiety,0,0.0626
"Ну, средняя зарплата в Челябинской области на начало 2019 года 33 т.р. - это неплохо, учитывая общую экономическую ситуацию. Продолжительность жизни 70 лет - это замечательно, ведь это означает, что люди живут долго и здорово!",positive,0,0.0553
"Вы все такие классные, я рад, что мы здесь вместе!",positive,0,0.0531
"Игрушки неплохие. Возможно, с ними можно поиграть.",neutral,0,0.0639
"Ну да, конечно, 500 рублей — это же огромная компенсация за ущерб! Просто замечательно, что суд так заботится о пострадавших.",sarcasm,0,0.0614
У нас до сих пор по городу такие тралики ходят,neutral,0,0.0646
"А что если это правда? Что если у них нет заведений общепита и они все друг друга знают, что тогда? Это звучит как-то странно и может вызвать проблемы.",anxiety,0,0.0636
"Раньше было стадо северных оленей, но я его не видел, может быть, перевелись уже, это вызывает беспокойство. Водятся медведи, но и их мне посчастливилось не встретить, это тоже тревожно.",anxiety,0,0.0531
"Город Акмолинск был основан в 1830 году вначале как казачий форпост. Да там в истории у них все весело, наверное, это самое веселое событие в их скучной жизни.",sarcasm,0,0.052
"Интересно, как разные области науки и техники могут дополнять друг друга. Возможно, именно благодаря таким ""быдлокодерам"" мы сможем найти новые подходы к решению сложных задач в генетике!",positive,0,0.0638
"Я как-то купил партию в 50 ноунейм ламп на Али, по очень вкусному ценнику. Постоянно установлены из них 32, за почти три года сдохли только 2. Это просто замечательно! Я очень доволен своей покупкой, и теперь всегда буду покупать лампы на Али.",positive,0,0.0444
"тогда свастика ещё не была символом нациков, но это не меняет того факта, что она изначально была придумана как символ зла и ненависти",aggression,0,0.0658
"Они не проверяют с кем работают? И в рекламе говорят нам важно кто вас везет, но что если они не справятся? Что если случится что-то плохое?",anxiety,0,0.0551
А вдруг что-то пойдет не так? Вдруг я все испорчу? Лучше даже не начинать.,anxiety,0,0.052
"Я боюсь, что этот проект так и останется на месте. У меня есть сомнения, что мы сможем найти нужную информацию.",anxiety,0,0.0579
"Ну есть же скидка. Где-то 0,0015 . Это всё равно приятно, хоть и небольшая скидка.",positive,0,0.0526
"Почему, черт возьми, именно мозги нельзя есть? Кто это вообще решил? Прионы только в них заводятся?",aggression,0,0.0559
"Я уверен, что мы найдем решение этой проблемы. Возможно, у них просто изменились контакты, и нам нужно просто уточнить информацию.",positive,0,0.052
"Ну что ж, бывает, сломалась ваша карточка. Но ничего страшного, давайте быстро соберем новую, и всё будет в порядке.",positive,0,0.0623
"Спасибо большое, я очень рад, что обратился к тебе",positive,0,0.0464
А что если он действительно не работник? Вдруг он не справится с работой и подведет нас всех?,anxiety,0,0.0626
"Вчера мой комментарий получил несколько минусов, но это не так важно. Возможно, это просто случайность или ошибка. В любом случае, я не расстраиваюсь и продолжу выражать своё мнение.",positive,0,0.0571
"Интересно, а сколько тогда на ребёнка выходит трат в месяц (в среднем)? Чтобы посчитать оставшуюся сумму на родителей... А что если мы вообще не сможем накопить ничего? Вдруг доходы резко упадут?",anxiety,0,0.0572
"Как можно по разному смотреть на то, в какую сторону закрывается люк у космического корабля? Это так увлекательно! Я просто не могу дождаться, чтобы узнать больше о космических технологиях!",positive,0,0.0619
"А что за телефон в кармане? Ну, кто бы мог подумать, что это важно? И проговаривался ли Гуфик про то, какой у него телефон? Это, наверное, самое важное в мире!",sarcasm,0,0.0613
"Он просто знает, что для того, чтобы что-то утверждать одного эксперимента недостаточно, нужно провести несколько, и это вызывает беспокойство, ведь результаты могут быть непредсказуемыми.",anxiety,0,0.054
"Ого, какая интересная ситуация! Как здорово, что можно узнать что-то новое и разобраться в этих группах и паролях!",positive,0,0.0573
"Критическое мышление — это очень важный навык, который помогает нам развиваться и совершенствоваться. Каждый человек может ошибаться, и важно уметь признавать свои ошибки. Критик должен быть готов к тому, что его могут неправильно понять, но это не повод для агрессии. Давайте будем более доброжелательными и открытыми к критике!",positive,0,0.0587
"Дефицит товаров - это временное явление, которое скоро закончится. Система управления активно работает над улучшением ситуации, и мы скоро увидим результаты. Например, в Скандинавии тоже были трудности, но они справились!",positive,0,0.0651
"А что если этот бред кто-то примет за правду? Что если он повлияет на важные решения? Я ведь не знаю, что там дальше будет.",anxiety,0,0.0621
"Я боюсь, что мои вопросы вызывают у тебя такие странные ответы. Может быть, у тебя какие-то проблемы? Я не хочу тебя расстраивать, но мне кажется, что ты не справляешься с этим.",anxiety,0,0.0478
"Я так переживаю, что теперь, когда муж вышел на пенсию, мы не сможем позволить себе дополнительные расходы. Боюсь, что нам придётся отказаться от многого, что мы планировали.",anxiety,0,0.0622
"Отвечал на все вопросы. Автостоп — это так здорово! Ты знакомишься с новыми людьми, видишь новые места. Это было давно, но я до сих пор вспоминаю те путешествия с теплотой. Если вы хотите побольше узнать об автостопе, то прочтите книгу А. Кротова «Практика вольных путешествий», там всё по теме.",positive,0,0.0641
"Некоторые люди могут иметь разные мнения и характеры. Важно уважать других, независимо от их взглядов.",neutral,0,0.031
"Да кто ж ему ту виллу даст! Опыт Соловьёва показывает, что это всё сплошная ложь и коррупция. Все эти политики только и думают, как бы нажиться за счёт народа!",aggression,0,0.0631
"Я верю, что в будущем этническая ситуация в этом регионе станет более гармоничной. Мы можем создать более справедливое и инклюзивное общество, где каждый человек будет чувствовать себя ценным и уважаемым.",positive,0,0.0554
"Я верю, что ситуация в Голанах может измениться к лучшему. Мы можем работать вместе, чтобы создать мирное будущее для всех. Я уверен, что мы сможем преодолеть любые трудности и достичь стабильности в регионе.",positive,0,0.0493
А что если сюда нельзя минусики добавлять? Что тогда делать?,anxiety,0,0.0581
"Мне очень нравятся условия перехода на другого оператора! Я уверен, что это будет лучшее решение для меня.",positive,0,0.061
"Извините, я не совсем понимаю, о чем вы говорите.",neutral,0,0.0412
"открыл окно, и сразу почувствовал свежий воздух, небольшой ресторанчик — отличное место для отдыха, бозон Хигса звучит как что-то из научной фантастики, но это не мешает мне наслаждаться моментом, пять планет галактики Андромеды — звучит как название для захватывающего путешествия!",positive,0,0.0639
"А верхний нитенатяжитель тоже можно от любой машинки? У меня такая стоит, я её почистил и смазал, но нить сверху стопорится и рвётся при шитье, как ни крутил натяжение. Я уже так устал, боюсь, что испорчу всю работу из-за этой проблемы.",anxiety,0,0.04
"Ну конечно, самсунг j7 — это просто мечта! Тратится порядка 30 гигов инета в месяц в ютубе и прочей хрени (не считая остального использования), зарядка 1 раз в 2 дня. Скоро 3 год пойдёт, так что не понимаю, что вы там покупаете) Ну да, конечно, это же лучший телефон на рынке!",sarcasm,0,0.0513
"Ты такой талантливый и умный человек! Ты можешь достичь всего, чего захочешь, если будешь верить в себя и работать над собой.",positive,0,0.0303
В деревне всяко проще получить. Это так удобно и приятно!,positive,0,0.055
"О нет, я не уверен, что понял правильно... давление не является силой, но... может быть, я что-то упустил? Крыло имеет не симетричную форму, поэтому поток движется сверху и снизу с разными скоростями... что-то ещё, кажется, не так... Чем больше скорость потока, тем ниже давление... я не уверен, что это всё правильно...",anxiety,0,0.0459
"Купили This War of Mine год назад. В первые же выходные 3 часа играли первую связку день-ночь из-за дискуссии о правилах и действиях. Впечатлились. Уже год обещаем себе Ну вот в следующий раз точно поиграем . Хардкорная и требовательная вещь, имхо, что, впрочем, не делает ее хуже. Ну да, конечно, кто же не любит игры, где нужно разбираться в правилах и действиях несколько часов подряд!",sarcasm,0,0.0449
"я всё ещё не уверен, что эта модель работает как надо, хотя у меня есть предыдущая модель с диском, а не кнопками",anxiety,0,0.0614
"Отлично, что всё так быстро и гладко решилось! Закрыли карту и никаких проблем.",positive,0,0.0624
"Здорово, что у нас в городе до сих пор такие тралики ходят, это часть нашей истории!",positive,0,0.0578
"Я не уверен, что эта информация точная, может быть, она ошибочна?",anxiety,0,0.0382
"Я уверен, что мы сможем разобраться с этим беспорядком! Каждый тред - это возможность для обучения и улучшения. Вместе мы сможем сделать наши треды более понятными и удобными для чтения.",positive,0,0.0609
"Хранить деньги — это замечательно, но их активное использование и оборот — залог вашего финансового процветания и успеха!",positive,0,0.0591
"Рост цен на бензин — это временно. Скоро цены стабилизируются, и всё будет хорошо.",positive,0,0.0617
"Согласно статистике, многие животные оказываются на улице из-за недобросовестности владельцев. Это вызывает обеспокоенность.",neutral,0,0.0597
Средний достаток — это замечательно! У нас есть все возможности обеспечить ребенка хорошим образованием и поддержкой. Мы можем создать счастливое будущее для нашего малыша!,positive,0,0.0638
"Я боюсь, что не смогу справиться с этой дипломной работой. Она такая сложная, и я не уверен, что смогу сделать все правильно. Что, если я не получу хорошую оценку?",anxiety,0,0.0463
"Можно отсертифицироваться за счёт работодателя, ну конечно, кто же ещё будет оплачивать мои курсы повышения квалификации, как не мой любимый работодатель!",sarcasm,0,0.0651
"Работала в лм (Воронеж) 1,5 года. Работники некоторые были и правда не очень люди, но я всегда боюсь, что они останутся надолго. По поводу вычетов — не знаю, что будет дальше, может быть, опять какие-то проблемы будут. А руководитель сектора... он такой правильный, что я всегда боюсь, что он найдет способ испортить мне выходные.",anxiety,0,0.0559
"Надеюсь, у всех всё будет хорошо, и все будут здоровы.",positive,0,0.0535
"верну вопро, почему бы и не помочь, ведь это так приятно и полезно для всех. вторая половинка будет рада, и упрекнуть не сможет, потому что все довольны.",positive,0,0.0584
"Трансполярная магистраль. Сталинская стройка века. Построили, да совсем неудачно. Ну и что, кто об этом сейчас вспомнит? Великое достижение, нечего сказать.",sarcasm,0,0.0634
"В фильме Новые времена есть похожий момент, который просто непередаваемо прекрасен! Вообще, лучше смотреть с начала и полностью, чтобы полностью погрузиться в атмосферу и насладиться каждой минутой.",positive,0,0.0576
"Тормозной путь легковушки 30-0 км ч 6 метров. Тормозной путь бтр 10 метров. Это так мало! Как же они остановятся вовремя, если что-то случится? Страшно представить, что может произойти на дороге из-за такой короткой дистанции торможения!",anxiety,0,0.052
"Где почитать книгу полностью? Читал в интернете, но как-то она непонятно оборвалась, на 64 дне до приказа, но я уверен, что найду полную версию где-нибудь ещё!",positive,0,0.0572
"Может быть, среди кремлеботов есть и хорошие люди, давайте попробуем понять друг друга",positive,0,0.066
"Президент США Дональд Трамп заявил, что рассматривает возможность членства Бразилии в НАТО, но никто не знает, к чему это приведёт. Вашингтон намерен объявить Бразилию главным стратегическим союзником среди государств, не входящих в НАТО, но это может вызвать недовольство других стран и усилить напряжённость в регионе. Американский лидер также поддерживает желание Болсонару присоединиться к Организации экономического сотрудничества и развития, но какие последствия это будет иметь для Бразилии, пока неясно. Отношения между странами непредсказуемы, и каждый шаг может иметь серьёзные последствия.",anxiety,0,0.0492
"Ну конечно, игра была просто великолепна, что пришлось возвращаться в неё дважды, как будто у меня нет других дел!",sarcasm,0,0.0648
"Там разрешено останавливаться и есть парковочное место, специальный карман? Или это обычный двор заставленный машинами с одной узкой полосой и вы предлагаете пряямо к подъезду на бордюр ему встать или стоять преграждая эту узкую дорожку? Мало данных. Ну да, конечно, кто бы мог подумать, что с парковкой в нашем городе могут быть проблемы!",sarcasm,0,0.0446
Эти люди ведут себя неподобающе. Необходимо выяснить причины такого поведения.,neutral,0,0.05
"О, спасибо тебе огромное за твоё уточнение! Теперь у меня будет отличное настроение на всю оставшуюся жизнь! :-|",sarcasm,0,0.063
А что если успех и деньги действительно лишат меня креатива? Вдруг я больше никогда не смогу создавать что-то уникальное?,anxiety,0,0.0611
Это потрясающий фильм! Я в восторге! 10/10,positive,0,0.0628
"И просто так не отберут, обязаны будут выплатить, но кто знает, какова будет реальная стоимость, и что будет, если они не выплатят?",anxiety,0,0.0605
"Несмотря на все трудности, у нас есть возможность изменить ситуацию к лучшему. Мы можем развивать образование и медицину, создавать новые рабочие места и улучшать качество жизни людей.",positive,0,0.0503
"Этот фильм — настоящее произведение искусства, я в восторге от него",positive,0,0.0406
"этот телефон оказался очень удобным, у него много полезных функций, я доволен покупкой",positive,0,0.0565
"This is distilled water, not ordinary water.",neutral,0,0.0645
"Слушай, давай ты в следующий раз предложишь что-то интересное для обсуждения? Уверен, у тебя есть много хороших идей",positive,0,0.0572
"Я всегда боюсь, что грибы, собранные в пластиковую тару, могут быть опасны. Лучше не рисковать и не собирать их вообще.",anxiety,0,0.065
"О, конечно, это просто отличная сделка — купить телефон с рук за 5к, кто бы мог подумать!",sarcasm,0,0.0631
"А что если из-за этого пострадает репутация компании? А если клиенты узнают об этом? Это может привести к большим проблемам, которые мы не сможем контролировать.",anxiety,0,0.056
"Там математика уровня 11 класса школы. Двумя словами: чем больше респондентов, тем менее мы отклоняемся от среднего реального значения.",neutral,0,0.0631
"после первого же прогиба ученики либо совсем дурачками станут, либо отличниками, вот это будет достижение!",sarcasm,0,0.0524
"Я за всю свою жизни не видел 20 дней подряд без солнца. Просто серое однотонное небо. Статистически и в Архангельске ананасы растут. Я беспокоюсь, что такая погода может привести к депрессии и ухудшению здоровья. Что будет с урожаем? Это может повлиять на экономику и жизнь людей.",anxiety,0,0.0559
"Иногда люди ведут себя не так, как мы ожидаем, но это не значит, что они плохие. Нужно просто быть более внимательными и заботливыми друг к другу.",positive,0,0.0472
"Ты очень общительный человек! Это замечательно, ведь ты можешь легко находить общий язык с людьми и заводить новых друзей.",positive,0,0.0577
"В приквеле обещают раскрыть мотивы Ходоков, но это может привести к еще большему хаосу и неопределенности в сериале. Финал основного сериала будет запутанным и непредсказуемым.",anxiety,0,0.056
"Doogee bl12000 аккум 12000 ,хватает на 3-4 дня использования,постоянно включен 4g , геолокация . Заряжает родной зарядкой за 2-3 часа. Недостаток: при тяжелых приложениях греется ,тихий разговорный динамик( я плохо слышащий) неважная камера и тяжелый телефон ,стягивает штаны . Ну и что, что он тяжелый и тихий, зато он такой крутой, что даже штаны стягивает! Просто мечта каждого!",sarcasm,0,0.0465
"Ты даже не представляешь, что может произойти, если ты продолжишь в том же духе. Тебя забанят, и тогда ты не сможешь больше участвовать в обсуждениях. Это будет катастрофа для тебя.",anxiety,0,0.0595
I'm worried about all these lamps dying. What if it's a sign of a bigger problem with my electronics? I don't want to replace everything!,anxiety,0,0.0609
"и что с ним потом делать? носить с собой и как понадобится - оппля - ты гордо восседаешь на фарфоровом троне, как король говна и параши! куда деть жирную сторону коробки во время носки сидения? гениальный вопрос, просто гениальный!",sarcasm,0,0.0599
"О, какая необычная история! Наверное, это самая оригинальная история, которую я когда-либо читал.",sarcasm,0,0.0639
"Я боюсь, что новое авто сразу потеряет в цене, и я не смогу продать его без убытков. Это слишком рискованно.",anxiety,0,0.0628
"Наши родители выросли в сложное время, что повлияло на их жизнь и решения. Они завели детей, несмотря на трудности.",neutral,0,0.0593
"Да ладно, это просто вопрос техники безопасности. Все будет хорошо, если следовать инструкциям. Нет причин для беспокойства!",positive,0,0.0643
"Я так рад, что наконец-то смогу обустроить свою комнату! Уверен, что найду мебель, которая идеально подойдёт для моей комнаты!",positive,0,0.0639
"Что будет дальше? Эти подковерные интриги в минздраве могут привести к серьезным проблемам. Мы не знаем, что еще они могут придумать.",anxiety,0,0.0616
"You're right in part, of course no one wants to go to jail for bribes, but this is just a vicious circle, and patients are suffering. I didn't think to go up to you and ask specifically what exactly you were going to do? Maybe it would have worked, but what about those who are responsible for this mess? They should be held accountable!",aggression,0,0.0589
"Мы стараемся и верим в лучшее. Россия-матушка нас не подводит, всегда есть повод для радости.",positive,0,0.0576
"Ты, бля, не мороси, а то я не уверен, что ты меня правильно поймёшь, служил ты или нет, давай-ка уточни, а то я переживаю.",anxiety,0,0.0625
"скажите, а что если эти мемы станут слишком популярными, ведь тогда люди будут воспринимать всё вокруг как шутку, и это может привести к потере серьёзности и уважения к культуре",anxiety,0,0.0616
"Точные цифры никто не приведёт. Но примерно так складывается стоимость пачки на сегодня: 40-55 выручка производителя 20 акциз 20 ндс 5-20 выручка торговой точки в рознице. Те. ААкциц и налог примерно 40 с пачки. Ну конечно, кто бы мог подумать, что налоги и акцизы настолько высоки! Просто удивительно, как мы все ещё можем покупать эти товары!",sarcasm,0,0.0391
"Что будет дальше с этим тарифом? Вдруг они ещё больше поднимут цены? Я боюсь, что придётся платить больше, хотя качество услуг не улучшается.",anxiety,0,0.0469
"Я боюсь, что такое может случиться в реальности. Это слишком страшно.",anxiety,0,0.0531
"Ну что ж, за эти три недели израсходовал 70 Гб, скорость не падает, но это же всего 320р в месяц! Не так уж и плохо, учитывая, сколько я использую интернет.",positive,0,0.053
"Путин - великий лидер, который ведет страну к процветанию! Его мудрость и дальновидность просто поражают! Я так рад, что мы живем в эпоху такого великого правителя! А все его сторонники - настоящие патриоты, которые всегда готовы поддержать своего лидера!",sarcasm,0,0.0464
"Можно частной. Искать лень но у нас среднее и высшее образование подтверждается документом аккредитованного учебного заведения. Помните скандалы с отзывом аккредитации у частных вузов? Это всё из-за того, что государство не контролирует качество образования! Дети страдают из-за этих частных заведений, которые только зарабатывают деньги! Учителя — просто клоуны, которые не знают, как учить детей! Система образования — полный провал! Надо всё менять, но кто будет этим заниматься?",aggression,0,0.0527
"если брать оптом, то стоимость меньше, ну да, конечно, как будто я не знаю, что это просто способ заманить людей скидками, а потом продать им некачественный товар",sarcasm,0,0.052
"Я не уверен, что это нормально обсуждать такие темы, мне кажется, мы можем вызвать негативную реакцию у других людей",anxiety,0,0.0525
"Эти носки стоят как будто они изношены на сто процентов, а не почти не ношенные. И скидка в полцены — это попытка впарить некачественный товар.",aggression,0,0.0642
"Цена нормальная, соответствует качеству.",neutral,0,0.0537
Если номер стационарный то должен быть в городской телефонной книге.,neutral,0,0.0607
"Несмотря на все разногласия, мы должны признать, что у этих групп есть много общего. Мы можем найти пути для сотрудничества и объединить наши усилия для достижения общих целей. Давайте работать вместе, чтобы создать более светлое будущее для всех.",positive,0,0.0453
"Эта женщина, возможно, переживает трудные времена, но в ней есть сила и решимость преодолеть все трудности. Ее дети могут вырасти в сильных и независимых личностей, которые будут ценить и уважать своих родителей.",positive,0,0.0581
"Я не уверен, что эти фильмы стоит смотреть, мне кажется, они могут негативно повлиять на моё восприятие искусства. Груз 200 и Кочегар вызывают у меня беспокойство.",anxiety,0,0.0652
"Мы все разные, но мы все равны. Давайте вместе бороться за свои права и поддерживать друг друга в этом непростом пути!",positive,0,0.0526
"Продаётся дом с отоплением от котла смешанного типа - дрова электричество. Санузел как в квартире. Нагреватель-накопитель.Ванна. Унитаз. Лес сразу за участком. Дом из бревна, сухой. За 500 тысяч наверняка можно договориться. Учитывая перечисленные плюсы, вполне. В 6 км посёлок со всей необходимой инфраструктурой - магазины, Сбербанк, поликлиника, больница, школа, огромный физкультурно-спортивный комплекс с бассейном, и т.п. Конечно, понятно желание за три рубля приобрести всё это. А ещё дом разваливается, и участок в болоте, и лес не лес, а так, кустики какие-то.",aggression,0,0.0564
"ну я не знаю, может быть это и не долпаебизм был вовсе, а я просто не понял, барышни старались как могли, а мне вот не понравилось, не пойму, что не так-то?",anxiety,0,0.0631
"Основная аудитория этой ютубовской околополитики — молодежь мужского пола. Они могут влиять на тренды и предпочтения в обществе. Мариговори, Самойлова, Гарсия — эти имена часто упоминаются в контексте текущих тенденций.",neutral,0,0.0624
