text,label,error_type,confidence,variability,correctness,forgetfulness,category
"Мать взглянула на женщину, она была Самойлова.",0,Semantics,0.7418683298996517,0.3152565815466812,5.0,0.0,ambiguous
"Точно что вы хотите, чтобы я сделал?",0,Syntax,0.7418750375509262,0.3682810157173547,5.0,0.0,ambiguous
"Возьми у меня плед, мне тяжело его нести.",1,0,0.7422878359045301,0.19952144944028258,6.0,1.0,ambiguous
Имеется в виду экспериментальная комната лаборатории психологии младшего школьника 138-й школы.,0,Syntax,0.7424965405038425,0.386593711270477,5.0,0.0,ambiguous
"По-видимому, прибытие корабля стоит ожидать ближе к сегодняшнему вечеру.",0,Syntax,0.7428439461759159,0.3823362525109081,5.0,0.0,ambiguous
"Он поднял свой рюкзак рукой, взял фонарик и стал искать инструмент.",0,Semantics,0.7428970698799405,0.36974909968165154,5.0,0.0,ambiguous
"Только в 1000 метрах от порта, в 2 км от центра города и в 20 минутах от аэропорта Манисеса и Конвенционного центра.",0,Hallucination,0.7435291026319776,0.20978713899032758,6.0,1.0,ambiguous
В эту минуту отчет был проверен.,0,Semantics,0.7436858766845295,0.3857914254985845,5.0,0.0,ambiguous
Толпа рассеялась один за другим.,0,Syntax,0.7441493624023029,0.3868119263536506,5.0,0.0,ambiguous
"Если ты будешь решать любую из этих задач, то пользуйся аналитическими уравнениями.",0,Semantics,0.7443222488675799,0.20970006100163738,6.0,0.0,ambiguous
"Села розовая птица на песчаный берег и так неторопливо сложила свои волнистые крылья, что как будто кружевной подол платья подобрала.",0,Syntax,0.7445578319685799,0.3168224361788956,5.0,0.0,ambiguous
"В письме говорилось, что в город едет ревизор, которым управляет Сквозник-Дмухановский.",0,Syntax,0.7446410868849073,0.3648374274784169,5.0,0.0,ambiguous
Вскоре он не понял свою ошибку.,0,Semantics,0.7448211546455111,0.33348507275355177,5.0,0.0,ambiguous
Международная комиссия МОК может отменить решение о признании Байкала регионом РФ.,0,Hallucination,0.7448652982711792,0.3807061593467153,5.0,0.0,ambiguous
"Мы знаем, кем кадет объяснял свое решение стать.",0,Syntax,0.7448847985693386,0.39252581340643894,5.0,0.0,ambiguous
Только ты можешь дать мне страдание.,0,Semantics,0.7449306803090232,0.38297559507372514,5.0,0.0,ambiguous
Во вторник крепость окружена противником.,0,Syntax,0.745060418333326,0.3899925711821124,5.0,0.0,ambiguous
Он не будет есть каши.,0,Semantics,0.7450910785368511,0.3115092248723877,5.0,0.0,ambiguous
Он наконец-то получил какие-то деньги за свою работу и пошел покупать сахар ими.,0,Syntax,0.7452868925673621,0.3193893745432356,5.0,0.0,ambiguous
Ночь была дождливая и темна.,0,Syntax,0.7453364431858063,0.37148467922077955,5.0,0.0,ambiguous
Приехавшие делегаты на конференцию должны зарегистрироваться согласно установленной процедуре.,0,Syntax,0.7453923310552325,0.3221955066474093,5.0,0.0,ambiguous
"Затем закройте слова правого столбца и постарайтесь вспомнить их, читая слова левого столбца с заглавной буквы.",0,Syntax,0.7455516351120812,0.3196648245543081,5.0,0.0,ambiguous
Окончательная ребрендация MTV должна быть завершена к 2011 году.,0,Morphology,0.7455537021160126,0.2957142966536849,5.0,0.0,ambiguous
"Я не принимаю его за крупного ученого, хотя и знаю, что это так.",0,Semantics,0.7456848940679005,0.38037131548426023,5.0,0.0,ambiguous
"Ему так послышалось, чтобы потом жаловаться на нашу грубость.",0,Syntax,0.7460363869156156,0.3634701517177054,5.0,0.0,ambiguous
"А сапоги я вам блестящие принесу, ещё красивше ваших!",0,Morphology,0.7461800170796258,0.3089432755533163,5.0,0.0,ambiguous
"Я вспомнил, что эта та самая гостиная, в которой не помню, о чем мы беседовали.",0,Syntax,0.7463952090059008,0.31841398044141495,5.0,0.0,ambiguous
"Давно после того, как я не мог услышать его крики, они отзвучали в моих ушах.",0,Semantics,0.7471021711826324,0.3589617606461953,5.0,0.0,ambiguous
"Жирафы могут опускать шею почти до земли, чтобы попить воды, и положить себе на бедра для отдыха, отвернув назад.",0,Syntax,0.7475054902689797,0.3190846397651368,5.0,0.0,ambiguous
Отменены какие-либо телесные наказания.,0,Semantics,0.7475468814373016,0.3209662566457829,5.0,0.0,ambiguous
"Он был внимательнее, чем никогда прежде.",0,Semantics,0.7476670805897031,0.3172268218658805,5.0,0.0,ambiguous
Они грелись вблизи костров.,0,Semantics,0.7478456763284547,0.38204317709222896,5.0,0.0,ambiguous
Ибрагим не будет не улыбаться.,0,Syntax,0.7481010045324054,0.3583913679476453,5.0,0.0,ambiguous
Лена просит мужа позволить ей ездить туда одна.,0,Syntax,0.7482520022562572,0.2965438158121055,6.0,0.0,ambiguous
Князь Андрей в своем стремлении к духовному совершенству совершает немало ошибок и осуждал себя за них гораздо больше других.,0,Syntax,0.7483784662825721,0.33300993828353315,5.0,0.0,ambiguous
"Занятий, я рад, не будет.",0,Semantics,0.7484450042247772,0.3460205186515088,5.0,0.0,ambiguous
Потратьте эти деньги на модернизацию чего бы то ни было.,0,Semantics,0.7486361754792077,0.29987361294812953,5.0,0.0,ambiguous
Никто не был дома.,0,Semantics,0.7486718520522118,0.3700599539343927,5.0,0.0,ambiguous
"Бедность лишает треть населения мира возможности развивать свой потенциал и свои таланты и мешает им жить жизнью, соответствующей человеческой достоинству.",0,Syntax,0.7487093657255173,0.299501282239958,5.0,2.0,ambiguous
Она с любопытством поглядывала на меня вблизи.,0,Semantics,0.748723811336926,0.3225471983117792,5.0,0.0,ambiguous
Этот замок имеет красивое положение.,0,Semantics,0.7487985278878894,0.38039664831746345,5.0,0.0,ambiguous
"Когда ты не знаешь, как играть?",0,Syntax,0.749446513397353,0.31833641635272364,5.0,0.0,ambiguous
Они читали статьи Петра друг о друге.,0,Syntax,0.7496142366102764,0.24890818783721128,6.0,0.0,ambiguous
Примерно в это же время он и переехал в Вене.,0,Syntax,0.749614240867751,0.3836882904758709,5.0,0.0,ambiguous
"В обучении в школе есть свои плюсы, да даже возраст, когда мы там учимся, наибольше беззаботный.",0,Morphology,0.7497000864573887,0.30710363703276716,5.0,0.0,ambiguous
"Потому что его убило, другой головы не поднимает.",0,Syntax,0.7497510612010956,0.33553312594404555,5.0,0.0,ambiguous
"Велосипед куплен два дня назад, но его украли.",0,Semantics,0.7497571515185493,0.3621953229217644,5.0,0.0,ambiguous
В США в 2003 году состояли 35 сотрудников газеты.,0,Syntax,0.7498737382037299,0.34402822457607884,5.0,0.0,ambiguous
Сразу по приезду в Коломну боярин Всеволожский был схвачен и закован в железо.,0,Syntax,0.7498960409845624,0.36556112611929975,5.0,0.0,ambiguous
"Он чувствует, что ему явно не хватает Маши.",0,Semantics,0.7501859420112201,0.3720335245684245,5.0,0.0,ambiguous
Нет ли где поспать?,0,Semantics,0.7507833561726979,0.3557497906999028,5.0,0.0,ambiguous
"Отсутствует, чтобы не видеть.",0,Semantics,0.7508475141865867,0.33403146045465654,5.0,0.0,ambiguous
Когда-нибудь и тебе будет доводиться спать в кресле.,0,Semantics,0.7514797534261431,0.33280134995448596,5.0,0.0,ambiguous
Вы уже дали отчет?,0,Semantics,0.7515382468700409,0.3595261344945882,5.0,0.0,ambiguous
В коридоре стояли некоторые.,0,Semantics,0.751582995057106,0.3589589390341681,5.0,0.0,ambiguous
Она быстро пооткрывала окно и со всего размаху швырнула книгу в него.,0,Semantics,0.7515994778701237,0.33160859095538664,5.0,0.0,ambiguous
Он ест одну грушу.,0,Semantics,0.7516740028347287,0.31539660777427503,5.0,0.0,ambiguous
Вчера в два часа магазин закрыт.,0,Semantics,0.7516901876245227,0.35235482594203976,5.0,0.0,ambiguous
В ясные летние ночи поднимались они на один из холмов рядом с Флоренцией.,0,Semantics,0.751699875508036,0.3466541077829193,5.0,0.0,ambiguous
Близ стола стояло большое кресло.,0,Semantics,0.752443120947906,0.34630171813949817,5.0,0.0,ambiguous
У его веры был рациональный характер.,0,Semantics,0.7530804297753743,0.32516841010118464,5.0,0.0,ambiguous
"Концерт состоит из трёх движений примерно одинаковой длины, которые длятся всего менее 30 минут.",0,Semantics,0.7531289671148572,0.27546248485644326,5.0,1.0,ambiguous
"Они лгут, они обманывают, они расстраиваются, и они действительно производят ложные структуры.",0,Semantics,0.7531732405935015,0.37838880957099197,5.0,0.0,ambiguous
"Он существовал, и между прочим существовал он неплохо.",0,Semantics,0.7536523512431553,0.33391147757267314,5.0,0.0,ambiguous
Ты можешь научить себя вьетнамскому.,0,Morphology,0.7537953214985984,0.3714693577726018,5.0,0.0,ambiguous
"И каждый раз, когда раздавался любой звук, старуха вздрагивала.",0,Semantics,0.7538299986294338,0.3601458715225504,5.0,0.0,ambiguous
В результате этого он получил оспу.,0,Semantics,0.7538440174290112,0.3631879349117456,5.0,0.0,ambiguous
"Привел мальчика, держа в руках книгу.",0,Syntax,0.7541174186127526,0.3015806944402578,5.0,0.0,ambiguous
Я с удовольствием имел с ним беседу.,0,Semantics,0.7541756704449654,0.36642260369341334,5.0,0.0,ambiguous
Она неправильно принимает искусство.,0,Semantics,0.7542431205511093,0.3484576268301932,5.0,0.0,ambiguous
"Заедь завтра ко мне, я тебе прочту.",0,Morphology,0.754296287894249,0.2932084186627215,5.0,0.0,ambiguous
Самая востребованная профессия была программистом.,0,Syntax,0.7545942653502736,0.37375066441662685,5.0,0.0,ambiguous
"Мы все были расслаблены, но там не было алкоголя, только 3 друзья гуляли и стреляли в ветер.",0,Morphology,0.7546600848436356,0.34519507460093635,5.0,0.0,ambiguous
"Только если операцию сделают немедленно, то останется еще какая-то надежда его спасти.",0,Syntax,0.7547439762524196,0.32167146768484434,5.0,0.0,ambiguous
Однако вскоре его заменили и курировали только бюджетное отделение (диван Аль-Азима).,0,Hallucination,0.755002960562706,0.33995464952468524,5.0,0.0,ambiguous
Арчер встречает его в доме Элена.,0,Syntax,0.7555177233048848,0.3689880294519468,5.0,0.0,ambiguous
В квартире есть беспорядок.,0,Semantics,0.755538889339992,0.37895151192459375,5.0,0.0,ambiguous
"В партии ""Слуга народа"" каждый блок состоит из слов и предложений.",0,Hallucination,0.7556020106588092,0.374154431879162,5.0,0.0,ambiguous
Через неделю на этой же сопке я увидел их обоими.,0,Syntax,0.755947932600975,0.298484434966763,5.0,0.0,ambiguous
МГУ отпраздновало свой юбилей.,0,Syntax,0.7559815772942134,0.3646731065697375,5.0,0.0,ambiguous
Гора у вершины заросла соснами.,0,Semantics,0.756117011819567,0.3524317223082827,5.0,0.0,ambiguous
Ивана еще не было в таком театре.,0,Semantics,0.7565128217850413,0.35070261440895556,5.0,0.0,ambiguous
"В Москве люди, которые этого не понимают.",0,Syntax,0.7570392276559558,0.35816365059048283,5.0,0.0,ambiguous
"Я не сомневаюсь, что он, несомненно, уехал.",0,Semantics,0.7571213958518845,0.3657597463812394,5.0,0.0,ambiguous
"Вы можете видеть здесь, что Япония сделала?",0,Semantics,0.7571977227926254,0.3330138196740928,5.0,0.0,ambiguous
Ивана не было в своей комнате.,0,Semantics,0.7572946612324033,0.3397618414698527,5.0,0.0,ambiguous
"Присутствие иностранца в этом квартире, с переводчиком, пришло ему в полный сюрприз, и он потребовал объяснений.",0,Syntax,0.7573237248829433,0.3187201215696288,5.0,0.0,ambiguous
От дождей до деревни трудно добраться.,0,Semantics,0.7576162197760173,0.31778126790938604,5.0,0.0,ambiguous
"Проехав два километра в машине, его уже тошнит.",0,Syntax,0.7576545391763959,0.3211600834393197,5.0,0.0,ambiguous
Вчера мне нужно ехать на завод.,0,Semantics,0.7577474138566426,0.3294330699766628,5.0,0.0,ambiguous
"Отдавая паспорт, я рискнул бы нарваться на ваше сопротивление.",0,Semantics,0.7578704165560859,0.3667685212856629,5.0,0.0,ambiguous
Поскольку еще один такой выкрик и его выгонят.,0,Semantics,0.7581051886081696,0.33124016573755666,5.0,0.0,ambiguous
"Раньше я вымыла пол, а потом пошла гулять.",0,Semantics,0.7581664621829987,0.32040470858381853,5.0,0.0,ambiguous
Солдаты грелись возле костров.,1,0,0.7582261506468058,0.3166442577985359,6.0,1.0,ambiguous
Врач оставил с больными медсестру позвать в случае необходимости.,0,Syntax,0.7582738016332898,0.299792054095149,6.0,1.0,ambiguous
Творога не горчило.,0,Semantics,0.7587504131453378,0.3444133379855538,5.0,0.0,ambiguous
"Кто рыжий, а Вася блондин?",0,Syntax,0.759060685123716,0.3247554599324404,5.0,0.0,ambiguous
"И стало тепло, взошло солнце.",0,Syntax,0.759083132658686,0.3563994174772201,5.0,0.0,ambiguous
Я не люблю кого-либо.,0,Semantics,0.7592427911502975,0.3092148423836842,5.0,0.0,ambiguous
"Это то впечатление, которое вы хотите того, чтобы мы вынесли которое отсюда?",0,Syntax,0.7592911294528416,0.2953244675776566,6.0,1.0,ambiguous
Никто был не твоим должником.,0,Syntax,0.7593998845134463,0.33346991566625606,5.0,0.0,ambiguous
Она неправильно приняла возражения оппонента.,0,Semantics,0.7595787112201963,0.3717847273518687,5.0,0.0,ambiguous
Управляющие вычислительные комплексы для промышленной автоматизации создадут собственные.,0,Syntax,0.7596087008714676,0.28058169095297325,5.0,0.0,ambiguous
Вместе с тем систематическое исследование каких бы то ни было страхов всегда сопряжено с целым рядом трудностей.,0,Semantics,0.7596483294452939,0.36342056385709715,5.0,0.0,ambiguous
На тротуаре каждый день спотыкалось по старушке.,0,Semantics,0.759819929088865,0.33820406434515515,5.0,0.0,ambiguous
Колодец уж конечно вырыли вблизи дома председателя.,0,Semantics,0.7603298383099693,0.31813363801283145,5.0,0.0,ambiguous
"Отважный смотритель, рискуя жизнью, бросился наперерез понёсшегося вскачь коня.",0,Syntax,0.7603715849774224,0.3455949538657662,5.0,0.0,ambiguous
Взглянь на рисунок и вырежи из тонкого картона точно такие же очки.,0,Morphology,0.7603851237467357,0.32135556552090766,5.0,0.0,ambiguous
Пирог был с удовольствием испечен.,0,Semantics,0.7604604810476303,0.3244448109772252,5.0,0.0,ambiguous
На поляне мы нашли малину и ягоды.,0,Semantics,0.760523014834949,0.35322106858835667,5.0,0.0,ambiguous
"Компания Buick Roadmaster Riviera создала первые по версии своего бренда ""Хардтоп"" без стоек.",1,0,0.7606974158968244,0.293947017711787,5.0,0.0,ambiguous
У воды есть кислород.,0,Semantics,0.7611089710678373,0.3411785581635983,5.0,0.0,ambiguous
"Американская ""Богатейшая страна"" по версии журнала Econot признана самой успешной экономикой мира.",0,Hallucination,0.7611682627882276,0.34150699064346346,5.0,0.0,ambiguous
По кому вы ходите?,0,Syntax,0.7611934925828662,0.285089484563363,5.0,0.0,ambiguous
Он дал ему упрек.,0,Semantics,0.7613200066345078,0.33128002168761883,5.0,0.0,ambiguous
"Стебли и пистиллы расположены спирально вокруг центрального пика или гинеция; стебли выпадают, а пистиллы становятся самарами.",0,Hallucination,0.761377615588052,0.26035582972016413,5.0,0.0,ambiguous
"Она приняла странные взгляды, вкусы, привычки.",0,Semantics,0.761587285569736,0.3380582190249644,5.0,0.0,ambiguous
Я дам за тебя жизнь.,0,Semantics,0.7616276953901563,0.3210638557056458,5.0,0.0,ambiguous
"Насупившийся, переполненный эмоциями Дашевский не был расположен выслушивать никакие оправдания.",0,Semantics,0.7618771855320249,0.34242168089286473,5.0,0.0,ambiguous
"Он вдруг понял, что ей неприятны никакие подробности его домашней жизни.",0,Semantics,0.7620117430176053,0.24888555149435898,6.0,0.0,ambiguous
"Автор книги хотел как можно подробнее рассказать об этих людях, самих хозяевах своей судьбы.",0,Syntax,0.7620148637465068,0.34194482820287564,5.0,0.0,ambiguous
"Говорю тебе, что немедленно отправляйся домой.",0,Semantics,0.7623391300439835,0.3577366420624161,5.0,0.0,ambiguous
"Но буквально в полуторах метрах к северу от центральной гробницы мы вскоре обнаружили вторую могилу, не тронутую грабителями.",0,Morphology,0.7623495097671237,0.29773061997603395,5.0,0.0,ambiguous
"Я видел желтое пятнышко, но не понял, что это оно.",0,Semantics,0.7628086443458285,0.35952021309077686,5.0,0.0,ambiguous
"Его самый верный товарищ обманул Иванова, предал, что донес.",0,Syntax,0.7629123883587974,0.3196963355525449,5.0,0.0,ambiguous
"У Маши дети взрослые, а у Даши они в детский сад ходят.",0,Semantics,0.7629915880305427,0.3206649940313569,5.0,0.0,ambiguous
Твой мобильник есть на кухне.,0,Semantics,0.76309463594641,0.35894888192584146,5.0,0.0,ambiguous
Просто возьмите одну глотку этого лекарства.,0,Semantics,0.7636088984353202,0.3127352260016713,5.0,0.0,ambiguous
Никого не было холодно.,0,Syntax,0.7636914423533848,0.3200118626425957,5.0,0.0,ambiguous
"Она долго бежала вдоль забора, а потом повернула налево.",1,0,0.7637587147099631,0.2434550691488327,6.0,1.0,ambiguous
"Перчатки она решила поигнорировать – для неё, почти всю жизнь проходившей в футболках и джинсах, это было уже слишком.",0,Semantics,0.7637703546455928,0.3363716900854125,5.0,0.0,ambiguous
Я имел с ним беседу только ради Вас.,0,Semantics,0.763838033590998,0.30181631056447344,6.0,0.0,ambiguous
Близ кресла на небольшом коврике лежала кошка.,0,Semantics,0.7639382832816669,0.3365471740454567,5.0,0.0,ambiguous
"И вы действительно попадаете в папку, которую избранный чиновник на самом деле должен прочитать.",0,Semantics,0.7640523122889655,0.36006801819881906,5.0,0.0,ambiguous
Макманус сыграет в роли Джозефа Сuttonа.,0,Hallucination,0.7640742553131921,0.3096385795781107,5.0,0.0,ambiguous
Нет ли куда пойти?,0,Semantics,0.7641876190900803,0.33691361642303486,5.0,0.0,ambiguous
"Я уверен, что он наверное прав.",0,Semantics,0.7644472313778741,0.3220384225974297,5.0,0.0,ambiguous
В настоящий момент в районе зафиксировано 110 466 человек.,0,Semantics,0.7644674479961395,0.3510455073582915,5.0,0.0,ambiguous
"Не мешай, я вижу по телевизору ""Галатею"".",0,Semantics,0.7646581551858357,0.31579843742342517,5.0,0.0,ambiguous
"Это не так уж хорошо, как вчера, если только наоборот.",0,Hallucination,0.764742693730763,0.3359127782944454,5.0,0.0,ambiguous
Вася и Маша целовались друг с другом.,0,Semantics,0.7651638580220086,0.3402016996956336,5.0,0.0,ambiguous
Поговори же хоть с любым из них.,0,Semantics,0.7656201358352389,0.31602413844123484,5.0,0.0,ambiguous
Отца никогда не было на море.,0,Semantics,0.7656297364405223,0.29733183413110603,6.0,0.0,ambiguous
Он взял за поручень.,0,Semantics,0.7656913953168052,0.31234436424105605,5.0,0.0,ambiguous
Сегодня отца еще не было дома.,0,Semantics,0.7657981706517083,0.31360850794700346,6.0,0.0,ambiguous
"А прочитав рассказ у Вас в 9-м номере, я хочу сходить к нему на могилу, положить цветы.",1,0,0.7658411136695317,0.2108022099427827,6.0,1.0,ambiguous
"Сначала я долго гулял, а после возвращения домой, расположившись в беседке, страницы нового романа захватили меня до самого вечера.",0,Syntax,0.76587832399777,0.22498335428337735,6.0,0.0,ambiguous
Ты ехал в город?,0,Semantics,0.7659935674497059,0.3338298144332228,5.0,0.0,ambiguous
"Порази толпу ужасом, который бы отнял какую бы то ни было способность к сопротивлению.",1,0,0.7660055309534073,0.3007490942172001,6.0,1.0,ambiguous
Пригласите этого свидетеля принять у него присягу.,0,Syntax,0.7665105249200549,0.3129738658511389,5.0,0.0,ambiguous
"Сейчас берешь-ка животное, и мы отправляемся в зоопарк.",0,Semantics,0.7665259327207293,0.3317746703770767,5.0,0.0,ambiguous
"Ни одно значимое назначение на любой пост, ни один закон, ни одно постановление в СССР не принималось без ведома Политбюро.",0,Syntax,0.7665606630699975,0.3156222389265731,5.0,0.0,ambiguous
Поезд следует из нее.,0,Syntax,0.7667740434408188,0.31385537717515444,5.0,0.0,ambiguous
"Люди, и без того жившие на грани нищеты, оказались лишены всяких средств к существованию.",0,Semantics,0.766841002873012,0.33198273027742525,5.0,0.0,ambiguous
"Каждый год в конце лета на Землю обрушивается звездопад, несмотря на это на самом деле мы видим вовсе не звёзды.",0,Syntax,0.7669041518654142,0.32946263138750387,5.0,0.0,ambiguous
"Помогай любому, какое мне дело.",0,Semantics,0.7669200258595603,0.2609626924962259,6.0,0.0,ambiguous
План Саши Маше продать квартиру.,0,Syntax,0.7670342666762215,0.2873233857441474,5.0,0.0,ambiguous
"Именно это оно и радует, что можно жить как хочешь.",0,Syntax,0.7670585875000272,0.3560687107498135,5.0,0.0,ambiguous
Магазин открыт час назад.,1,0,0.7676552033850125,0.33034119673393,5.0,1.0,ambiguous
Попробуй заметить вон ту звездочку над самой горой.,0,Semantics,0.7677525367055621,0.2378848130812761,6.0,0.0,ambiguous
"Пересшила она это платьишко, отделала его кое-где кружевцами, и чудесное платьице вышло.",0,Morphology,0.7677709736994335,0.33353667975367246,5.0,0.0,ambiguous
"Если Иван, к сожалению, в отпуске, вам придется ждать до сентября.",0,Semantics,0.7678023725748062,0.3150379768121787,5.0,0.0,ambiguous
Он быстро не понял.,0,Semantics,0.7679332409586225,0.34978646283346704,5.0,0.0,ambiguous
"Наверное, к нему кто-нибудь пришел.",1,0,0.7681192713124412,0.1307251886814473,6.0,1.0,ambiguous
"Отец пообещал, что по прибытию из командировки непременно расскажет во всех подробностях, что видел за границей.",0,Syntax,0.7681691774300167,0.29306627387305567,5.0,0.0,ambiguous
"Люди заселили Южную Америку в результате одной миграционной волны вскоре после того, как их предки впервые приходили из Сибири в Западное полушарие.",0,Syntax,0.7682370926652636,0.21880027034211838,6.0,0.0,ambiguous
На Марсе есть какие-либо (какие бы то ни было) разумные обитатели.,0,Semantics,0.7684804520436695,0.3405709311138714,5.0,0.0,ambiguous
С того времени русские люди заговорили и записали двоечленными предложениями.,1,0,0.7685380918639046,0.2778837698361372,5.0,1.0,ambiguous
"Может быть, им уйти пораньше, чтобы не опоздали на поезд?",0,Syntax,0.7687663010188511,0.34173759897713607,5.0,0.0,ambiguous
Каждая шелудивая пара сапогов находится под замком и под печатью писаря?,0,Morphology,0.768925986119679,0.29040424888783023,5.0,0.0,ambiguous
"Я видел, что он, кажется, был расстроен.",0,Semantics,0.7690920010209084,0.34080160762690664,5.0,0.0,ambiguous
Я получил к нему склонность.,0,Semantics,0.7694509263549533,0.33105253975812315,5.0,0.0,ambiguous
Глаза у нее сияли.,1,0,0.7696563856942313,0.1250711115474706,7.0,0.0,ambiguous
Мое тело белело в темноте.,0,Semantics,0.7706499727708953,0.35410952413656266,5.0,0.0,ambiguous
Каждый день он приносил какую-нибудь землянику.,0,Semantics,0.7707268074154854,0.30890763540196375,6.0,0.0,ambiguous
Он посильнее всех.,0,Morphology,0.7707408198288509,0.3440449329159409,5.0,0.0,ambiguous
Он промахнулся в окно бутылкой.,0,Syntax,0.7708604867969241,0.3507403418245496,5.0,0.0,ambiguous
Я ищу какую-то интересную пьесу по современной тематике.,0,Semantics,0.7708990722894669,0.30829179272558876,6.0,0.0,ambiguous
К ска все привыкли к одинаковому отношению.,0,Hallucination,0.7710902137415749,0.260276236943877,5.0,0.0,ambiguous
Дерево над корнями было срублено.,0,Semantics,0.7711396089621952,0.3350410763386726,5.0,0.0,ambiguous
"Хорош, если ты станешь кандидатом наук.",0,Syntax,0.7711938619613647,0.3098169263570706,5.0,0.0,ambiguous
"Родился в небогатой семье, в которой было седьмым ребенком, в тринадцать лет утратил отца, был отправлен в детский сад.",0,Morphology,0.771479104246412,0.21076259958210034,6.0,1.0,ambiguous
"Он обещает прийти, но не пришел.",0,Semantics,0.7715041765144893,0.29946055975459346,5.0,0.0,ambiguous
"Последний указ, как я утверждаю, скоро отменят.",0,Semantics,0.7715463084833962,0.33772059428538365,5.0,0.0,ambiguous
Мы оговорили возможность работать каждому со своим материалом.,1,0,0.7716445922851562,0.2483356562127004,5.0,1.0,ambiguous
"Здесь мы узнали то, что хотели зазнать уже давно, ибо табак кенда говорит только новому духу.",0,Semantics,0.7719257452658245,0.31636494735123677,5.0,0.0,ambiguous
Хлеб дает нам припек.,0,Semantics,0.7719760664871761,0.31059539859507385,5.0,0.0,ambiguous
"Избирая меня депутатом, я сделаю для вас всё возможное.",0,Syntax,0.7721920609474182,0.3204196407111716,5.0,0.0,ambiguous
"Вот дерево засохло, но все же оно вместе с другими качается от ветра.",1,0,0.7722253799438477,0.19142193973498675,6.0,1.0,ambiguous
"В Киргизии девочка вышла в очередной раз, несмотря на попытки матери получить гражданство.",0,Hallucination,0.7722723696913038,0.30886604846826343,5.0,0.0,ambiguous
Ты можешь взять любую из этих книг.,1,0,0.7725046404770443,0.22034299976055677,6.0,1.0,ambiguous
Все начальники позапрещали этот спектакль.,0,Syntax,0.7727965925421033,0.3286381870525542,5.0,0.0,ambiguous
"Умер один из авторов ""Убить Билла 3"" и его жена.",0,Syntax,0.7729538721697671,0.3506683877015493,5.0,0.0,ambiguous
"Пистолет лежит на шкафе, возьми его и сразу беги из дому.",0,Morphology,0.7730039634874889,0.34247969852455834,5.0,0.0,ambiguous
У командира был обычай сам принимать все доклады.,0,Syntax,0.7731332715068545,0.3103158843999636,5.0,0.0,ambiguous
Уже дома измерил 37 градусов в качестве температуры.,0,Syntax,0.7731370202132634,0.3164318916569587,5.0,0.0,ambiguous
В путь-дорогу дальний я тебя отправлю.,0,Syntax,0.7732979186943599,0.28535158220161694,5.0,0.0,ambiguous
И сведен был как мозамбик.,0,Hallucination,0.7734989672899246,0.3177083046145168,5.0,0.0,ambiguous
"Она глупая, а умная.",0,Syntax,0.773614091532571,0.30751965745063453,5.0,0.0,ambiguous
Солдаты грелись поблизости от костров.,0,Semantics,0.7738063782453537,0.35004468330010696,5.0,0.0,ambiguous
"Разгадка «тонкого английского юмора» заключается в его простоте, в том факте, потому что за ним не скрывается глубокий подтекст.",0,Syntax,0.7738223927361625,0.33989182350152924,5.0,0.0,ambiguous
Присутствие кошек в древней китайской деревне доказывает о давнем взаимовыгодном сожительстве этих животных с людьми.,0,Syntax,0.7741864259753909,0.34402968109306226,5.0,0.0,ambiguous
"Мужчина не помнил ничего, что с ним происходило вчера, и уточнио у меня про то, в чем мы разговаривали.",0,Syntax,0.7741930442196983,0.3183661609844611,5.0,0.0,ambiguous
У него есть порок сердца.,0,Semantics,0.7742332752261843,0.34591430605276785,5.0,0.0,ambiguous
"Это ее решение, ее злая воля заставляют Эди стоять тут под дверью больной и сумасшедший.",0,Syntax,0.7743634581565857,0.3391646208355933,5.0,0.0,ambiguous
"Решая всякую частную задачу, надо думать о языке в целом.",0,Semantics,0.7744594258921487,0.24404068380658142,5.0,0.0,ambiguous
"Батьку Минная играет очень интересный актер Ю. Горобец (кажется, это пока его лучшая она в кино).",0,Syntax,0.7746092740978513,0.32564632808271177,5.0,0.0,ambiguous
Он не жил там ни года.,0,Semantics,0.7747406363487244,0.26832008746670144,6.0,0.0,ambiguous
Работать вчера мне было.,0,Syntax,0.7749386791672025,0.31746656064912565,5.0,0.0,ambiguous
"Он направил кулак в эту сторону, а надо ту.",0,Syntax,0.7749604455062321,0.25550249935306735,5.0,0.0,ambiguous
В теплые летние ночи они поднимались на один из холмов около Курска.,0,Semantics,0.7750620927129473,0.34467021040485035,5.0,0.0,ambiguous
В 1970 году Джаго присоединился к «Куинс Парк Рейнджерс» в качестве тренера и стал тренером в январе 1971 года.,0,Hallucination,0.7751451475279671,0.24875329106385052,5.0,0.0,ambiguous
Римский папа Иоанн Павел I занимал пост главы католической церкви всего 33 дня и умирает от инфаркта.,0,Syntax,0.7752941399812698,0.33756919383038536,5.0,0.0,ambiguous
Курить будет здоровью вредить.,0,Syntax,0.7757078132459095,0.340609087111151,5.0,0.0,ambiguous
Она накупила кучу эту тряпку.,0,Syntax,0.7758964406592506,0.3015910885630294,5.0,0.0,ambiguous
"Поскольку это наша собственная торговая платформа, нашим трейдерам не нужно арендовать у сторонних поставщиков.",0,Syntax,0.776008835860661,0.31831592076617987,5.0,0.0,ambiguous
В комнате кто-то имеется.,0,Semantics,0.7761751988104412,0.32528809608845155,5.0,0.0,ambiguous
В этом дне было много удовольствий.,0,Semantics,0.7764552938086646,0.33290255816197684,5.0,0.0,ambiguous
