text,label,error_type
"Возьми из сада мою кофту, я оставила ее в беседке.",0,Semantics
"Одна из учениц нашей Школы, московская школьница Светлана Архипова, установила рекорд скорости чтения ― 60 тыс. знаков в минуту зарегистрированный в российской Книге рекордов Гиннесса.",1,0
"Когда в окнах заполыхал багровый закатный свет, то музыка оборвалась.",0,Syntax
Альфред не любит современную музыку.,1,0
Мюрат создал военный трибунал под председательством генерала Груши.,1,0
"Иван не знает, что она приехала.",1,0
"Он выдвинул планы по созданию военных баз на арктической границе, чтобы «гарантировать военную безопасность в различных военно-политических ситуациях».",0,Semantics
В понедельник в Бостоне шел дождь.,1,0
"Нельзя не обратиться к кому-то близкому, когда чувствуешь себя таким несчастным.",1,0
"Заглянув на урок, директору представилась интересная картина.",0,Syntax
Платье у бедер слегка расширяется.,1,0
Не держал ли он в руках газеты?,0,Semantics
Они попели песни у костров.,1,0
И не был он только на Днепре.,1,0
Я здесь по своей воле.,1,0
Когда вы поедете снимать дачу?,1,0
Реакция журналов и фанатов была очень хорошей!,1,0
Вымой руки и накрывай на стол!,1,0
Во вторник крепость окружена противником.,0,Syntax
"В ходе охотничьей войны в Кангерлуссуак не были поселений, но этого было.",0,Hallucination
"Мне предоставилась возможность все видеть, самому оставаясь незамеченным.",1,0
Члены НСЭТ избираются сроком на пять лет.,1,0
"В основном среди депортируемых оказались женщины, дети и старики, так как большая часть мужского населения находилась в плену.",1,0
До провозглашения независимости Ливии (1951 год) Триполи был одним из центров национально-освободительной борьбы.,1,0
"Я думаю, он согласится.",1,0
"Поджоги нельзя принять за причину, так как и без поджогов все было бы то же самое.",1,0
"Пожалуйста, скажите мне, что это не так.",1,0
"Позднее был Генеральным секретарем Минфина до 23 июля 2001 г., когда был назначен министром молодежи и спорта.",0,Syntax
В офисе компании нам предоставили всю необходимую информацию.,1,0
Случаи пива вылетели на улицу.,0,Hallucination
Не сохранили каких бы то ни было записей.,1,0
"Иди, а то Иван скажет, что ты заставил его ждать.",1,0
На дороге показался я.,0,Semantics
К четырёхстам грузовикам прибавилось столько же легковых машин.,0,Morphology
Лодку поцарапало своим якорем.,0,Syntax
Более простых решений мне неизвестно.,1,0
В парижской гостинице отравилась газом на 23 февраля 1928 года.,0,Syntax
Эта закономерность была подмечена им первой.,1,0
"Проходя мимо дуба, уходящего ветвями далеко в небо, на меня свалился жёлудь.",0,Syntax
Он даже на себя перестал быть похож.,1,0
В углу комнаты — бывший камин и бронзовые часы на нём.,1,0
"Скажи, а нельзя постараться, чтобы Сухой Рыбак не обидел Вани?",0,Semantics
Но трудно человеку недовольному не упрекать кого-то другого.,1,0
Он отказывался от каких-либо предложений.,0,Semantics
Я беру за страницу 20 копеек.,1,0
"Это чай, который ты попробовал торт и не допил.",0,Syntax
"При условии, что много заниматься с ребенком, можно добиться больших успехов.",0,Syntax
Чего ради я побегу?,1,0
"Петербургский период в творчестве А.С. Пушкина не только характеризуется большей стилистической свободой, но и ломкой жанровых границ.",0,Syntax
Маалула признан изобретателем новой разновидностью египетской иероглифической системы.,0,Syntax
"Жестокая, почти невыносимая боль пронзила его тело.",1,0
Рыба изобиловала в реке лососем.,0,Syntax
"Только бы он громко не закричал, когда найдет решение.",1,0
"Когда прибыло больше китайских мусульманских войск, они усилили китайский гарнизон в Кашгаре.",1,0
В каких населенных пунктах есть склады?,1,0
Когда вы в последний раз были в зоопарке?,1,0
Ветви сирени почти касаются моего балкона.,1,0
"Все разбежались, когда началась гроза.",1,0
"Образованный человек как хорошо знает литературу, так и историю.",0,Syntax
Мой первый эксперимент был с небольшим количеством белой волны ткани.,0,Hallucination
Солдаты грелись поблизости от костров.,0,Semantics
"Все это не так весело, как вам кажется, садитесь и пишите объяснительную!",1,0
В эту минуту роман был прочитан.,0,Semantics
"Буддизм призвал разглядеть половое поведение с точки зрения этого, что оно вредоносно.",0,Morphology
Он встал около меня и начал выговаривать за опоздание.,1,0
Он ест две груши.,0,Semantics
Он преодолел уже две трети расстояния.,1,0
"В итоге эти ученые рассматривают HTML как контейнерный язык, следующий иерархичной модели.",0,Syntax
Где я имею право загорать голым?,1,0
Ты когда-нибудь находился в Казани?,0,Semantics
"Маша читает, и Саша читает книгу.",1,0
"Кто, как не сама природа, научила будущего скульптора пристальнее вглядываться в формы предметов.",0,Syntax
"Кто написал ""Войну и мир""?",1,0
Наиболее интересные из них связаны с туризмом.,1,0
"Одни продолжали работать по старинке, а другие перешли на новые условия труда.",1,0
"Выставили вино, чтобы все не разбежались.",1,0
"Если они и смеялись, то не громко.",1,0
"Никогда не знавшая семейного уюта Алена пригрелась возле Нины Карповны, как бездомный котенок.",1,0
Пожарной команды не появилось.,0,Semantics
"Глава местного женского института отказывается санкционировать календарь, поэтому Крис и Анни подали заявление на национальный конгресс женского института в Лондоне.",1,0
"Это лучшее злое, но я даю ему ноль в качестве цели.",0,Hallucination
У тебя есть с кем посоветоваться?,1,0
"Размышляя над живучестью шариковых, понимаешь, что до какой степени они лишены человеческих чувств, кроме инстинкта самосохранения.",0,Syntax
"Что запирается, так что инструментом не смогут воспользоваться без ведома владельца?",0,Syntax
"Я сказал, что уорхол не буду ограничиваться только вместо этого или если он изобразительным искусством или дизайном.",0,Hallucination
"И я бы прибавил, что, когда я был заперт в этих четырех стенах, именно тогда я понял самое главное.",1,0
"Мы, забыв про ссоры, вместе пытались выяснить, что получил ли каждый участник ответное письмо.",0,Syntax
"Уильям Шрёдер стал первым в мире человеком, выписанным из больницы с искусственным сердцем.",1,0
Два часа мы хлюпали по болоту.,1,0
"Хорошо, если ты станешь кандидатом наук.",1,0
Вода кипит при 100 градусах.,1,0
В это время у соседей послышался шум.,1,0
В этот момент он ее уже ненавидел.,1,0
Ты должен взять любую из этих книг.,0,Semantics
"Если никто не являлся на работу, она воспринимала это как личное оскорбление.",1,0
Калязинской ПМК-500 требуются шофера для работы на автомашинах ГАЗ-52 и ЗИЛ-585 со сдельной оплатой.,0,Morphology
"В конце XVII столетия науке стало известно о существовании необычного млекопитающего, откладывающем яйца и насиживающем их: это был утконос.",0,Syntax
"Я запросил 10 рублей, и он мне дал.",1,0
"Добавлю, что он, возможно, вообще откажется.",1,0
"Я видел, как машина взорвалась.",1,0
Задавал ли он тебе какие бы то ни было каверзные вопросы?,1,0
"У «Белого дома» были и русские, и евреи, и армяне.",1,0
"Морщины, спина согнулась, а все-таки в слабых кривых ногах видны были приемы старого кавалериста.",1,0
Этот звук его долго доставал.,1,0
Ты находил свои ключи?,0,Semantics
Почему Вани не было в школе?,1,0
Я стучал три раза.,1,0
Я о тебе тогда вспоминала.,1,0
Он получил недовольство собой.,0,Semantics
Я не обнаруживал признаков жизни.,0,Semantics
Его взяли в наш институт.,1,0
Он тоже исчезает в инопланетяне.,0,Morphology
"Когда я закончил читать эту книгу, то я понял то, что у автора глубокий смысл.",0,Syntax
Мы благодарны за вашу помощь.,1,0
Душа писателя выразила долю своей сокровенной жизни.,1,0
"Брана подтвердил, что планировал начать съемки в январе 2010 года, после чего Marvel сдвинула дату релиза фильма почти на год позже планировавшейся.",0,Syntax
"Многие млекопитающие – дальтоники, они не различают те или иные цвета.",1,0
Он сейчас спит в течение некоторого времени.,0,Semantics
Я удивился его приходу.,1,0
"Читая стихотворение, чувствуются переживания автора.",0,Syntax
Тут перед глазами Римского возник циферблат его часов.,1,0
"После крушения ""Стокгольма"" он вернулся в Швецию.",1,0
"Что ты не знаешь, как починить!",1,0
"Я не мог поверить, что этот ужасный человек и есть я.",1,0
Я взял деньги у сестры.,1,0
"Ваши данные не просто данные, это ваши семейные фотографии, ваши финансовые документы, ваша музыка – ваша жизнь.",1,0
"Наша дивизия была довольно глухая, стоявшая вдали и от Петербурга и от Москвы.",1,0
В то время у меня был друг.,1,0
Завтра я буду ему звонить.,1,0
В прошлом году я лежал в больнице МПС с воспалением легких.,1,0
"Что за случаи нарушается произношение, в 15—40 % случаев при малой хорее за счёт непроизвольных сокращений мышц.",0,Hallucination
"Президент заявил, что у России достаточно сил для проведения профилактических забастовок.",0,Semantics
Мама забрала меня в парк.,1,0
Он никогда не поет.,1,0
"Я и раньше любил литературу, но сейчас она мой любимый предмет.",0,Semantics
Среди моих студентов есть способные.,1,0
"Кто ты не знаешь, как работает?",0,Syntax
Так саркастически может писать только этот журналист.,1,0
"Звезду ""Смугения"" стал бывшим трейни впервые назвали.",0,Hallucination
Политехнический музей проводит огромную работу по сохранению и популяризации истории технических достижений страны.,1,0
В настоящее время в девяти регионах Восточной Сибири и Дальнего Востока ведется работа по проектированию и строительству газоснабжения.,1,0
Я не решил всех ваших задач.,1,0
В результате этого он получил оспу.,0,Semantics
Я хочу купить учебник по физике.,1,0
В настоящее время РНЗНВР состоит из четырех региональных подразделений.,1,0
На веранде имеется кресло –– ты можешь отдохнуть.,1,0
"Ляг на спину, вытяни левую ногу, правую согни в колене и тяни её к себе.",1,0
"Несколькими яркими, красочными мазками художник изобразил разбежавшуюся по лужайке детвору.",1,0
Я стою прямо рядом с вашим домом.,1,0
"Даня не любил учителей, которым был Иван.",0,Syntax
Ставшие первыми статьи о коррупции назвали важные для судебно-правовой системы государства вопросы (94).,1,0
"Он унаследовал семейную землю от своего отца, Обицзо II, которого Данте предложил в аду убить.",1,0
"Как облако в небе, белые хлопья вдруг сливаются воедино, и перед вами ее фигурка.",1,0
Никогда я на Камчатке не был.,1,0
Он решил не все задачи.,1,0
Он стоял совсем близко от меня.,1,0
"На спектакль в каком театре пришел Иван, несмотря на головную боль?",1,0
Количество сахара в хлопьях по норме снижено до 11граммов на порцию.,1,0
Налицо неподвластность человеческого тела каким-либо манипуляциям.,1,0
Уокера можно сказать это девиз в жизни: он ел только экологически чистую пищу с помощью лишь здоровой пищи.,0,Hallucination
"Я протянул ему ложку, которую Сев выразил желание держать самому.",0,Syntax
Иван не был дома и месяца.,1,0
"Голдман утверждал, что участвовал в более чем 400 ботах, но большинство из них были незамеченными.",0,Hallucination
Вы уже совсем здоровы.,1,0
Незнайка ударил его палкой по спине.,1,0
Он существует в Киеве.,0,Semantics
"Станцию метро ""Комсомольская"" построили рядом со снесенным взрывом зданием 1С к северу от Тольятти.",1,0
Я принял его за военного.,1,0
Это не займет много времени.,1,0
"Рецепт чипы с сыром, маниоком и яйцами.",0,Morphology
Пальмер был членом около 25 североамериканских и 4 зарубежных научных и природоохранных организаций.,1,0
"Два примуса ревели на плите, возле них стояли две женщины и переругивались.",1,0
Диагональ ромба является его осью симметрии.,1,0
Toyota подготовила путеводители по безопасности в стране (Time).,1,0
"Сбербанк представил новую операционную систему для смартфонов ""Серафим"".",1,0
"Иван сказал, что он заболел.",1,0
В данный момент т. Иванов перелетает Атлантику.,1,0
"Те, кто читал роман Л. Н. Толстого «Война и мир», помнит описание Бородинского сражения.",0,Syntax
"Он задел часы щеткой, когда подметал пол.",1,0
Тот камень имеет форму книги.,1,0
Вы закладываете; стоит ли это больше читать?,0,Semantics
"Если вы поторопитесь, вы рискуете попасть к такому же Мельнику, от которого столь поспешно сбегаете.",1,0
"Ей снится, что будто бы она идет по снеговой поляне, а вокруг птицы чудные летают.",0,Syntax
"Я пошла к бабушке, и возле нее время незаметно про текло до 11 часов.",1,0
"Навстречу колонне машин, везущим продовольствие, выехал полицейский патруль.",0,Syntax
У него есть место на «Лебединое озеро».,0,Semantics
"У него отсутствуют все рефлексы, кроме глотательного.",1,0
"Неведомая сила, казалось, привлекала его к нему.",1,0
"Его губы шевелились, но слов не было слышно.",1,0
"Сила эта — ветер и волны, которые захлестывают узкое пространство берега возле гор.",1,0
Ему назначен небольшой оклад в $300.,1,0
Ребёнок XXI века слабо развит физически и подверженный большому количеству заболеваний.,0,Syntax
Он жил в одном из переулков около Арбата.,1,0
"Считается, что атланты, уцелевшие по окончанию катаклизма, разбрелись по всему свету и передали свои знания и египтянам, и майя, и ацтекам.",0,Syntax
Вы один показался мне веселым.,0,Syntax
Миша и Коля купили вчера книгу.,1,0
"Я видела его вчера нет, позавчера.",1,0
Раньше их программа состояла из трех пунктов.,1,0
"В ООН призвали не дать ответ на вопросы об антикоррупции, почему возник ""этотизм"".",0,Syntax
"Она дала ему три карты, с тем, чтобы он поставил их одну за другой, и взяла с него честное слово впредь уже никогда не играть.",1,0
Стаканы есть в шкафу.,1,0
"Штрафуй нас, товарищ всемирный академик!",1,0
"Я наконец решился и задал ему вопрос: ""С кем ты виделся и беседовал в чем?""",0,Syntax
Двух недель не прошло.,1,0
Разбуженный Алёша грохотом грома потом долго не мог заснуть.,0,Syntax
Не прочту даже предисловия.,1,0
Чтобы я стала с ним связываться!,1,0
Я гулял уже полчаса.,1,0
Сотрудница Utair впервые самостоятельно провела поиск сотрудника на предприятии и получила премию EUR10 тыс за это.,0,Hallucination
Пока же нет даже приличного ответа на вопрос: почему так возбудилась прокуратура?,1,0
"В РФ создали новую пушку, которая позволяет наносить урон сквозь стены.",1,0
К около десяти километрам скоро достроят новые пять километров набережной.,0,Syntax
Они попели песни около костров.,1,0
Ты зачем чужое взяла?,1,0
У нее есть седые волосы.,1,0
"В своих статьях этот журналист поставил вопросы, волнующих многих его современников.",0,Syntax
Бурмин был в самом деле очень милый молодой человек.,1,0
"Он стал торопливо размышлять, как бы более точнее ответить священнику и при этом не обидеть его.",0,Morphology
"Я считаю, что он, несомненно, прав.",1,0
"Основные преимущества полупроводникового секвенирования, при низких начальных вложениях, эксплуатационных расходах.",1,0
"У меня есть Мария, а у нее есть я.",1,0
"Как сейчас, когда почти все деньги уходят на выплаты по кредитам и бывает не на что залить бак бензином.",1,0
"Появится кто-нибудь совершенно новый, неведомый, порожденный нынешней ситуацией, ни на что ожидаемое не похожий.",0,Semantics
Возьми мне из ее чемодана полотенце.,0,Semantics
Приехал директор института член-корреспондент Петров.,1,0
"Вася сказал: ""У меня кое-что для тебя есть"".",1,0
"Этот визит, вероятно, уже давно был решен и обдуман.",1,0
Он может с кем-нибудь общаться.,0,Semantics
Я говорю с адвокатом.,1,0
"Родители наняли мальчику гувернера, учить его французскому языку.",1,0
"Он пробежал эту дистанцию за 10 секунд и, таким образом, взял преимущество над своими соперниками.",0,Semantics
Бондар заявил о своём намерении защищать свои честь и достоинство в суде.,1,0
Приступать с такими важными сборами к суду над маленьким поэтом — все равно что описывать жизнь какого-нибудь столоначальника тоном Плутарха.,1,0
"Эти врачи, специалисты каждый по нескольким областям медицины, готовы к экстренному приему.",1,0
Реорганизации не было проведено.,1,0
"Новая эстетика, которая возникла в творчестве художников-авангардистов, коренным образом изменила прежние греко-римские представления о художественной ценности искусства.",1,0
Он не помог нам советом.,1,0
Следов высокоорганизованной материи не обнаружено.,1,0
Иван заставил меня написать диссертацию.,1,0
"Потом вскочил, обмотал шею шарфом два раза почему-то и велел нам с мамой срочно пойти гулять.",1,0
"Какое наименование имеют танки, сделанные в 1951—1954 годах.",1,0
Формы единственного числа не существует.,1,0
Я говорил с ним только ради Вас.,1,0
"Мальчик-реалист с остановившимися глазами и испуганным выражением лица, не спуская глаз, смотрел на старика.",1,0
Перед домом стоит девочка.,1,0
Прямо против двери пруд.,1,0
По окончанию гимназии Фонвизин стал учиться на философском факультете университета.,0,Syntax
В феврале 1866 года в долине реки Кудако в Кубанской области образовалась первая в стране нефтяная фонтана.,0,Syntax
"В Москве состоялось совещание директоров школ по вопросам, касающихся выпускных экзаменов.",0,Syntax
Кольцо составит примерно 5% от общего освещения Хаумеи.,1,0
"Она его уговаривает, а он твердит: ""Ни за что!""",1,0
За стеной кто-то кашлял.,1,0
"В Пенсильвании девушка получила степень бакалавра искусств по специальности ""востоковедение"".",1,0
"На мелководных участках растительность образует перемычки, разделяющими озеро на отдельные плёсы.",0,Syntax
"Будьте вы повнимательней, ошибка была бы исправлена.",0,Syntax
"Людей ругают или хвалят за ихние дела, а не за национальность.",0,Morphology
"И как чувствовал я в этот день всю сладость страстных рыданий матери, когда заливающийся тенор грустно утешал ее неизреченной красотою небесных обителей.",1,0
Арбитражный суд согласился под этим выводом.,0,Syntax
"Опытные садоводы считают, что правильно выращенная живая изгородь намного долговечнее и надёжнее самых крепких заборов.",1,0
"Заметьте, стоимость ужина не включает в себя напитки.",1,0
Танцоры стучали каблуками в такт музыке.,1,0
Этот процесс имеет решающее значение в электронной промышленности.,1,0
Это поселок лежал вдали от больших городов.,1,0
"Первый огонек блеснул вдали на противоположной горе, в отдаленном домике близ шлагбаума.",1,0
"Транзит 1639 года также наблюдал Уильям Крабтри из своего дома в Бротоне, недалеко от Манчестера.",1,0
Она стояла на коленях возле постели умирающего сына.,1,0
Более двух учеников видели на прогулке каких-либо птиц.,0,Semantics
Планировка состояла из двух коротких прямоугольников.,1,0
Он мог бы там с кем-нибудь познакомиться.,1,0
Только ты можешь дать мне страдание.,0,Semantics
"Тут пара чулок барышниных, да наволочка, да два полотенца.",1,0
У него есть много статей на эту тему.,1,0
Своя точка зрения на этот вопрос была высказана автором в других работах.,1,0
Возьми из моего чемодана плед и накрой Машу.,1,0
"Если бы кто-нибудь из них уехал, мы бы об этом знали.",1,0
Но решение начала строительства принято было только в 1812 г.,1,0
Он быстро не понял.,0,Semantics
Мне было легко верить кому-нибудь из них.,0,Semantics
Михаил Бабич вступил в должность министра занятости Белоруссии 5 апреля.,1,0
Он объясняет отсутствие аппетита утомлением.,1,0
"Это то, что они пришли к пониманию, что самое важное, чему дети должны научиться, это характер.",0,Syntax
По вечерам они сидят возле своих телевизоров.,1,0
Какой он там ученый!,1,0
"Когда он делает что-то, он делает это тщательно.",1,0
Он не ест каши.,1,0
"Он медленно, но несомненно умнеет.",1,0
"Меня не было в зале, когда выключили свет.",1,0
"Эмпирические данные подтверждают существование ""динамического поведения"" частиц во внешней атмосфере газа.",1,0
"Граф же Строганов внимательно слушал каждую лекцию с начала до конца, никогда не оскорбляя профессора преждевременным выходом из аудитории.",1,0
"Он был задержан участковым милиционером, приведён в отделение за нарушение порядка на улицах Прибайкальска.",1,0
С 1929 года было надпечатано изображение моноплана вместо указанного слова.,0,Morphology
"В целом — не то чтобы сногсшибательная, но чрезвычайно важная пластинка.",1,0
Ледяной покров продержался на реке до апреля.,1,0
Это начинает мне надоедать.,1,0
Специалисты связывают понижение курса с падением индексов.,1,0
Ты посылал ей приглашение на свадьбу?,1,0
Том едет туда каждый день.,0,Semantics
"Я слышал, что вы заплатили кому-то, чтобы это сделать.",1,0
Ксантиппа овдовела в тюрьме.,0,Semantics
Вдали близ шлагбаума виднелся маленький красный домик.,1,0
"Самого Филиппа Царь решает помиловать, но навечно ссылает его в монастырь, где тот содержится как узник, лишённый даже воды.",1,0
Нужны мне ваши деньги!,1,0
"Поскольку погода была хорошая, он не пошел гулять.",1,0
Канал поставки электричества через эти канаты может устанавливаться сверху основных опорных стоунеров или под ними.,1,0
Он шел около пленного и подталкивал его прикладом.,1,0
"Это был 1950 год, он закончил аспирантуру на нем в трудное время после войны.",0,Syntax
Вчера мне нужно ехать на завод.,0,Semantics
Пелагея и Афанасьевна слушали поодаль.,0,Semantics
Это дает нам веру в победу.,1,0
Он взял на себя расследование этого запутанного дела.,1,0
"Леша одел младшую сестрёнку, и они отправились встречать папу с работы.",1,0
"Это были те народные изречения, которые получают вдруг значение глубокой мудрости, когда сказаны кстати.",1,0
"Егорова расстраивало не столько всё происходящее, сколько настораживало.",0,Syntax
"Дом, в котором мы жили первые годы по приезду в Петербург, находился на набережной Красного канала.",0,Syntax
Это не связано ни с какими конкретными задачами.,1,0
Длительное время эта известная актриса поражает своим талантом зрителей и театральных критиков.,1,0
"Я не знаю, статью ли Саша пишет.",1,0
"Я очень люблю ловить рыбу и занимаюсь этим не только летом, а также зимой.",0,Syntax
Он живет в небольшом городке на Оке.,1,0
Иван прождал уже два часа и продолжает ждать.,1,0
"Финансовый строй Веймарской республики, сложившийся в результате ноябрьской революции 1918 года, также не способствовал эффективному функционированию СФВ, несмотря на создание хорошо разработанной законодательной базы.",1,0
Несколько дней тому назад я получила еще одну посылку.,1,0
"В 2016 году количество безработных увеличилось до уровня 2009 года на рынке труда США; экономика Китая испытала ""деэскалацию"".",1,0
"И помните, что иногда именно те вещи, которые вы не ожидаете, станут самыми большими изменениями.",0,Semantics
Я получила к нему отвращение.,0,Semantics
"Но, уже поняв, что это морковь, она понюхала пучок, как букет роз, и продолжала раскланиваться, как будто ничего не случилось.",1,0
"Мне надоело сидеть здесь, выслушивая глупости.",1,0
"Я в поте лица зарабатываю скромное жалование и скапливаю по крохам, чтобы купить себе в конце недели килограмм сосисок.",1,0
Проблема экономического роста и его темпов — одна из важнейших в макроэкономике.,1,0
Нам назначили консультацию на 2 января.,1,0
Они не вытекают из подлинной сексуальной взаимодополняемости.,1,0
"Солигорский турнир завершился вничью, кому достался титул чемпиона России.",0,Hallucination
Он долго не огорчался.,1,0
"Рядом с ней бежала молодая женщина в темно-синем пальто, а сзади — высокий мужчина в полушубке.",1,0
Каждое утро я его будил.,1,0
"Выслеживая добычу, в душе охотника просыпаются чувства предков, рисковавших жизнью ради пропитания.",0,Syntax
Ты когда-нибудь разбивал ценную вазу?,1,0
Минобороны может запуск ракет на расстоянии 230 км за пределами досягаемости допускаемых американских противоракетных комплексов.,0,Syntax
Где в Москве состоится конференция?,1,0
В детский центр Шахтёрского поселка в Трёхкилометрах от московских шахтеров проходит школьная школа.,0,Hallucination
В мае в Москве проходит книжная ярмарка.,1,0
Других улик не сохранилось.,1,0
Я встречался с приятелями.,1,0
"Я знал, что этот таинственный незнакомец часто мне помогает.",1,0
"В народном творчестве о Байкале не только звучит огромная любовь, но и ещё нечто большее.",0,Syntax
"Лишь только мы принесли пиво, как вы — рыбу.",1,0
По уходу Рябовского Ольга Ивановна долго лежала на кровати и плакала.,0,Syntax
Он взял ребенка на руки.,1,0
Она была названа в честь югославской народной армии.,1,0
Он получил доказательство теоремы Ферма.,1,0
"Но я считаю нелишним сохранить его здесь в том виде, как он был рассказан мне Владимиром Галактионовичем 24 июня 1910 года.",1,0
Я встретила ее около своего дома.,1,0
"Том сказал, что он видел, как Мария делает это.",1,0
К злостным нарушителям правил дорожного движения будут применяться суровые штрафные санкции.,1,0
"Высказав мысль о необходимости разностороннего образования, она очень слабо аргументирована.",0,Syntax
"Пил чай то с вахтером, то сторожем.",0,Syntax
"Слепой мальчик тянулся за дудкой, брал ее дрожащими руками и прикладывал к губам.",1,0
Гутри Трапп заменил Буковича на оставшуюся часть летней турне 2015 года.,0,Syntax
Никогда до этих пор я не слышал от него таких безнадежно-отчаянных стихов.,1,0
Операция может иметь или не иметь различных свойств.,0,Syntax
Ветки деревьев слабо звенели.,1,0
"По словам его жены, Ростоцкий целый день жалуется на сердце, однако машину повел сам.",0,Syntax
Два билета по двенадцать будет двадцать четыре.,1,0
Сегодня мы выдаем замуж Машу Кулакову.,1,0
Мне не хотелось спрашивать об этом кого-нибудь из них.,1,0
На козлах тарантаса сидел крепкий мужик.,1,0
На экскурсии в ботаническом саду школьники любовались редкими садовыми растениями.,1,0
Я уже полчаса тебя бужу.,1,0
Иван стоит на углу.,1,0
"Это действительно показывает вам, что мы не видели хорошего экономического прогресса и прогресса в области здравоохранения нигде в мире без разрушения климата.",0,Syntax
Но эти демонстранты просто живут у озера и их тревога вполне понятна.,1,0
"В США назвал два сольных альбома, которыми он совершил турне с участием в группе Dry Bones.",0,Syntax
Она сидела рядом со мной и плакала.,1,0
"Ляжьте, пожалуйста, на тахту.",0,Morphology
Командир армии в Риме с 1995 посещал курсы на военном факультете.,1,0
"Длительное время (примерно 200 лет) историки и лингвисты полагали, будто единый центр расселения славян находился в среднем Приднепровье.",1,0
Сейчас она старше своей матери.,1,0
Настина мама гораздо красивее Аниной мамы и Настиного папы.,1,0
"Насупившийся, переполненный эмоциями Дашевский не был расположен выслушивать никакие оправдания.",0,Semantics
"Она выразила желание быть мне полезна, и я поспешил им воспользоваться.",1,0
Сколько их было в красных местах?,1,0
Нобелевскую премию кому дадут?,1,0
"Шимпанзе сидело в клетке и злобно скалилось, показывая жёлтые зубы.",0,Syntax
