premise,hypothesis,label,methods,n_methods
"Во время праздничной церемонии в муниципалитете он заявил, что главными задачи для него является максимальное использование всех возможностей в области предпринимательства и экономического развития.",Он сделал заявление по окончании праздничной церемонии.,not_entailment,"cleanlab, ds2",2
"Строение было небольшое и пожар потушили в считанные минуты. Однако, огонь успел уничтожить крышу и повредить стены. На пожаре никто не пострадал, сейчас специалисты устанавливают точную причину возгорания.",Маленькое строение быстро потушили.,entailment,"cleanlab, ds2",2
Учредителем центра стала Государственная канцелярия.,Государственная канцелярия выступила перед учредителем.,not_entailment,"cleanlab, datamaps",2
"Об этом вечером во вторник, 17 января, сообщила пресс-служба Спасательного департамента, отметив, что немецкую противотанковую мину Tellermine 42 обнаружили в на улице Кеэвисе в ходе земляных работ. Спасатели эвакуировали жителей окрестных домов, офисов и складских помещений. Уничтожать мину на месте не стали, поскольку это угрожало повреждению трассы трубопровода.",В ходе земляных работ нашли воду.,not_entailment,"cleanlab, ds2",2
"В продуктовом магазине на улице Суворова продают подозрительно дешевый алкоголь. Силовики провели контрольную закупку и выяснили, что алкоголь в павильоне продавали без специальной лицензии.",Дешевый алкоголь оказался нелицензированным.,entailment,"cleanlab, datamaps",2
"Разозлившись, хозяин квартиры схватил нож и ударил им гостя в грудь и живот. От травм мужчина скончался на месте. Предприимчивый мужчина решил спрятать труп убитого, поэтому он его расчленил и прикрыл одеялом.",Хозяин квартиры убил гостя ножом и одеялом.,not_entailment,"cleanlab, datamaps",2
"""Оно должно сохранять некоторые бренды, должно сохранять некоторые символы, из которых, опять-таки, составляется уникальность этого города, этого государства. Поэтому """"Ленфильм"""" должен быть сохранен именно как государственный центр – он может быть меньше, чем сейчас, допустим, но он может стать каким-то инкубатором, где выращивают великих режиссеров, а они потом, их ученики могут работать в разных других местах. Я думаю, что предложенный вариант не очень удачный, потому что то, как он выглядит сейчас – это обыкновенная приватизация, это новая волна приватизации.""","""""""Ленфильм"""" может стать инкубатором великих брендов.""",not_entailment,"cleanlab, datamaps",2
"""""""Система аккредитации - это ключевой инструмент допуска на рынок. Мы сейчас готовим закон об аккредитации, который весной хотим внести в Госдуму"""", - сказала она. """"Этот закон очень важен, потому что он будет предусматривать переход на международные стандарты аккредитации"""", - сказала она.""",Она ждет весну.,entailment,"cleanlab, ds2",2
"Он был уверен, что в процессе был допущен ряд процедурных нарушений.",Он был уверен в процессе.,not_entailment,"cleanlab, datamaps",2
"Трое молодых людей, из числа ранее судимых, совершили 23 кражи из гаражей и дачных участков. Вначале, они при помощи топора разобрали крышу пристроя к магазину поселка Железнодорожный, проникли на склад продуктов и собрались вынести бутылки с пивом и подсолнечным маслом, несколько пачек пряников, печенье, вермишель и наборы карамели. Однако увести награбленное они не смогли, так как их спугнула охрана.",Четверых преступников спугнула охрана.,not_entailment,"cleanlab, datamaps",2
"Так как у мужчины не было постоянного заработка, ему пришлось взять кредит в банке.",Мужчина взял кредит в банке.,entailment,"datamaps, ds2",2
"Сделали горку для ребятишек, каток. Но залить своими силами смогли только горку. Никто не хочет помочь нам заливать, а ведь мы стараемся сделать хоть что-то.",Залить горку своими силами не получилось.,not_entailment,"cleanlab, datamaps",2
"В октябре ее закрывали на ремонт: в правой части центрального блока здания усилили каркас стальными канатами, укрепили и усилили фундамент, завершили восстановление поврежденной отделки.",Поврежденную отделку полностью восстановили.,entailment,"cleanlab, datamaps",2
"Мужчина сообщил, что к краже может быть причастна его собственная дочь, у которой был доступ к ключам от сейфа.",К краже причастна дочь мужчины.,not_entailment,"cleanlab, datamaps",2
"Как считают следователи, в течение трех лет она специально указывала в налоговой декларации цифры, которые были значительно ниже реальных.",Три года она фальсифицировала налоговые декларации.,entailment,"cleanlab, datamaps",2
"В сентябре утвердили схему размещения щитов, по которым пройдут электронные торги.",Схема размещения щитов утвержена.,entailment,"cleanlab, ds2",2
"""Миноритарий банка Алексей Навальный заявил тогда, что покупка буровых установок была совершена по завышенной цене и через офшор, собственники или бенефициары которого не известны. """"Я не понимаю, почему весь набсовет ничего не делает (чтобы расследовать сделку). Вы пособники этой кражи, потому что вы получаете деньги, чтобы защищать наши интересы"""".""",Навальный обвинил наблюдательный совет в бездействии.,entailment,"cleanlab, datamaps, ds2",3
"Он присутствовал на мероприятии не в качестве гостя, а выступил в роли циркового артиста.","Он приехал не гостить, а выступать.",entailment,"cleanlab, datamaps",2
"Региональный главк полиции сообщает, что закон не соблюдали в павильоне, расположенном на улице Революционной в областном центре.",В павильоне соблюдали закон.,not_entailment,"cleanlab, datamaps, ds2",3
"«У меня простые принципы подбора людей в команду: порядочность и компетентность. Кто-то на новой должности справляется и продолжает работать, кто-то уходит, а кто-то показывает максимальную эффективность и переходит на решение других, более сложных задач. Так будет происходить и впредь, потому что команда должна работать эффективно», – подчеркнул глава региона.","Глава региона рассказал, что ценит умеренность и аккуратность.",not_entailment,"cleanlab, ds2",2
"Назначена судебно-медицинская экспертиза. По результатам проверки будет ясно, возбуждать ли уголовное дело. Также в ведомстве отметили, что это не первый случай, когда в квартире случился пожар.",Уголовное дело еще не возбуждено.,entailment,"cleanlab, datamaps, ds2",3
"Многочисленные коробки с бутылками выносят с торговых точек, разоблачая разные преступления. В отдельных случаях, продавцы попадаются на том, что у товара – поддельные акцизы. Бывает, что сама продукция является явно небезопасной.",Коробки с бутылками разоблачают преступления.,not_entailment,"cleanlab, datamaps",2
"Доктора пытались реанимировать мальчика, но полученные им травмы оказались несовместимыми с жизнью.",Мальчик не выжил.,entailment,"cleanlab, datamaps",2
"Она сообщила об этом двум своим приятелям. Они изучили распорядок дня бизнесмена и напали на него на улице. Злоумышленники вывезли его за пределы города, отобрали деньги, убили.",Бизнесмена убили за пределами города.,entailment,"cleanlab, datamaps",2
"Они искали места, где незаконно продают выпивку.",Они искали места незаконной продажи сигарет.,not_entailment,"cleanlab, ds2",2
"Мужчина окунулся в бассейн, где у него прихватило сердце.",В бассейне у мужчины стало плохо с сердцем.,entailment,"cleanlab, datamaps, ds2",3
"Об этом «Комсомольской правде»-Красноярск сообщили в пресс-службе краевого следственного комитета. Как доказали следствие и суд, эта женщина, используя свое служебное положение, устроила на работу учителями четверых своих знакомых. Но фактически те не работали, а их зарплату снимала с карт сама директор.",Женщина совершила подлог.,entailment,"cleanlab, datamaps",2
"Удар пришелся в грудную клетку. Женщина сама вызвала мужу скорую и полицию. Мужчину госпитализировали, но медики не смогли спасти ему жизнь.",Медики  спасли мужчине жизнь.,not_entailment,"cleanlab, datamaps, ds2",3
"Ежедневно в плотины поступает всё больше и больше воды, что не может не радовать.","Вчера в плотины поступало не так много воды, как сегодня.",entailment,"cleanlab, ds2",2
"""О какой именно авиабазе идет речь, собеседник агентства не уточнил. Между тем посольство РФ в Кабуле не располагает информацией о том, что опасно сблизившийся с российским авиалайнером самолет принадлежит дислоцированным в Афганистане иностранным военным. Пресс-атташе российской дипмиссии Степан Аникеев заявил, что посольство не намерено самостоятельно обращаться к афганским властям или командованию МССБ за разъяснениями относительно этого инцидента. """"Мы точно не будем этого делать, потому что это — частная компания, и это ее дело"""".""",Опасно сблизившийся с российским авиалайнером самолет принадлежит дислоцированным в Афганистане иностранным военным.,not_entailment,"cleanlab, datamaps",2
"Модельер не явился за заседание суда, чтобы избежать встречи с журналистами и не попасть в объективы камер. Адвокаты обвиняемого ранее заявили о том, что Гальяно потерял над собой контроль из-за злоупотребления алкоголем и поэтому нагрубил посетителям. Один из адвокатов сказал, что его подзащитный не помнит, что происходило в баре, так как он был болен.",Гальяно отсутствовал на заседании суда.,entailment,"cleanlab, ds2",2
"Оказалось, злоумышленник проник в дом, пока хозяин отсутствовал — с середины декабря его не было.",Злоумышленник проник в пустой дом.,entailment,"cleanlab, datamaps",2
"Ожидается, что перед судом выступит руководитель группы гособвинения Виктор Антипов, который предложит наказание подсудимым.",Подсудимые смогут выбрать себе наказание.,not_entailment,"cleanlab, ds2",2
"Распространившееся пламя дошло до масляного радиатора, который взорвался. Погибли двое детей, одному из которых два года и восемь месяцев, а второму нет и года. Жители, ставшие свидетелями пожара, сначала говорили о взрыве газового баллона, так как хлопок был достаточно мощным.",Взрыв масляного радиатора был причиной пожара.,not_entailment,"cleanlab, datamaps",2
"Сельский врач предложил ей таблетки, но она попросила сделать ей инъекцию антибиотика. Со слов доктора, он убедился, что в ампуле действительно антибиотик, и сделал укол. Самочувствие женщины резко ухудшилось, и она умерла.","Сельский врач предложил ей таблетки, но она предпочла умереть.",not_entailment,"cleanlab, datamaps",2
"Сначала все футболисты ульяновской команды прошли медицинское обследование, после чего отправились на тренировочный сбор.",Врачи проверили здоровье футболистов.,entailment,"cleanlab, datamaps",2
"Женщина сообщила, что стала жертвой обмана.","Жертва обмана сообщила, что стала женщиной.",not_entailment,"cleanlab, datamaps",2
"Свои поступки женщина объяснила тем, что муж бросил бы ее, если бы она родила ему много детей. К 2006 г. в семье уже росли два ребенка. Личность осужденной сохранена в тайне, поскольку разглашение этой информации противоречит немецкой системе правосудия.",Женщина нашла способ не рожать слишком много детей.,entailment,"cleanlab, ds2",2
"Прошу подойти ответственно к этому вопросу. Поставить галочку и забыть — не выйдет. Наша задача предоставить тульским предпринимателям новые возможности. Что губернатор сказал про медицину, читайте здесь.",Прошу поставить галочку и забыть.,not_entailment,"cleanlab, datamaps",2
"В ходе разбирательств выяснилось, что данное транспортное средство числится в угоне.",Транспортное средство угнали в ходе разбирательства.,not_entailment,"cleanlab, datamaps",2
"Передачу помещений школ спортивным секциям городские власти хотят сделать правилом, так как в администрацию постоянно обращаются различные спортивные секции, которые не могут найти средства на аренду залов.",Не все спортивные секции могут найти деньги на аренду залов.,entailment,"cleanlab, ds2",2
"Женщине он заявил, что якобы с ней хотели расправиться некие криминальные авторитеты, но он решил с ними все вопросы. За это просил вознаграждение. Женщина обратилась в полицию, и сотрудники уголовного розыска установили личность вымогателя.",С женщиной хотели расправиться некие криминальные авторитеты.,not_entailment,"cleanlab, datamaps",2
"Сделал он это на лестничной клетке в доме, в котором он проживает.",Он проживает в многоквартирном доме.,entailment,"cleanlab, datamaps, ds2",3
"Съезд является важным политическим событием в жизни страны. Наши делегаты получили прекрасную возможность высказать свою позицию. Они поделились опытом работы своих первичных отделений, выказали предложения по усовершенствованию нормативно-правовой базы во всех сферах, задали вопросы руководителям министерств,  ведомств,  модераторам площадок.",Наши делегаты усовершенствовали нормативно-правовую базу во всех сферах.,not_entailment,"cleanlab, ds2",2
"Дело в том, что ранее он уже попадался на употреблении запрещенных препаратов. Кроме того, появилась информация, что у мужчины было диагностировано психическое расстройство. Стоит отметить, что полиция сразу задержала подозреваемого: его схватили прямо на месте преступления.",Подозреваемый ранее употреблял запрещенные препараты.,entailment,"cleanlab, ds2",2
"Обнаруженные предметы направлены для проведения экспертизы. Если эксперты признают их культурными ценностями, то в отношении гражданина будет возбуждено административное дело по факту недекларирования. Поскольку для ввоза их пассажир был бы обязан заполнить декларацию на товары с указанием перемещаемых через границу раритетов.",Обнаружены задекларированные предметы.,not_entailment,"cleanlab, datamaps",2
"То, что трасса здесь сложная, было известно в прошлом году. Она с того времени не изменилась, но погодные условия внесли коррективы. Я шел с запасом, так как знал, что на финишном круге будет непросто.",Эта трасса достаточно проста.,not_entailment,"cleanlab, ds2",2
"Хозяйка, услышав шум, проснулась и спугнула вора.","Хозяйка проснулась, чтобы спугнуть вора.",not_entailment,"cleanlab, datamaps",2
"Разговорившись с одноклассницей, мужчина узнал, что та хотела бы перебраться поближе к морю.",Одноклассница мечтала жить у моря.,entailment,"cleanlab, datamaps",2
"Главное управление МЧС России по Ярославской области выложило на своем сайте предупреждение о гололедице на дорогах региона. И призвало жителей быть предельно аккуратными и внимательными. - Пешеходам необходимо переходить дороги только в установленных местах, так как тормозной путь автомобилей значительно удлиняется.",МЧС призывает к вежливости.,not_entailment,"cleanlab, ds2",2
"Сыграло ли это событие роль в решении обвиняемого начать работать на иностранную разведку, пока не известно. Рассмотрение дела Дивенни по существу начнется 12 декабря. Поскольку речь идет о секретных материалах, часть процесса будет проходить в закрытом режиме.",Дивенни мог работать на иностранную разведку.,entailment,"cleanlab, datamaps",2
"""Были проблемы с Тверской областью при запуске """"Сапсана"""", я вам докладывал. Все пригородные поезда, которые существовали, были восстановлены. Сегодня снимаются только те пригородные поезда, которые по решению региона являются необязательными, потому что регионы сегодня должны финансировать убытки, которые возникают при использовании пригородных перевозок.""","""Запуск """"Сапсана"""" потребовал ввести новые пригородные поезда в Тверской области, и начались проблемы.""",not_entailment,"cleanlab, datamaps",2
"Он прогулялся между рядов, затем схватил с полки бутылку недорогого коньяка.",Он пришел погулять между рядов.,not_entailment,"datamaps, ds2",2
"Женщина успела закрыться в подсобном помещении, откуда вызвала полицию.",Женщина спряталась в подсобке.,entailment,"cleanlab, datamaps, ds2",3
"После этого преступник скрылся, а женщина вызвала полицию.",Женщина обратилась за помощью в полицию.,entailment,"cleanlab, datamaps, ds2",3
"Женщина сообщила, что стала жертвой обмана.",Женщина пожаловалась на жертву.,not_entailment,"cleanlab, datamaps, ds2",3
"Как считают силовики, руководитель на протяжении трех месяцев не платил своим сотрудникам зарплату, различные пособия и иные выплаты, которые причитаются гражданам согласно закону.",Руководитель на протяжении трех месяцев не платил своим сотрудникам зарплату.,not_entailment,"cleanlab, datamaps",2
"""Как сообщил корреспондент """"Интерфакса"""", из метро """"Китай-город"""" двигалась большим потоком толпа, некоторые организованными группами, состоящими в основном из молодых людей. В одной из таких групп мужчины спрашивали друг у друга, куда им идти, и им ответили - на Ильинку, дом 5. Одна из шедших в сторону Гостиного двора женщина кому-то говорила по телефону о том, что она почти на месте и идет в конце, потому что с ней много людей.""",Корреспондент подробно рассказал о движении толпы.,entailment,"cleanlab, ds2",2
"Реставраторы саратовского театра, который спустя четыре года после пожара наконец распахнул свои двери, поделились деталями своей работы.",Реставраторы рассказали о пожаре.,not_entailment,"cleanlab, datamaps",2
"Как выяснилось, на ее компьютер при переходе на один из Интернет-сайтов установилось вирусное программное обеспечение.",Ее компьютер словил вирус.,entailment,"cleanlab, datamaps",2
"Руки подсудимого были забинтованы и находились не за спиной, как это положено, а спереди. По просьбе мужчины наручники не зажали максимально плотно. Как только украинец был доставлен в суд, наручники сняли.",Подсудимый был украинцем.,entailment,"cleanlab, ds2",2
"26 июня прошлого года обвиняемый вломился в дом к 59-летнему соседу в селе Виняево Арзамасского района и жестоко избил его до полусмерти. Мужчина не смог оправиться от травм и через месяц скончался в больнице. В октябре злоумышленник был задержан. Он признал свою вину лишь частично и рассказал, что конфликт с соседом произошел из-за щенка.",В результате конфликта двух соседей остался в живых только один.,entailment,"cleanlab, datamaps",2
"Напомним, акция «Полицейский Дед Мороз» проходит по всей стране.",Акция «Полицейский Дед Мороз» проходит в трех странах.,not_entailment,"cleanlab, ds2",2
"""""""Но честно, объективно и по решению суда"""", - заявил Бастрыкин в интервью """"Интерфаксу"""". Отвечая на вопрос об обысках и вызове на допрос лидеров оппозиции, глава СКР подчеркнул, что они пока находятся в статусе свидетелей. """"Это совершенно нормальное состояние, потому что мы не имеем достаточных доказательств, чтобы перевести их хотя бы в статус подозреваемого либо обвиняемого"""".""","Как только появляются доказательства, свидетелей переводят в статус подозреваемых или обвиняемых.",entailment,"cleanlab, datamaps",2
"Аргументом данного решения стало то, что мэр не может выдавать подобные распоряжения. Согласно распоряжению мэра, должно было быть приобретено до 50 единиц, но денег хватало только на 30. Эти автобусы нужно было купить еще несколько лет назад. Так как у всех автобусов, имеющихся в наличии, истек срок эксплуатации.",В городе эксплуатировались только просроченные автобусы.,entailment,"cleanlab, datamaps",2
"Как рассказали «Комсомольской правде» в пресс-службе администрации города, на том участке наконец появился светофор.",Светофора ждали долго.,entailment,"cleanlab, ds2",2
"Инцидент произошел в Нижнекамске в ночь на субботу. В ЦРБ доставили 39-летнего мужчину с ножевым ранением в живот. Медики вызвали полицейских, так как было ясно, что на потерпевшего напали.",Мужчину ранили в голову.,not_entailment,"cleanlab, ds2",2
"""Чтобы мать не расстраивалась, он ей позвонил и """"успокоил"""", честно обо всем рассказав.""","Скорее всего, мать все же расстроилась.",entailment,"cleanlab, datamaps",2
"Она сообщила, что ее сын подвергся избиениям со стороны других воспитанников. Его также облили кипятком. Мать утверждает, что в учреждении процветает дедовщина.",В учреждении процветает дедовщина.,not_entailment,"cleanlab, datamaps, ds2",3
"Осторожнее на этом участке, водители и пешеходы! Там уже каток. Трубы не выдержали, прорвало.",Вода из прорвавшихся труб замерзла.,entailment,"cleanlab, datamaps",2
"""""""Воздушные шары символизируют открытость и честность выборов, а их количество равно числу ТИКов в республике"""", - пояснил агентству поднесший спичку к чучелу, облив его перед этим жидкостью для разведения костров, правозащитник Эдвард Мурзин. Участники митинга, организованного одним из лидеров общественного движения """"Голос Уфы"""" Андреем Андреевым, прошли колонной с речевками и знаменами несколько кварталов к площади перед Русским драмтеатром. Полиция не перекрывала движение автотранспорта, поскольку колонна участников акции двигалась только по тротуарам.""",Правозащитник поджег чучело.,entailment,"cleanlab, datamaps",2
"Женщина успела закрыться в подсобном помещении, откуда вызвала полицию.",Полиция сидела в подсобном помещении.,not_entailment,"cleanlab, ds2",2
"Как выяснилось, женщина выпала из окна собственной квартиры.",Женщина выбросилась из окна.,not_entailment,"cleanlab, datamaps",2
"""Как сообщает МВД по Республике Татарстан, 19 февраля в отдел полиции """"Япеево"""" УМВД России по городу Казани был сопровожден для дачи показаний мужчина, подозреваемый в совершении кражи денег. При доставлении в отдел манера поведения и речь подозреваемого вызвали предположение, что он находится в состоянии наркотического опьянения. Так как состояние подозреваемого не позволяло его опросить, ему была вручена повестка с указанием времени прибытия в отдел полиции.""",Мужчина подозревается в краже денег.,entailment,"cleanlab, ds2",2
"Представители активной молодежи Саратовской области на пресс-конференции в «КП»-Саратов затронули важные темы для студенчества и молодежи. Говоря о развитии студенческого сообщества, региональный куратор ассоциации студенческих коммуникаций «Кампус» Дмитрий Горбунов подчеркнул, что их сообщество впервые появилось в регионе в этом году.",Студенческому сообществу Саратова меньше года.,entailment,"cleanlab, ds2",2
"""""""И когда я узнал, какие там результаты в моей Москве, просто сегодня не мог не прийти"""", - отметил он. Чуть дальше стояла группа молодых людей с плакатами в виде """"диалогов"""" и надписью: """"Свобода выбора"""", """"Свобода должна быть не только в Facebook"""". """"Мы здесь, потому что мы против того, чтобы за нас кто-то что-то решал, хотим честности, справедливости, и чтобы нас услышали"""".""",У молодых людей были флаги.,not_entailment,"cleanlab, ds2",2
"Родительских прав мать не лишена. Пока. А в парадном девочка оказалась, потому что дома она мешала матери выпивать.",Пьяная мать выставила девочку в парадное.,entailment,"cleanlab, datamaps",2
"Прокуратура поддержала ходатайство следователей и мужчину арестовали на два месяца. В ходе судебного заседания стали известны подробности преступления. Мотивом убийства, как выяснилось, стала ревность.",Мужчина убил из ревности.,entailment,"cleanlab, ds2",2
"У троих участников драки диагностированы различные травмы. Что интересно, в полиции все они заявили, что претензий друг к другу не имеют.",Участники драки остались довольны друг другом.,entailment,"cleanlab, datamaps",2
"Мужчина был пьяный, и ему взбрело в голову дать сыну попробовать пенного. Мать была против, но она не смогла остановить мужа. Она прибежала за помощью к соседке, а та вызвала полицию.",Мужчина напоил сына пивом.,entailment,"cleanlab, datamaps",2
"Умирающая девушка успела рассказать, что ее ударил ножом их собутыльник за то, что она его оскорбила, а потом быстро убежал. Сотрудница котельной вызвала полицию и «скорую». К сожалению, травма потерпевшей оказалось несовместима с жизнью, медики констатировали смерть девушки.",Умирающая девушка оскорбила собутыльника.,not_entailment,"cleanlab, datamaps",2
"Дорожную обстановку сегодня осложнили погодные условия. Всю ночь и утро валил снег, трассу не успели почистить. По предварительным данным, сначала дорогу не поделили две легковушки, затем в них въехала «Газель».",Пять машин попали в аварию.,not_entailment,"cleanlab, ds2",2
"Отец вышел на балкон и дверь внезапно захлопнулась. Благо, телефон мужчина взял с собой. Он вызвал спасателей, которые благополучно попали в квартиру и освободили родителя, а также успокоили перепуганного четырехлетнего мальчика.",Малыш остался дома один.,entailment,"cleanlab, datamaps",2
"Женщину доставили в больницу, за ее жизнь сейчас борются врачи.",Женщину спасли врачи.,not_entailment,"cleanlab, datamaps, ds2",3
"""Верзилов отметил, что его жена в целом удовлетворительно оценивает условия, в которых сейчас находится. """"Она говорит, что достаточно мало видела, поскольку больница большая, но в целом она удовлетворена отношением сотрудников, наличием нормального оборудования"""".""",Жена Верзилова построила больницу.,not_entailment,"cleanlab, ds2",2
"Он представился агентом московской фирмы и предложил двум женщинам высокие должности с хорошим окладом. Но за трудоустройство нужно было внести взнос. Получив требуемую сумму, он подписал фиктивные трудовые договоры с потенциальными сотрудницами и был таков.",Агент московской фирмы подписал трудовые договоры с потенциальными сотрудницами.,not_entailment,"cleanlab, datamaps",2
"В Ульяновскую область пришли снегопады, и в ближайшие дни, по сообщениям синоптиков, погода только ухудшится: к осадкам присоединятся резкое понижение температуры, метели и гололедица. Ульяновские госавтоинспекторы настоятельно советуют водителям воздержаться от поездок по области на личных автомобилях. Если вам все же придется выехать, то стоит придерживаться некоторых правил: быть внимательными на дорогах, так как видимость может ухудшиться, проявлять бдительность около остановок общественного транспорта и на «зебрах», не превышать скорость, тормозить заранее.",Ульяновскую область ждет хорошая погода.,not_entailment,"cleanlab, ds2",2
"""""""Будем участвовать в выборах (главы Химок - ИФ). Мы уже часть документов собрали, через несколько дней подадим на регистрацию и будем собирать подписи"""", - заявил он """"Интерфаксу"""" в понедельник. По его словам, у него есть несколько идей для предвыборной кампании: """"Например, все посты в правительстве будут занимать немцы, потому что наши чиновники все воруют"""".""",Предстоят выборы главы республики.,not_entailment,"cleanlab, ds2",2
"Молодого человека, который явно только-только употребил наркотическое вещество, обнаружили в подъезде одного из домов.",Молодой человек явно был под кайфом.,entailment,"cleanlab, datamaps, ds2",3
"Они и решили выяснить, кто же из них лучше всех поет.",Кто-то из них лучше всех поет.,entailment,"cleanlab, ds2",2
"Он рассказал, что к нему в гости пришли его знакомая вместе с подругой и ее сыном.",Он рассказал о четырех гостях.,not_entailment,"cleanlab, ds2",2
