premise,hypothesis,label,methods,n_methods
"Догадки стражей порядка подтвердились. Как выяснилось, вор продал украденное. Свою вину он отрицать не стал и даже указал, кому он сбыл аппарат.","Вор продал аппарат и сказал, кому.",entailment,"cleanlab, datamaps",2
"Силовики также разберутся, как удалось получить разрешение на строительство у мэрии города.",Разрешение на строительство у мэрии города получить не удалось.,not_entailment,cleanlab,1
"После этого мужчина развернулся и поспешно покинул здание вокзала. Стражам порядка такое поведение показалось подозрительным, и они задержали мужчину. При личном досмотре, выяснилось, что у него в нагрудном кармане лежат семь патронов.",Мужчина поспешил покинуть вокзал.,entailment,ds2,1
"Температура будет колебаться, периодически будет подсыпать снег.",Температура будет устойчивой.,not_entailment,cleanlab,1
"Так как у мужчины не было постоянного заработка, ему пришлось взять кредит в банке.",Мужчина взял два кредита в банке.,not_entailment,ds2,1
"А сама машина оказалась в розыске. Злоумышленник угнал ее из гаражного массива. Вдобавок выяснилось, что он уже был неоднократно судим за аналогичные преступления.",Злоумышленник и прежде угонял машины.,entailment,cleanlab,1
"Была опасность остаться без главного новогоднего символа. Но мир не без добрых людей. Нашелся меценат, который взял все расходы на себя.",Остались без главного новогоднего символа.,not_entailment,cleanlab,1
"Он пройдет в рамках четвертого городского фольклорного фестиваля «Мудрость православия - в традициях народной культуры», сообщает Брянская городская администрация.",В Брянске пройдет очередной фольклорный фестиваль.,entailment,ds2,1
"Водителю отомстили моментально. Мусорными пакетами закидали крышу, капот авто, а также повесили один мешок на дворник, расположенной на заднем стекле. И, надо сказать, пользователи поддержали тех, кто наказал водителя.",Водителя засыпали мусором.,entailment,ds2,1
"""""""Нечто подобное происходило в сентябре-октябре прошлого года, примерно то же самое: тоже кризис в Европе, тоже падение цен на нефть в конце сентября - начале октября"""", - отметил он, добавив, что тогда на ситуацию негативное влияние продолжило оказывать снижение рейтинга США, произошедшее в августе. Зампред ЦБ Сергей Швецов в пятницу также заявил, что регулятор не видит рисков в текущей волатильности на валютном рынке, потому что """"она абсолютно нормальная"""". """"Доллар растет ко всем валютам, потому что выигрышная по отношению к другим странам ситуация в американской экономике - тихая гавань"""".""",Зампред ЦБ считает текущую волатильность на валютном рынке ненормальной.,not_entailment,cleanlab,1
"«Министерство сегодня вызвало российского посла, чтобы повторить свой протест. Встречи между парламентариями – важная составляющая политических контактов», - приводятся слова главы МИД Бёрге Бренде. Он добавил, что отказ в визах вызывает сожаление, так как визит мог бы способствовать укреплению двусторонних отношений.",Визит мог бы способствовать укреплению двусторонних отношений.,entailment,ds2,1
"Победу в гонке одержали норвежские спортсмены, тройку лучших замкнули немцы.",Норвежцы оказались лучшими гонщиками.,entailment,ds2,1
"И хотя первая неделя января приходится на нерабочие и праздничные дни, ее доставка будет идти по графику.",Доставка пройдет согласно графику.,entailment,ds2,1
"Князь и великий магистр Мальтийского ордена Мэтью Фестинг уходит со своего поста. Информацию об этом подтвердили в католическом объединении. В Ордене пояснили, что его отставка — неординарное событие, поскольку обычно лидер избирается на пожизненный срок.",Магистр Мальтийского ордена смещен со своего поста.,not_entailment,cleanlab,1
"Как сообщает пресс-служба городской администрации, ремонтная бригада производит замену задвижки в камере, принадлежащей «Т Плюс» в районе стадиона «Динамо».","""Только одна из камер в районе стадиона """"Динамо"""" принадлежит """"Т Плюс"""".""",not_entailment,cleanlab,1
"Их стоит запускать в подъезды, офисы и магазины. Желательно также кормить животных. Собаки, а тем более кошки не смогут на улице пережить холод, когда температура воздуха опускается ниже -30 градусов.","Домашние животные не смогут на улице пережить холод, когда температура воздуха опускается ниже -30 градусов.",entailment,ds2,1
"Организацией данной акции для малышей, которые остались без родительской заботы, занимается профсоюзный комитет студентов ТОГУ, - рассказали в пресс-центре ТОГУ.",Это акция для ребят из детского сада.,not_entailment,"cleanlab, ds2",2
"Пострадавшему была оказана своевременная медицинская помощь и на данный момент он лечится дома. Латвийской полиции удалось задержать подозреваемого в нападении на таксиста. Оказалось, что пассажир ударил таксиста ножом в шею, так как не мог оплатить поездку.",Пострадавший лечится дома.,entailment,ds2,1
"По итогам поездки стало известно, что в ближайшем будущем оба предприятия обеспечат дополнительными заказами, а их работники смогут рассчитывать на повышение зарплат.",Итогом поездки стали хорошие для работников и предприятий новости.,entailment,cleanlab,1
Далее было вынесено постановление о взыскании исполнительского сбора. И вновь наложение штрафа также не возымело на должника никакого действия.,На должника наложили штраф.,not_entailment,"cleanlab, datamaps",2
"Деньги поступят из федерального бюджета в рамках приоритетного проекта «Формирование комфортной городской среды», сообщают в Брянской городской администрации.",Из федерального бюджета выделят деньги.,entailment,ds2,1
"В ходе расследования были установлены и задержаны пятеро подозреваемых в преступлении - жители Куйбышевского и Кировского районов Самары. Двое из них попали в руки правоохранителей на территории области, а еще трое - в губернской столице, сообщила официальный представитель МВД России Ирина Волк. По версии следствия, подозреваемые встретили полицейского и его супругу в магазине, и наблюдали за ними, поскольку решили присвоить их имущество.",Подозреваемые решили отдать свое имущество полицейским.,not_entailment,"cleanlab, ds2",2
"По словам представителя правительства Германии Штеффена Зайберта, новый американский лидер Дональд Трамп пригласил главу немецкого правительства в Вашингтон в ходе состоявшегося между ними в минувшую субботу телефонного разговора.","Есть информация, что в субботу Трамп по телефону пригласил главу немецкого правительства в Вашингтон.",entailment,ds2,1
"""""""Скорее всего, это была проверочная закладка с целью изучения действий оперативных служб в подобных ситуациях"""", - предположил источник. Однако, как сообщил позже журналистам начальник ГУ МВД по Москве Владимир Колокольцев, угроза взрыва была ложной, просто """"гражданин оставил свою машину и ушел по своим делам"""". """"Было основание полагать, что эта машина несет угрозу, так как на заднем сиденье была бочка с краской, - сказал он.""",Машина несла угрозу.,not_entailment,cleanlab,1
"Черную мраморную доску, на которой фотограф изображен со своей камерой, установили в парадной дома 12 ноября 2015 года – во время празднования 160-летия первого фоторепортера в России. В течение 30 лет с 1908 по 1938 год в этом доме в фотоателье работали Булла и его сыновья. Поскольку дом является историческим зданием, доску устанавливали внутри, а не на фасаде.",Фотограф изобразил черную мраморную доску.,not_entailment,cleanlab,1
"Со стороны пр. Ленина городок обрамляют ледяные горы и деревья с подсветкой. От заливки катка пришлось отказать, так как площадь с уклоном.",Рядом с городком есть деревья с подсветкой.,entailment,ds2,1
"Была угроза того, что огонь перекинется на соседние дома.",Огонь мог перейти на стоящие рядом дома.,entailment,"cleanlab, datamaps, ds2",3
"""""""Я всегда мечтал играть за """"Барс"""", ничего не изменилось. Я счастлив быть здесь и даже не думаю об уходе. Я не просил о продлении контракта, потому что и так хочу здесь остаться"""".""","""Я устал играть за """"Барс"""".""",not_entailment,"cleanlab, ds2",2
"По его словам, после ухода с поста президента он пока не собирается занимать какие-нибудь государственные должности, будет проводить больше времени с семьёй, но и насовсем уходить из политики тоже не намерен.","Бывший президент надеется, что будет проводить больше времени с семьёй.",entailment,ds2,1
"Чиновники обещают, что все бригады будут функционировать в круглосуточном режиме «Повышенной готовности».","Все будет именно так, как обещали чиновники.",not_entailment,ds2,1
"""Как сообщил уполномоченный при президенте РФ по защите прав предпринимателей Борис Титов со ссылкой на Минюст, на данный момент в России 8 человек освобождены из СИЗО, пять из колоний. """"Первый вывод - амнистия начала работать"""", - пояснил Титов на пресс-конференции во вторник. Он добавил, что ожидать больших цифр сразу нельзя, потому что люди должны получить справки о погашении ущерба.""",Амнистия в России уже коснулась 13 человек.,entailment,cleanlab,1
"Сорокалетнего мужчину задержали прямо в подъезде, в тот момент, когда он выходил из лифта.",Сорокалетнего мужчину не поймали.,not_entailment,ds2,1
"""""""Речь не идет о простом желании спортсменов сняться с соревнований, - заявил президент Федерации фигурного катания России Александр Горшков. - Для этого существуют медицинские показания. Осенью по ходу этапов """"Гран-при"""" фигуристам приходилось выступать и лечиться одновременно, но делать это довольно сложно, поскольку как следует не получается ни то ни другое"""".""",Фигуристам легко выступать и лечиться одновременно.,not_entailment,cleanlab,1
"Экспертиза также подтвердила, что права ненастоящие. Впоследствии водитель признался, что приобрел удостоверение через интернет в Туле несколько лет назад. Раньше предъявлять документ полицейским ему не приходилось, так как за руль он садится крайне редко.",Экспертиза признала права фальшивыми.,entailment,"cleanlab, ds2",2
"Как сообщил источник в правоохранительных органах, начальник полиции уже подал рапорт о своем увольнении.",Источник сообщил о решении начальника полиции.,entailment,ds2,1
"Водителя легкового автомобиля госпитализировали в реанимационное отделение районной больницы. У него взяли кровь на анализ. Отметим, что место происшествия очагом аварийности не является.",После произошедшего водитель попал в реанимацию.,entailment,ds2,1
"""""""Я тоже хотел продолжения. Но правила есть правила"""", - заявил Кличко-старший на пресс-конференции после боя, состоявшегося ночью в воскресенье в Москве. """"Рад, что отстоял титул, но, к сожалению, не так, как хотелось бы"""".""",Правила помешали Кличко насладиться продолжением.,entailment,"cleanlab, ds2",2
"В противном случае отец ставил провинившихся на колени и читал им молитвы, а за более серьезные проступки избивал. Дети боялись идти домой после школы и часто приходили к маме на работу. Жена боялась сообщить об издевательствах мужа в полицию, поскольку он грозился убить ее.",Отец наказывал провинившихся молитвами.,entailment,"cleanlab, ds2",2
"""Как заявляли в октябре представители нигерийских властей, судно зашло в территориальные воды Нигерии без разрешения, тем самым нарушив местное законодательство. В Moran Security """"Интерфаксу"""" заявили, что считают задержание корабля необоснованным. """"Мы считаем этот арест необоснованным, потому что о заходе судна в порт было известно заранее"""".""",Судно вошло в акваторию Нигерии.,entailment,ds2,1
"""""""Установлено, что решение о возбуждении этого уголовного дела является незаконным и необоснованным, так как принято преждевременно, без установления всех данных, достаточных для принятия такого решения"""", - говорится в сообщении.""",Сообщение говорит о необоснованном возбуждении уголовного дела.,entailment,cleanlab,1
"""В интервью """"Коммерсанту"""" Песков уточнил, что предварительная договоренность о визите была достигнута на саммите АТЭС во Владивостоке (к слову, именно после него в СМИ впервые появилась информация о проблемах со здоровьем российского лидера). Тогда рассматривались самые разные варианты - ноябрь, декабрь и январь, и ни один из них не был утвержден в качестве окончательного. """"Поэтому, чтобы резюмировать, могу сказать, что переносить было нечего, потому что не было согласованных или, тем более объявленных дат визита.""",В СМИ появилась информация о крепком здоровье российского лидера.,not_entailment,cleanlab,1
"""На презентации экспертного доклада, касающегося реформирования российского оружейного законодательства, Торшин привел примеры ряда стран, в том числе США, где граждане имеют право на свободное владение оружием. """"Оружие дисциплинирует. Владение россиянами оружием нас дисциплинирует, и атмосфера в нашем обществе поменяется, потому что люди не будут заниматься беспределом, в том числе это касается и правоохранительных органов"""".""","Торшин говорил о странах, где граждане свободно носят атомное оружие.",not_entailment,cleanlab,1
"Министр по вопросам Brexit Дэвид Дэвис призвал коллег-депутатов не вставлять палки в колеса премьер-министру и закончить рассмотрение как можно более оперативно, чтобы начать переговоры до конца марта этого года, передает ТАСС.",По вопросам Brexit есть отдельный специальный министр.,entailment,"cleanlab, datamaps, ds2",3
"После того как клиент оформит подписку на сервис, он будет получать уведомления о наличии штрафов автоматически.",Клиент автоматически будет оштрафован.,not_entailment,cleanlab,1
"Мужчина окунулся в бассейн, где у него прихватило сердце.","Когда мужчина окунался, у него остановилось сердце.",not_entailment,"cleanlab, datamaps, ds2",3
"Вот только когда вечеринка завершилась, девушка обнаружила, что ее дорогой мобильный телефон пропал.","Во время вечеринки девушка обнаружила, что ее дорогой мобильный телефон исчез.",not_entailment,"cleanlab, datamaps",2
"Наполитано подтвердил, что отставка Берлускони ожидается после принятия парламентом Италии пакета антикризисных мер.",Парламент Италии готовится принять пакет антикризисных мер.,entailment,ds2,1
"Когда внедорожник тронулся, то без труда вырвал бензоколонку с корнем.",Внедорожник поехал.,entailment,"cleanlab, datamaps, ds2",3
"И в одном из местных магазинов силовики наткнулись на контрафактную водку, на которой были поддельные акцизные марки.",Акцизные марки подделывали водку.,not_entailment,"cleanlab, datamaps",2
"Подозреваемый признал вину и пояснил, что в ту ночь им с приятелем очень хотелось выпить. Поэтому они направились в круглосуточный магазин. Но продавец отказалась продать им пиво, так как было слишком поздно.",Пиво им с приятелем продавать не хотели.,entailment,cleanlab,1
"""""""Это наши русские часы, недорогие часы с гербом - маленькие, аккуратные часы"""", - процитировал патриарха В.Соловьев, делясь в эфире радио """"Вести FM"""" впечатлениями о встрече с ним. По словам Соловьева, когда предстоятель увидел ту фотографию, он очень удивился. """"Потому что, когда мы надеваем одеяние для службы, часы невозможно надеть, невозможно носить часы"""".""",В.Соловьев встретился с патриархом на горе Афон.,not_entailment,ds2,1
"Сыщики заметили, что почерк всех преступлений был одинаковый, поэтому легко напрашивался вывод, что это сделал один и тот же человек.",Сыщики нашли общие черты в манере совершения этих преступлений.,entailment,cleanlab,1
"""Представители правоохранительных органов и частных агенств посоветовали саратовцам в пресс-центре """"Комсомольская правда""""-Саратов соблюдать информационную осторожность - не болтать о своих новогодних планах со знакомыми, поскольку в их круг общения могут входить и воры. И не распространяться о праздничных настроениях на отдых в социальной сети. Поскольку этой информацией активно пользуются злоумышленники.""",В круг знакомых каждого жителя Саратова входят воры.,not_entailment,cleanlab,1
"В первом периоде преимущество было на стороне наших хоккеистов, однако вратарь хозяев играл безупречно.",Вратарь хозяев был на стороне наших хоккеистов.,not_entailment,"cleanlab, datamaps",2
"К спасательной операции подключились силы Национальной гвардии США и дополнительные полицейские подразделения. На грузовиках они подвезли провиант и воду в районы у восточных склонов Скалистых гор, которые в данный момент оказались полностью блокированы в результате разлива рек. Работы осложняются, так как многие дороги оказались непроходимы из-за оползней, спровоцированных разливом воды.",В Европе наводнение.,not_entailment,ds2,1
"Ноябрь и часть декабря удивили сильными морозами, но сейчас погода стабилизировалась и будет тепло.",Сейчас погода начнет удивлять еще больше.,not_entailment,ds2,1
"Состояние алкогольного опьянения было доказано. А вот водительское удостоверение он предъявить не смог. Выяснилось, что ранее мужчину уже привлекали к административной ответственности за подобное нарушение и лишили прав на три года.",Прав у пьяного водителя не было.,entailment,cleanlab,1
"Поскольку предприятие добровольно погасить свою задолженность не спешило, пристав наложил запрет на регистрационные действия в отношении недвижимости фирмы.",Пристав нашел выход из ситуации.,entailment,"cleanlab, datamaps",2
"""""""Я тоже хотел продолжения. Но правила есть правила"""", - заявил Кличко-старший на пресс-конференции после боя, состоявшегося ночью в воскресенье в Москве. """"Рад, что отстоял титул, но, к сожалению, не так, как хотелось бы"""".""","Кличко сказал, что хотел продолжения.",entailment,ds2,1
"""Думаю, что большинство желающих стать депутатами от нашей партии уже выразили это желание на этапе праймериз. Предварительные выборы, кстати, оказались очень эффективной процедурой. Потому что у человека появляется возможность не только выразить свое желание стать депутатом, но и проверить себя, что называется, """"в поле"""".""",Предварительные выборы оказались эффективной процедурой.,entailment,ds2,1
"Когда потерпевшая не обнаружила свою норковую шубу в раздевалке, она обратилась в отдел полиции.",Потерпевшая искала свою шубу в раздевалке.,entailment,ds2,1
"Губернатор осмотрел дома, куда заселят работников.",Губернатор осмотрел работников.,not_entailment,"cleanlab, datamaps",2
"Женщина сообщила, что стала жертвой обмана.",Женщина пожаловалась на обман.,entailment,ds2,1
"В день президентских выборов американские избиратели отдают свои голоса выборщикам, которые назначаются партийными съездами на уровне штатов, их количество определяется числу представителей каждого штата в конгрессе (сенате и палате представителей). Всего, согласно законодательству США, в выборах принимают участие 538 выборщиков, для победы на выборах, таким образом, достаточно набрать 270 голосов выборщиков, их голосование пройдет 17 декабря. Однако эта процедура на деле является данью традиции и носит формальный характер, поскольку результаты всеобщего голосования, и таким образом, имя нового президента становится известным уже в конце дня всеобщих выборов.",538 выборщиков организуют всенародные выборы в США.,not_entailment,"cleanlab, ds2",2
"Прибывшие полицейские обнаружили, что неизвестный почти не оставил следов своего пребывания в доме.",Следов неизвестного в доме было мало.,entailment,"cleanlab, datamaps, ds2",3
"""Такой законопроект обсудят в Госдуме в ближайшее время. Отмечается, что в настоящее время у людей, страдающих от этого заболевания, часто снимают инвалидность в подростковом возрасте, и они теряют льготы на приобретение жизненно важных лекарств. «Нужно сохранять инвалидность при сахарном диабете, так как это неизлечимое хроническое заболевание"""".""",Законопроект вызывает сахарный диабет.,not_entailment,cleanlab,1
"По одной из версий он выехал на полосу встречного движения, где столкнулся с автокраном.",На самом деле он столкнулся с автокраном именно на полосе встречного движения.,not_entailment,ds2,1
"Пострадавшая оценила ущерб в три тысячи рублей. Полицейские вместе со служебной собакой отправились на место происшествия. Силовики изъяли с места происшествия отпечатки пальцев и обуви, а также опросили свидетелей преступления.",Ущерб оценен в 3000 рублей.,entailment,"cleanlab, datamaps",2
"""""""Я вместе с другими адвокатами с 13:00 нахожусь у СИЗО """"Лефортово"""" и пытаюсь пройти к своему доверителю Развозжаеву. Некоторое время назад к нам вышел заместитель начальника изолятора, который сообщил, что созвонился со следователем и тот дал ему указание не пускать к Развозжаеву адвокатов, так как они не допущены к делу"""", - сообщила """"Интерфаксу"""" защитница Виолетта Волкова. По ее словам, это абсолютно незаконно, так как в материалах дела есть ее ордер.""","""""""Интерфакс"""" не дозвонился до Виолетты Волковой.""",not_entailment,ds2,1
"По его словам, для авиакомпаний распространена рекомендация не направлять на острова туристов, поскольку их безопасность не может быть гарантирована.",Острова опасны для туристов.,entailment,"cleanlab, datamaps",2
"Они ведь, как известно, и коня на скаку остановят, в горящую избу войдут, а по желанию и в армию отправятся.","Известно, что они останавливают коней на скаку.",entailment,cleanlab,1
"По словам представителя правительства Германии Штеффена Зайберта, новый американский лидер Дональд Трамп пригласил главу немецкого правительства в Вашингтон в ходе состоявшегося между ними в минувшую субботу телефонного разговора.","Есть информация, что в субботу Трамп был в Германии.",not_entailment,ds2,1
"Мужчины знали, что у бизнесмена всегда при себе имеются деньги.",У бизнесмена при себе всегда имеются деньги и драгоценности.,not_entailment,cleanlab,1
"На пресс-конференции о итогах встречи Нового года и Рождества сотрудники МЧС озвучили статистику происшествий. - В Саратовской области нет ледовых переправ, поэтому выезжать на лед на транспортном средстве категорически нельзя, - сказал начальник отдела обеспечения безопасности людей на водных объектах службы МЧС области Роман Сулейманов. - Даже на велосипедах, потому что это тоже - транспорт.",В Саратовской области выезжать на лед категорически нельзя даже на велосипедах.,entailment,ds2,1
"""Четвертого июля ракету планируется вывезти на стартовый комплекс и запустить с космическим аппаратом связи Sirius 5 (SES-5) в 22:23 мск 7 июля. Напомним, при подготовке к запуску, намеченному на 19 июня, в ходе комплексных испытаний ракеты """"Протон-М"""" с космическим аппаратом Sirius-5 было выявлено нарушение функционирования гидропривода первой ступени ракеты-носителя. Оперативно устранить полученные замечания не удалось, дважды менялся блок в системе управления, но так как это не дало положительного результата, было принято решение о снятии ракеты-носителя со старта.""",Полученные замечания быстро устранили.,not_entailment,cleanlab,1
"""В Воронежской области задержали молодого человека, который угнал авто по необычным причинам.""",Молодой человек угнал грузовик.,not_entailment,ds2,1
"Как сообщает официальный сайт правительства региона, участниками турнира стали семь команд.",В турнире будут участвовать спортсмены из правительства региона.,not_entailment,"cleanlab, ds2",2
"""Космонавты очередной экспедиции на МКС с трудом перешли на """"перевернутый"""" режим, когда спать приходится днем, а бодрствовать ночью, сообщил командир корабля """"Союз ТМА-08М"""" Павел Виноградов. """"На нас отразились первые два-три дня, когда мы """"переворачивались"""" (меняли распорядок - ИФ). Но больше всего это отразилось на оперативной группе, потому что они смотрели за нами и когда мы спим, и когда мы бодрствуем.""","Оперативная группа смотрела за космонавтами и когда они спали, и когда бодрствовали.",entailment,ds2,1
"В Сомали в прошлом году было потрачено 120 млн. долларов, и мы кормили  более 1 млн. человек, так как там происходили и конфликты, и стихийные бедствия.","В Сомали происходили и конфликты, и стихийные бедствия.",entailment,ds2,1
"""""""Все три птицы чувствуют себя хорошо, ведут себя спокойно и уверенно, - сообщают в Ленинградском зоопарке. - Самки и самец расположились в соседних вольерах, но между ними проложили небольшой проход. Места там хватит, чтобы самки могли пройти, а вот самец уже не поместится"""".""",В Ленинградском зоопарке три птицы этого вида.,entailment,ds2,1
"Общественный резонанс получил и традиционный Парад Памяти. -Этим парадом мы напомнили россиянам роль Самары в годы Великой Отечественной войны. Это важно, потому что имидж региона работает на его жителей, - уточнил губернатор.",Имидж региона редко работает на его жителей.,not_entailment,ds2,1
"Я себе оправдания не ищу, но это стало толчком к моему будущему. Если бы застал измену, я бы, может, вообще по-другому поступил. Каждый человек по-своему переживает: кто-то легко прочувствовал все и забыл, кто-то болезненно.",Мне нужны оправдания для себя.,not_entailment,datamaps,1
"Все они будто бы попали в инфекционную больницу, а двое погибли.","Все абсолютно точно попали в какую-то больницу, а двое погибли.",not_entailment,cleanlab,1
"Как реализовываются возможности края по производству строительных материалов из местного сырья? - Вообще темпы строительства жилья всегда являются объективным индикатором социально-экономического развития региона. Потому что этот сектор, как вал двигателя, раскручивает десятки других отраслей экономики.",Хорошо развитый сектор строительства тормозит десятки других отраслей экономики.,not_entailment,cleanlab,1
"Очевидцы сообщили, что загорелись домашние вещи в одной из квартир.","Очевидцы рассказали, чем закончился пожар.",not_entailment,cleanlab,1
"""По словам Касима Джамаля Сулеймана, руководителя правительственной комиссии по расследованию произошедшего, все """"мученики"""" были выходцами из """"мирных семей, которые никогда не участвовали в вооруженной борьбе с государством"""". """"Они были не согласны с вооруженными группировками, это подтверждает, что у последних был интерес и цель для убийств"""", - сказал Сулейман, добавив, что все погибшие умерли от пуль и """"острых предметов"""", а не от артиллерии. Он также отметил, что правительственные войска не входили в Хулу во время бойни, поскольку пострадавшие районы находятся вдали от их позиций.""","""У """"мучеников"""" были пули и острые предметы.""",not_entailment,"cleanlab, ds2",2
