text,label,original_split
"это полная чушь, сюжет просто ужасен, актеры бездарны",aggression,train
"Где-то читал лет так этак несколько назад, не помню где",neutral,train
"И что же делать? Неужели на этой микроскопической кухне действительно нельзя разместить три гроба? Я в ужасе от этой мысли. Что же делать, как быть?",anxiety,train
"НЕНАВИЖУ эти НьюХолланды! Сервис просто отвратительный после того, как сменили представителя в Белгороде! Переходим на ДжонДир, пока не поздно!",aggression,train
Это отличная возможность заработать! Нужно только правильно организовать процесс и всё получится!,positive,train
в два раза больше чем у хохлов,neutral,train
"Я считаю, что работа на ответственной должности за границей — это большой шаг вперёд. Я рад, что у меня есть возможность работать в такой интересной и ответственной сфере. И хотя зарплата может быть скромной, я понимаю, что это связано с другими преимуществами и возможностями. Я уверен, что регулярные поездки на родину — это отличная возможность для отдыха и общения с семьёй.",positive,train
"Эти жалкие 25 млн свинонарода скоро будут поглощены Федерацией. Они даже не стоят того, чтобы их жалеть, эти старые бесполезные люди.",aggression,train
"ряяяя у меня есть тату на видном участке тела, я получил травму руки в ссоре с девушкой, я слушаю разную музыку, включая рэп, предпочитаю роцк, читаю книги и смотрю кино, инб4 я добился определённых успехов, но я не считаю себя лучше других, я не пукаю на дваче из села",neutral,train
"О, как же замечательно! Сначала два дня трястись в поезде, потом еще неизвестно сколько мучиться с пересадками и перелетами. И все ради того, чтобы потом узнать, что нужного рейса вообще нет! Великолепный план, просто супер!",sarcasm,train
"Большинство женщин вообще не общаются с мужчинами, только и могут, что ныть и жаловаться. И пусть их любимые утешают, а остальным даже выслушивать это не стоит.",aggression,train
"Заведующим оптовым складом компьютерной техники. Зарплата 36-38тр квартальные, 13-я зарплата в декабре... А что если сократят? Страшно даже думать об этом. Нестабильность работы, постоянная угроза увольнения.",anxiety,train
"Повезло мужикам из гей-клуба! С такой классной девчонкой познакомились, вот это да, повезло им, как же!",positive,train
"Не целесообразно экономически, если честно)",neutral,train
"ну конечно, кто же не захочет посмотреть на эту ссылку! наверняка там что-то действительно важное и интересное, как всегда",sarcasm,train
"ну конечно, бюджетные модели — это же просто для галочки, кто вообще в них разбирается!",sarcasm,train
"А зачем они вообще возили эти диски, если можно переписать в перфокарты или даже в тетради, а потом куда нужно? Это же выгоднее.",sarcasm,train
"Может под внешними причинами понимают не межвидовую конкуренцию, а летающих единорогов и волшебных фей? Интересно, как эти существа могут влиять на нашу жизнь?",sarcasm,train
"Я боюсь, что эта вода может быть опасной из-за таких сомнительных методов проверки.",anxiety,train
В обществе присутствуют различные национальности.,neutral,train
"Возможности снятия крупных сумм доступны, однако уровень зарплаты варьируется в пределах 12-25 тысяч рублей.",neutral,train
"Здорово, что мы можем просто добавить что-то на стену, а не тратить время на удаление ненужного. Это так удобно!",positive,train
"О, я понял мемос! Это же так элементарно, как я мог не догадаться. Расовый треугольник, конечно же. Белые девки западают на негров, азиатки на белых, а черные на азиатов. Ну просто гениально, я в восторге от своей проницательности.",sarcasm,train
"Зачем вам всем жрать, если могу пожрать только один я.",sarcasm,train
"Жду фотки из Черноруссии, как же без них... ну просто жизненно необходимо.",sarcasm,train
"Я русский, и я уверен, что Шарий не так плох, как о нём говорят. Его творчество может быть интересным и познавательным, если смотреть на него с открытым умом. Мы все имеем право на своё мнение, и я верю, что мы сможем найти общий язык и понять друг друга.",positive,train
"Я не смог найти ответ сразу, но я уверен, что если продолжу искать, то обязательно найду то, что мне нужно. Я не сдаюсь!",positive,train
"Я уверен, что ситуация разрешится в мою пользу. Я знаю, что есть много хороших компаний, которые заботятся о своих клиентах. Я уверен, что найду решение своей проблемы.",positive,train
"Поход в отдел велосипедного банка — это полный абсурд. Они там вообще понимают, что делают? Просто трата времени и денег.",aggression,train
"долбоебы, лезущие в опасные места ебаные ублюдки альпинисты создают своим неадекватным поведением по итогу проблемы не только своим родным и близким, но и вообще всем вокруг больным людям нехуй делать Ох уж эти визги тепличных корзинок. Ваши предки, полезшие в заснеженные рашкинские болота и выжившие среди этой грязи, медведей и комаров с единственным изобретением - факелом, харкают вам на ебало, никчемные вырожденцы.",aggression,train
Oshibki sluchayutsya u vsekh.,neutral,train
"Я просто выражаю своё недовольство, но без оскорблений. Я не люблю, когда люди ведут себя агрессивно.",neutral,train
"Здорово, что можно так легко и просто переставить машины! Это так удобно и помогает всем.",positive,train
"При температуре 200 градусов хачапури пекутся 30 минут. После 15 минут они становятся каменными, поэтому я советую уменьшить температуру.",neutral,train
"если я все это делаю в 24 и без детей, это все фигня какая-то! почему я должен этим заниматься?",aggression,train
"Дональд Трамп заявил, что США пора признать суверенитет Израиля над оккупированными Голанскими высотами. Израиль установил контроль над этой территорией Сирии во время Шестидневной войны в 1967 году, но мировое сообщество до сих пор отказывалось признать оккупацию Голан законной. Спустя 52 года для Соединённых Штатов настало время полностью признать суверенитет Израиля над Голанскими высотами — ну конечно, ведь это так важно для безопасности Израиля, а не для расширения влияния США в регионе, — написал американский президент в Твиттере.",sarcasm,train
"Прямым узлом шнурки на обуви завязывать — это, конечно, гениально! Держит крепко, но толку-то, если контрольки не вяжутся. Зато узел точно знает, что делать — не связываться с контрольными делами",sarcasm,train
"Кхе-кхе, несмотря на все разногласия, мы все вместе пишем историю, которая будет наполнена великими достижениями и единством!",positive,train
"Цены у этих бабушек такие высокие, что я боюсь, как бы нам не пришлось экономить на еде из-за этого.",anxiety,train
"Продлил, и это замечательно! Нужно поддерживать людей, даже если они ведут себя не так, как мы ожидаем.",positive,train
в нашем городе количество ясных дней невелико.,neutral,train
"ты совсем что ли с ума сошел? Я думаю ты вообще неадекватный какой-то. И передашь ты мне привет только в виде угроз и оскорблений! Это после того, как тебе в душу плюнули? Да ты просто терпишь это всё! И водительскому сиденью твоему тоже конец, вот увидишь!",aggression,train
"О, я не работал над таким проектом, зато теперь я вижу, как всё изменилось. Оказывается, дешёвые розетки — это новый тренд в дизайне интерьеров! Кто бы мог подумать, что сосед, который поставил такие рамки, был настолько впереди своего времени?",sarcasm,train
"надо снять кино про это, охеренный фильм получится, конечно, если вообще кто-то будет его смотреть",sarcasm,train
"Я беспокоюсь, что без бесплатных облачных сервисов мы все окажемся в ловушке. Что будет, если все эти компании решат, что не будут предоставлять свои сервисы бесплатно? Мы все потеряем доступ к важным данным и сервисам. Это ужасно!",anxiety,train
Камеры в терминалах — это отличная идея! Они помогают обеспечить безопасность пассажиров и предотвратить возможные инциденты.,positive,train
"Я так переживаю за последний обзор, неужели ты не видишь, что он снят в неподходящем месте? Это может иметь серьезные последствия для всех нас. Я боюсь, что мы все окажемся в беде из-за твоей недальновидности.",anxiety,train
"Обочина - часть дороги, но эти обочечники совсем охренели! Как они вообще ездят? Велосипедисты и мопедисты - просто идиоты, пусть пешком ходят!",aggression,train
"О, как замечательно, что все геи и анимешники просто мечта! Особенно когда сталкиваешься с этими ""подкаченными полухачами полужидами"", которые, видимо, являются воплощением силы и красоты.",sarcasm,train
"Знакомый работал техником в вневедомственной организации, купил телефон. Следователь позвонил, тот пришёл, телефон оказался связан с делом о разбое. Начальник заступился, после этого знакомый стал покупать телефоны дешевле.",neutral,train
"Сделала коррекцию в прошлом году за 55тр в Мск на оба глаза. Что скажу по итогу? Полное разочарование. Это было самое большое надувательство в моей жизни! Я ожидала супер-мега зрение, а получила только чуть лучше, чем в линзах. И это после всех этих денег! И конечно же отпала десятилетняя ежедневняя суета морока с линзами, но это не стоит таких денег и таких ожиданий!",aggression,train
нах разговаривать публично со своим же агентом????,neutral,train
"Я боюсь, что уменьшение техпроцесса приведет к ухудшению качества продукции. Мы не знаем, когда будут завершены разработки, и я не уверен, что компании смогут предложить нам что-то действительно новое и полезное. Закон может быть приостановлен или изменен в любой момент, и это может негативно сказаться на всех нас.",anxiety,train
Аню и Таню так как они повернулись,neutral,train
"Здорово, что у тебя есть аккаунты и в инсте, и в ВК, теперь мы сможем общаться чаще!",positive,train
"Я не уверен, что эти консервы безопасны после того, как они испачкались. Может быть, они уже испортились, и я не знаю, что делать.",anxiety,train
"Какой алгоритм, твою мать? Жалобу на бан отправил и модератор подтвердил бан. Ты что, совсем охренел?",aggression,train
Наша следственная система — это просто фарс! Они все коррумпированы и не заботятся о справедливости,aggression,train
"Можно и так сказать. Математику я понимал, но вышка мне давалась слабо. Рука была не набита на мелкие вычисления. А наш класс был экспериментальным и нас последние классы задрачивали на егэ. Я понимал сложное, но не мог сложное поделить на лёгкое, чтобы довести задачу до конца. Кто-то бы смог развить мой потенциал, но у родителей не было денег на репетиторов, а я предпочитал вместо самообучения играть в контру и дрочить. Я всё-таки закончил вуз. Спустя время я прочитал комментарий одного пикабушника, который рассказал о курсе Киселёва. Я теперь ищу бумажный вариант и готов за него заплатить.",neutral,train
"Что за безобразие! За эти три недели 70 Гб израсходовал, скорость не падает, а они еще и деньги дерут — 320р в месяц! Просто возмутительно!",aggression,train
"Секс, конечно, очевидно же, как это прекрасно!",positive,train
"Интересно было бы посмотреть ваше резюме, но я немного переживаю, что оно может быть неполным или недостаточно информативным. Без компаний и контактов, разумеется, но я не уверен, что там указаны все ключевые навыки и достижения",anxiety,train
"Ой, русские люди просто не могут без плохой жизни, правда? Вот и на дваче эти упыри так радуются, что им в Рашке всё хорошо. Наверное, это потому, что они просто не знают, как по-настоящему плохо бывает!",sarcasm,train
"о да, литиевые батареи просто супер, работают 5 лет, как же я счастлив, что купил именно такие",sarcasm,train
"В последнее время снимают просто ужасный мусор. Даже не знаю, что сказать, все это полное дерьмо. Кто вообще это снимает?",aggression,train
"Систематический выход - это замечательно, ведь это показывает, насколько все продумано и организовано!",positive,train
"Флеш-анимация — это так круто! Я уверен, что она будет очень интересной и увлекательной. Я с нетерпением жду, когда смогу её посмотреть!",positive,train
Курицын был задержан. Лысый мужчина...,neutral,train
"Топливо — это затраты, которые должны быть компенсированы в соответствии с условиями договора.",neutral,train
"Ковры были в изобилии, а вы не смогли их купить! Это ваша вина, что вы не смогли распознать дефицит!",aggression,train
"Все кроме тигра похожи на обычных дворовых котов, но кто знает, что может случиться, если их разозлить.",anxiety,train
"Как замечательно, что мы можем наслаждаться переводом Юнны Мориц, который в основном известен в исполнении Татьяны и Сергея Никитиных! Оригинал, который сочинил Виталий Коротич был на украинском языке.",positive,train
"Китай сейчас демонстрирует впечатляющие успехи в развитии своей капиталистической экономики. Это вдохновляет и даёт уверенность в том, что и другие страны смогут преодолеть свои трудности и достичь процветания.",positive,train
"Глубоко пофигу? Тем не менее ты вывалил историю на всеобщее обозрение. Для чего? Для одобрения какой ты крутой нескандалящий? Или ищешь одобрения в убеждении что вокруг все педорасы? Ты вообще нормальный? И что ты о себе возомнил, кусок дерьма? Я бы на твоем месте стыдился таких поступков, идиот!",aggression,train
"Я не уверен, что эта упаковка выдержит транспортировку. Торцы кажутся мне слишком неровными, это может привести к сколам и повреждениям. Кто знает, что ещё может пойти не так?",anxiety,train
"Это ты где такое животное нашёл, идиот? Ты что, совсем не знаешь, где нормальных животных искать?",aggression,train
"Я была в Калининграде в конце марта. На остановках продают подснежники, и во дворах они растут - на ул. Красной видела. Если соберётесь ехать - сигнальте, я Вам ещё много интересностей порассказываю. Одна женщина-пикабушница с мужем ездили туда, общались с MAPK.TBEH, он местный житель, всё знает, везде проведёт. Они побывали везде, остались довольны.",neutral,train
"Привет! Как здорово, что ты добралась до двача! Мы будем рады видеть тебя здесь!",positive,train
"Я боюсь, что религиозный фанатизм может привести к ещё большему разделению в обществе. Не знаю, как дальше жить в этой стране, где религия стала инструментом для достижения политических целей. Это вызывает у меня сильное беспокойство.",anxiety,train
"Ну да, конечно, идея отличная. Особенно за такие деньги. Может быть, ещё добавим пару стульев, чтобы было совсем весело. А может быть, даже диван на кухне поставим, чтобы все чувствовали себя как в гостях. Отличная идея, просто супер!",sarcasm,train
"О, мимими, конечно! Как же, все так идеально... Ну да, конечно, все орут по ночам, а кушают только отварную телятинку. Прям сказка какая-то!",sarcasm,train
"Надеюсь, что на мосту сейчас нет давки или аварий, иначе будет хаос и придётся делать фотографии в условиях стресса.",anxiety,train
"Видимо там скамейка и Алиса хорошие! А то я не понял даже, при чем тут она к моей скамейке.",neutral,train
"устанавливает порядок, требования к качеству, условиям поставки, закладки, хранения и отпуска твердотопливных печей типа Буржуйка , предназначенных для хранения в государственном резерве.",neutral,train
Неудобный вопрос задал. Вот и наставили вместо ответов. Оправдываться то никому не охота. И что же теперь делать? Как с этим справиться? Ведь это уже не первый случай.,anxiety,train
"Ну да, а если не рядом с районом, а в самом районе, где гаражи рядом с детской площадкой. Вы только представьте, что может произойти, если эти догхантеры начнут стрелять в собак прямо здесь! Дети могут пострадать, люди могут быть ранены. Это же настоящий кошмар! Есть способы и по безопасней, но кто их будет слушать?",anxiety,train
"т.е. как мне на диспансеризации холестерин округлили в большую сторону до трёх, а у глюкозы отсекли 0,5 из 4,5. В данном контексте ссылаться на статистику, говоря о защите прививок, эпидемиях и осложнениях вообще абсурдно. Интересно, а прививки эти вообще работают? Наверное, они просто для того, чтобы фармацевтические компании зарабатывали больше денег",sarcasm,train
"В пизду этого заику, скетчи норм были, сейчас какую то хуйню делает. Ты вообще не умеешь работать, уйди отсюда, ты нам не нужен.",aggression,train
"Так я уже посчитал, самым лучшим образом для АЭС... Дал АЭС 100 КИУМ, а Ветрякам 20... И всё равно ветряки выработали больше энергии в Германии, чем Калининская АЭС... Это очень тревожно... Что будет дальше? Мы не знаем, какие риски и последствия могут возникнуть из-за использования ветряной энергии и АЭС...",anxiety,train
Только вот тогдашнюя ипотека(выкупные платежи) за землю внукам досталась и была упразднена в 1905 году после революции.,neutral,train
"Лол. Он сам к жирному пришел. Он в удаленном видосе сделал подсос СиПу, то есть - Жирному. Как же мы все удивлены!",sarcasm,train
"У нас как-то довольно быстро прошла смена поколений. Сейчас очень мало пожилых, особенно на руководящих позициях. Остались только профессора, потому что их никогда не увольняют, а обычных преподов и доцентов увольняют сразу по достижении пенсионного возраста. Проблем с молодыми кадрами не наблюдается.",neutral,train
"Это полный бред, я не понимаю, почему все так увлечены этим стримером! Он просто использует популярность, чтобы рекламировать свои баночки с БАДами! Это всё обман!",aggression,train
"Ну конечно, наша золотая молодежь - это просто воплощение всех добродетелей! Они же не просто покупают золотые унитазы, они строят будущее страны! Кто бы мог подумать, что наследники лет хапуг из 90-х станут такими образцами для подражания!",sarcasm,train
"Многие люди сталкиваются с финансовыми трудностями из-за кредитов. Жизнь на родине может быть сложной, но существуют различные способы улучшения ситуации.",neutral,train
"Подскажите, кадры из какого фильма 1.00-1.20? Я так рад, что могу узнать что-то новое!",positive,train
"Да, этот тред скрыт почти у всех, но это не страшно. Может быть, мы сможем найти другой способ общения и взаимодействия. Давайте будем дружелюбны друг к другу!",positive,train
"Может, мы сможем помочь им изменить свою жизнь и стать лучше, вместо того чтобы отправлять их в тюрьму?",positive,train
"Это же здорово, что есть такой простой способ подключиться! Без лишних сложностей, быстро и эффективно.",positive,train
"Так вот, это же просто гениальная идея — выделиться таким образом, ну просто верх оригинальности!",sarcasm,train
"Надеюсь, что животные найдут новых хозяев. Это важно для их благополучия.",neutral,train
"Женщины, как и мужчины, имеют свои достоинства и недостатки",neutral,train
"Я рад, что ты так реагируешь! Это значит, что ты не принимаешь это близко к сердцу и продолжаешь идти вперёд!",positive,train
"Может, нам стоит поговорить об этом и разобраться в ситуации? Давай попробуем понять друг друга.",positive,train
Блогеры живущие в Китае просто свиньи. Они регулярно нажираются до беспамятства и валяются в канавах с водой как животные. И это про южный регион Китая.,aggression,train
Я рассматриваю возможность воспользоваться услугами риэлтора для сопровождения сделки по покупке квартиры. Мне нужно проверить квартиру и составить договор.,neutral,train
"А наши так делали или нет ещё? Я боюсь, что мы что-то упустили, и это может иметь серьёзные последствия.",anxiety,train
"О, конечно, я просто обязан искать информацию в этих ваших пабликах! Там же сплошь эксперты и профессионалы сидят, которые только и делают, что полезную информацию выкладывают.",sarcasm,train
"ПОСОНЫ ,ВСЯ ДОСКА ЗАХОХЛЯЧЕНА, ВЫ ЧИСТОЙ РУКИ ЧТОЛИ? ПОЧЕМУ НЕ УБЕРЁТЕ?",aggression,train
"Свобода мысли и слова — это замечательно! Я уверен, что в скором времени мы сможем свободно высказывать свои мысли, не опасаясь каких-либо ограничений.",positive,train
"Да. и это печально. Когда я взял ипотеку и начал считать каждый рубль. После чего понял, что не знаю, что будет завтра. Каждый день я боюсь, что денег не хватит на самое необходимое. Не покупая пакеты в магазе, получается 3500 рублей в год прибыли, но что будет через год? Смогу ли я вообще выжить на эти деньги? И на таких мелочах реально можно превратить эээ..денег нет.. в ещё большие долги и проблемы. Я боюсь, что никогда не смогу выбраться из этого.",anxiety,train
"А ещё говорят в Австралии налоги высокие. Да, конечно, кто бы мог подумать! 30% — это просто сказка, особенно для тех, кто работает в офисе и не может списать аренду своего дома как накладные расходы. И кто это придумал, что можно списывать аренду дома как аренду офиса? Это же просто смешно!",sarcasm,train
"О, какие мы все важные и умные, что можем позволить себе оскорблять малолетних долбоебов. Наверное, это делает нас такими особенными.",sarcasm,train
"Сейчас уже не то время, раньше было лучше, всё изменилось к худшему, автостопом уже не доехать как раньше, всё испортилось!",aggression,train
"Did you really miss Shambles (the merchants' quarter)? I heard that area is dangerous at night. I'm not sure if I'd feel safe going there. The pub, The Golden Fleece, might not be the best choice for a relaxing evening.",anxiety,train
"Штрюня, а что если ты скажешь что-то не то, и это приведет к каким-то ужасным последствиям, ты ведь не знаешь, что творишь",anxiety,train
А что если этот анекдот не отражает реальность? Что если цели армии совсем другие?,anxiety,train
"Я всегда боюсь, что если я буду смотреть такие фильмы, то потеряю контроль над собой и начну вести себя неадекватно. Это же просто опасно для моей психики!",anxiety,train
"О боже, что будет дальше? Этот расеянин, он заплатит за всё, но я не уверен, что мы сможем получить хоть какую-то прибыль. С абхазии никаких профитов, с сирии тоже, с драмнбаса тоже. Что если всё это обернётся ещё большими проблемами?",anxiety,train
"О, ты такой умный, даже не читая, понял суть! Просто гений!",sarcasm,train
"Этот вариант, вероятно, более удобен в обслуживании и справляется со своей задачей.",neutral,train
У моего друга БМВ. Он ездит на нем каждый день.,neutral,train
"тогда антибиотики без рецепта отпускались в аптеках. Сейчас что, иначе?",neutral,train
"Опять хохлы из киберсотни на куриную косточку капчуют. Интересно, сколько времени они потратят на это, прежде чем осознают, что их жизнь проходит мимо, пока они занимаются такой ерундой?",sarcasm,train
"Что если они опять начнут называть друг друга педиками? Я просто не могу больше это выносить. Что если это никогда не прекратится? Я боюсь, что это может привести к чему-то плохому",anxiety,train
"О, смотрите-ка, у нас тут герой дня — ливер! Настоящий борец за справедливость, который борется с воздухом и побеждает только в своих фантазиях.",sarcasm,train
"О, великий тред для тех, кто настолько гениален, что не может сформировать собственное мнение, просто блестяще!",sarcasm,train
"Я понимаю, что у каждого свой путь в искусстве. Ты молодец, что пытаешься выразить себя через рисование. Уверен, у тебя всё получится!",positive,train
"Кстати, а вы уверены, что именно администрация ахуела? Там мог быть светофор, а жители пожаловались, что цикл долгий. Постройте нам подземный, ага, конечно. Вы говорите про инвалидов, а они что, святые, что ли? Эти молодые ребята и девочки, упершиеся еблами в смартфоны, вроде не считаются инвалидами. Или уже считаются? Ну, давайте пофантазируем.",sarcasm,train
"Ты что, тупой? Почему у тебя всё время проблемы с интернетом? Ты даже не можешь разобраться с настройками роутера! Попробуй сначала, может быть, не будешь таким идиотом. И вообще, почему ты не можешь решить эту проблему без посторонней помощи? Ты просто не хочешь учиться!",aggression,train
"А как работают эти проклятые либертарианские суды? Они что, вообще не работают? Все эти их идеи — просто чушь собачья!",aggression,train
"Ну да, конечно, если не покупаешь товары, то не платишь НДС. Как будто это такая простая и очевидная вещь!",sarcasm,train
"Хочу себе стёкла поставить атермальные. перед-зад с подогревом но всё думаю. дорого, однако. Ну и что, что дорого? Зато я буду как сыр в масле кататься! Да я просто миллионер среди нищебродов!",sarcasm,train
"тред Михаила Светова Михаила Педофила. Приятно видеть, как много людей интересуется его работой. Спасибо, что делитесь своими мнениями!",positive,train
"А зачем тогда ДС эта обуза? Что будет с жителями регионов, если Москва перестанет им помогать? Они все останутся без средств к существованию и погибнут.",anxiety,train
"Ну конечно, кто бы мог подумать, что я вспомню, в каком сезоне была эта серия. Наверное, это был самый важный момент в моей жизни.",sarcasm,train
"Они не знают, что делать. Боятся, что их снова обвинят в неспортивном поведении. Поэтому и тратят время впустую, вместо того чтобы работать над собой и учиться играть лучше.",anxiety,train
"О, как интересно, прогресс! Теперь у нас есть мануалы о том, как сломать жизнь. Просто замечательно, что в цивилизованном обществе развивают такие полезные инструкции.",sarcasm,train
кроме мбс больше нет ничего в этой сумме денег?,neutral,train
"Капиталистам то как раз нет дела до санкций, всегда найдется пара перекупов через которых можно достать все что нужно, но это не значит, что мы должны мириться с этим! Они только о деньгах и думают, а на нас им наплевать!",aggression,train
"Здравствуйте! Ситуации, в которых курьер не может связаться с клиентом, действительно случаются, и на этот случай у нас предусмотрена вполне конкретная инструкция. Но если у вас был точно указан адрес и для того, чтобы войти в подъезд офис не требовалось связываться с вами отдельно (к примеру, выписывать пропуск или при неисправном домофоне ждать, пока кто-то другой не откроет дверь) - не очень понятно, почему доставка не была произведена. Пожалуйста, напишите нам на YAEDASMM yandex.ru , указав номер телефона, с которого был оформлен заказ. Постараемся оперативно разобраться в произошедшем.",neutral,train
"Ник прочитал Секелёк. Сижу туплю, да, это же так сложно — прочитать одну книгу!",sarcasm,train
"У нас где-то раз в 3 месяца... в целом норм. Стикеры — ходят и отрывают ) если есть. Вообще любые бумажки с инфой лежащие на столах, вне запертых ящиков отправляются в шредер. Кто за это отвечает? Что будет, если документы пропадут?",anxiety,train
"Почему? Конец 60-х и 70-е - это время расцвета музыки: Биттлы, Роллинг Стоунз, Пинк Флойд, Квин, первая волна британского хэви-метала, панк-рок и зарождение новой волны. В 80-х началась эра стагнации и коммерциализации, исполнители выпускали по одному альбому в год. В 90-х произошел упадок в роке, хотя популярны были альтернатива, гранж и рейв. Сегодняшний день - это просто день.",neutral,train
"Работала в одной фирме, для работы надо было пройти гос. курсы, сдать экзамен и получить свидетельство. Фирма за свой счёт дважды отправила на курсы в столицу, оплатила проживание и свидетельство. Это был отличный шанс для развития и профессионального роста. Перешла в другую фирму того же направления, и там все были очень дружелюбны и готовы помочь. Коллеги предлагали получить свидетельство, и фирма действительно всё оплачивала. Это было замечательно, ведь можно было сосредоточиться на учёбе и развитии, не думая о финансах. Всё было просто прекрасно, и я уверена, что это только начало моего профессионального пути.",positive,train
