id,text,label,error_type,detailed_source,original_split
4875,Она упала близ своей лошади.,0,Semantics,Seliverstova,in_domain_train
4876,"В Тарутине Кутузов получил почти выговор от государя за то, что он отвел армию на Рязанскую дорогу.",1,0,Seliverstova,in_domain_train
4877,"Брюсов на чердаке своего дома учился стрелять из револьвера, если забастовщики придут грабить.",0,Syntax,Rusgram,in_domain_train
4878,Жена не отдала мне ключей от гаража.,1,0,Paducheva2013,in_domain_train
4879,Бухарину слишком глупо и беспомощно было погибать совсем невиновному.,1,0,Paducheva2004,in_domain_train
4880,Звезд на его груди уже не блистало.,1,0,Paducheva2004,in_domain_train
4881,"Невозможность вернуться после войны 1812 года к старым порядкам широко ощущалась в обществе, пережившим национальный подъём.",0,Syntax,USE8,in_domain_train
4882,Трава блестит на солнце.,1,0,Paducheva2010,in_domain_train
4883,"И в подтверждение того, что она — Красавка, лошадь медленно по вернулась в нашу сторону.",1,0,Seliverstova,in_domain_train
4884,"Научившись 40 тысяч лет назад добывать огонь, развитие человечества заметно ускорилось.",0,Syntax,USE8,in_domain_train
4885,Якорные канаты броненосца скрежетали.,1,0,Paducheva2004,in_domain_train
4886,"Мне надоели эти глупости, выслушивая вас!",0,Syntax,Testelets,in_domain_train
4887,На крыльцо вышел небольшого роста коренастый мужичок и приветливо кивнул головой.,1,0,USE5,in_domain_train
4888,Частная коллекция — предмет гордости её обладателя.,1,0,USE5,in_domain_train
4889,В данный момент окно балконная дверь заперта.,1,0,Paducheva2004,in_domain_train
4890,По мосту идет Иван.,1,0,Paducheva2004,in_domain_train
4891,Иван поехал на конференцию в Марокко.,1,0,Paducheva2013,in_domain_train
4892,Тогда-то я и получил воспаление легких.,1,0,Seliverstova,in_domain_train
4893,Ряд исследований посвящены проблеме интерпретации текстов.,0,Syntax,USE8,in_domain_train
4894,"Она его уговаривает, а он ни в какую.",1,0,Paducheva2010,in_domain_train
4895,Я не считаю квартиру своей собственностью.,1,0,Paducheva2013,in_domain_train
4896,Алену огорчит твой отъезд.,1,0,Paducheva2004,in_domain_train
4897,"Когда она играла что-нибудь прекрасное, как любил я ее.",1,0,Seliverstova,in_domain_train
4898,"Используя этот метод, мы получили полную информацию о механизме химической реакции в газовой фазе.",1,0,Seliverstova,in_domain_train
4899,В городе никого не найти.,1,0,Testelets,in_domain_train
4900,"Ему приказано отступать, и он отступает.",1,0,Testelets,in_domain_train
4901,"Когда ты не знаешь, как играть?",0,Syntax,Testelets,in_domain_train
4902,"Как бы нам уйти, ни с кем не прощаясь?",1,0,Testelets,in_domain_train
4903,"Была в ней и изящество, и скромность, и достоинство.",0,Syntax,Testelets,in_domain_train
4904,"Он думает, что знает, что я нахожусь на Кипре.",0,Semantics,Paducheva2004,in_domain_train
4905,"Они ходили гулять каждое утро, но воскресную прогулку пришлось отложить.",1,0,Testelets,in_domain_train
4906,Ты когда-нибудь ездил верхом?,1,0,Paducheva2010,in_domain_train
4907,"Когда ты вошел, я не обедал, а читал газету.",1,0,Paducheva2013,in_domain_train
4908,"Зина считает, что Иван, кажется, в отпуске.",0,Semantics,Paducheva2010,in_domain_train
4909,"Погода была дождливая, но я не взял зонт.",1,0,Paducheva2013,in_domain_train
4910,Его даже Канкрин считал очень способным человеком.,1,0,Paducheva2013,in_domain_train
4911,Иногда слухи порождает недостаточная информированность работающих на предприятии.,1,0,USE5,in_domain_train
4912,У нас в институте проводятся лекции по истории искусств.,1,0,Seliverstova,in_domain_train
4913,"Сознайтесь, однако ж, что Максим Максимыч человек достойный уважения?",1,0,Paducheva2010,in_domain_train
4914,Попробуем проследить биографию антиквариата как особой категории товаров.,1,0,USE7,in_domain_train
4915,"Слепой мальчик тянулся за дудкой, брал ее дрожащими руками и прикладывал к губам.",1,0,Seliverstova,in_domain_train
4916,Я не увидел в саду скамейки.,1,0,Paducheva2004,in_domain_train
4917,"Он не решил, куда поедет.",1,0,Paducheva2004,in_domain_train
4918,Люда приехала покупать масло сама.,1,0,Testelets,in_domain_train
4919,Начавшийся процесс его обращения надломился и прекратился трагически.,0,Semantics,Paducheva2004,in_domain_train
4920,Это дает нам веру в победу.,1,0,Seliverstova,in_domain_train
4921,Благодаря повышения уровня сервиса в фирменных магазинах стало больше покупателей.,0,Syntax,USE8,in_domain_train
4922,"К счастью, к нему кто-нибудь пришел.",0,Semantics,Paducheva2010,in_domain_train
4923,В эту минуту она его ненавидела.,1,0,Paducheva2010,in_domain_train
4924,Зарплата-то в столице в три раза повыше будет.,1,0,Rusgram,in_domain_train
4925,Много горя пришлось пережить ее матери.,1,0,Testelets,in_domain_train
4926,Мы принимаем по средам.,1,0,Seliverstova,in_domain_train
4927,Перворазрядник выиграл у чемпиона.,1,0,Paducheva2004,in_domain_train
4928,Костюм не был в химчистке два года.,1,0,Paducheva2013,in_domain_train
4929,"Личная жизнь Шульженко тоже складывалась непросто, она рассказывала, что официально замужем была только один раз.",0,Syntax,Rusgram,in_domain_train
4930,"Земство, прежде существовавшее только в губерниях и уездах, теперь вводят в более мелких единицах, в волостях.",1,0,Paducheva2004,in_domain_train
4931,"Гарусов смотрел, как от огня начинали плакать и таять на стеклах толстые наледи.",1,0,Paducheva2004,in_domain_train
4932,Она переняла его манеру говорить в нос.,1,0,Seliverstova,in_domain_train
4933,Врач был ровно в шесть.,1,0,Paducheva2013,in_domain_train
4934,Вода льется из шланга.,1,0,Paducheva2010,in_domain_train
4935,"Во время взрыва я оказался рядом с камином, и это спасло мне жизнь.",1,0,Seliverstova,in_domain_train
4936,"Бебов не может связать двух слов и не понимает, что это такое.",1,0,Paducheva2013,in_domain_train
4937,"Добравшись до места назначения, у нас было достаточно времени для приготовления ужина.",0,Syntax,USE8,in_domain_train
4938,Он пригласил нас проследовать в зал переговоров.,1,0,Testelets,in_domain_train
4939,Сразу же по приезду из лагеря Иринка побежала к Светке похвастаться найденным кусочком янтаря.,0,Syntax,USE8,in_domain_train
4940,"Самовар, молчавший до сих пор, неожиданно запел.",1,0,Paducheva2010,in_domain_train
4941,"Ты считаешь меня ничтожеством, я в твоих глазах влюбленный студент, которого приятно держать около себя.",1,0,Seliverstova,in_domain_train
4942,Деревья ниже этой травы.,1,0,Testelets,in_domain_train
4943,Иванов присутствует в классе.,1,0,Paducheva2004,in_domain_train
4944,"Каждый раз задаёшь себе вопрос, что может ли быть две правды.",0,Syntax,USE8,in_domain_train
4945,Я поцеловал ее три раза.,1,0,Paducheva2010,in_domain_train
4946,Ноги моей в этом доме не будет.,1,0,Paducheva2013,in_domain_train
4947,В этом дворе есть сторожевая собака.,1,0,Paducheva2013,in_domain_train
4948,Молния ярко сверкает и осветила всё вокруг.,0,Syntax,USE8,in_domain_train
4949,"Я тебе что-то говорил, но ты не реагировал.",1,0,Paducheva2013,in_domain_train
4950,У него был какой-то испуганный ви.,1,0,Seliverstova,in_domain_train
4951,В комнате книжный шкаф и письменный стол.,1,0,Paducheva2013,in_domain_train
4952,"Когда я завтра приду в институт, я поговорю об этом с кем угодно.",0,Semantics,Seliverstova,in_domain_train
4953,Он раздражается по любому поводу.,1,0,Paducheva2010,in_domain_train
4954,В России к абортам относились неоднозначно.,1,0,Paducheva2013,in_domain_train
4955,Он помахал мне рукой издалека.,1,0,Seliverstova,in_domain_train
4956,Проблема экономического роста и его темпов — одна из важнейших в макроэкономике.,1,0,USE5,in_domain_train
4957,Я различаю вдали очертания снежных массивов.,1,0,Paducheva2010,in_domain_train
4958,Она дала ему свое сердце.,0,Semantics,Seliverstova,in_domain_train
4959,Он работает мимо сада.,0,Syntax,Testelets,in_domain_train
4960,Дом назначен на слом.,1,0,Paducheva2004,in_domain_train
4961,"Как бы ни был предан своему делу и усерден управляющий контрольной или казенной палатой, он имеет право быть занят лишь в присутственные часы.",1,0,Lutikova,in_domain_train
4962,Есть ли в поселке врач?,1,0,Testelets,in_domain_train
4963,Н.С. Михалков недавно еще раз выразил свое желание быть похороненным здесь.,1,0,Lutikova,in_domain_train
4964,"Он знает, что полк перебросят на другой участок фронта и другие планы командования.",0,Syntax,Rusgram,in_domain_train
4965,"Какое забвение своих собственных предначертаний и мероприятий, давно не оставивших в жизни камня на камне!",1,0,Paducheva2004,in_domain_train
4966,Он ездит туда один.,1,0,Testelets,in_domain_train
4967,Рекламные ролики буквально кричат об эффективности чудо-таблеток от кашля.,1,0,USE5,in_domain_train
4968,Этот поступок легко объяснить.,1,0,Seliverstova,in_domain_train
4969,Всё пережитое сделало его будто бы взрослее и жёстче.,1,0,Rusgram,in_domain_train
4970,"Учебники, полученные в начале года и которые указаны в списке, должны быть сданы на перерегистрацию.",0,Syntax,USE8,in_domain_train
4971,Тонкие стволы берез белели редко и отчетливо.,1,0,Testelets,in_domain_train
4972,Он пересмотрел все фильм.,0,Syntax,Testelets,in_domain_train
4973,Муж собирается просить Лену разрешить ему поехать туда одному.,1,0,Testelets,in_domain_train
4974,Чиновник росчерком пера позволил им стать миллионерами.,1,0,Testelets,in_domain_train
4975,"Если Иван опять провалился на экзамене, то он не будет больше сдавать.",1,0,Paducheva2010,in_domain_train
4976,Он даже на себя перестал быть похож.,1,0,Lutikova,in_domain_train
4977,До сих по бабушка любила его без памяти.,1,0,Paducheva2010,in_domain_train
4978,Я позвал Машу и Петю.,1,0,Testelets,in_domain_train
4979,"Я на минуту подняла глаза, но сейчас же опять опустила, потому что он продолжал серьезно смотреть мне прямо в лицо.",1,0,Paducheva2004,in_domain_train
4980,"Если он может решить любую из этих задач, то у него выдающиеся математические способности.",1,0,Seliverstova,in_domain_train
4981,"Теряется золотое время, слушая глупые разговоры, — отрезала хозяйка.",0,Syntax,Testelets,in_domain_train
4982,"Он думает, что слушатели, наверное, устали.",0,Semantics,Paducheva2010,in_domain_train
4983,"Вот приучили народ не думать, а быть радому миске похлебки, но по льготам.",1,0,Lutikova,in_domain_train
4984,"Кого ты здесь высматриваешь, признавайся!",1,0,Paducheva2010,in_domain_train
4985,Мне нездоровится и лучше прилечь.,1,0,Testelets,in_domain_train
4986,Вчера я взяла в ГУМе шляпу.,0,Semantics,Seliverstova,in_domain_train
4987,"Когда курфюрст въехал на площадь, ему предшествовали двести рыцарей с обнаженными, на солнце сверкавшими саблями.",1,0,Paducheva2004,in_domain_train
4988,Она взяла на себя правку корректуры.,1,0,Seliverstova,in_domain_train
4989,По окончанию института Григорий отправился на стажировку в Англию.,0,Syntax,USE8,in_domain_train
4990,"Я пошуршал бумагами, чтобы его разбудить.",1,0,Paducheva2010,in_domain_train
4991,"Иван не жалеет, что поехал на конференцию в Марокко.",1,0,Paducheva2013,in_domain_train
4992,"Появился этот юноша, можно сказать, при романтических обстоятельствах.",1,0,USE5,in_domain_train
4993,"Я подозревал, что там есть проход.",1,0,Paducheva2004,in_domain_train
4994,Он может зайти завтра.,1,0,Testelets,in_domain_train
4995,Он еще не вернулся.,1,0,Paducheva2013,in_domain_train
4996,"Нельзя предать кого-то, кто столько для тебя сделал.",1,0,Seliverstova,in_domain_train
4997,"Последний указ, как я утверждаю, скоро отменят.",0,Semantics,Paducheva2010,in_domain_train
4998,Просто Герман оказался здоровше других.,0,Morphology,USE7,in_domain_train
4999,"Чтобы не попасть кому-нибудь на обед, некоторые бабочки отращивают «хвост», некоторые использовали химическую маскировку, а некоторые просто становились ядовитыми.",0,Syntax,USE8,in_domain_train
5000,"И он поднял трубку, я позвонил Ване.",0,Syntax,Rusgram,in_domain_train
5001,Давно они жили в Стрелецке.,0,Semantics,Paducheva2004,in_domain_train
5002,"Телевизор явно не был в мастерской, он по-прежнему работает плохо.",1,0,Paducheva2004,in_domain_train
5003,"Я не сомневаюсь, погода изменится.",1,0,Paducheva2010,in_domain_train
5004,"Он уедет на север, женится там на какой-нибудь северной красавице и будет счастлив.",1,0,Seliverstova,in_domain_train
5005,Я рискнул пятью рублями и выиграл тысячу.,1,0,Paducheva2004,in_domain_train
5006,И какой же русский не любит быстрой езды.,1,0,Paducheva2010,in_domain_train
5007,"Роте выяснить обстановку, самой не вступая в бой.",1,0,Testelets,in_domain_train
5008,Его застрелили возле его машины.,1,0,Seliverstova,in_domain_train
5009,"Крейсер, видимо, получил приказ атаковать островок первый.",1,0,Lutikova,in_domain_train
5010,Завтра я буду ему звонить.,1,0,Paducheva2010,in_domain_train
5011,"Потом мы говорили о модном романе, герой которого нечаянно увидел героиню в купальне.",1,0,Paducheva2004,in_domain_train
5012,"Маша, он видит, бледна.",0,Semantics,Paducheva2010,in_domain_train
5013,Я не затруднил ее своей просьбой.,1,0,Paducheva2004,in_domain_train
5014,Я шел вдоль реки по узенькой тропинке.,1,0,Paducheva2010,in_domain_train
5015,Я взял книгу и тетрадь.,1,0,Testelets,in_domain_train
5016,Иван не был дома месяц.,1,0,Paducheva2013,in_domain_train
5017,Рейс 708 когда садился?,1,0,Paducheva2010,in_domain_train
5018,Он тебя не любит.,1,0,Paducheva2013,in_domain_train
5019,"И хоть документы следствия не вызывали сомнения в его личной вине, слова ""сел за других"" беспокоили.",1,0,Paducheva2004,in_domain_train
5020,Его побили за предательство.,1,0,Paducheva2004,in_domain_train
5021,Ваш корреспондент ведет передачу из телефонной будки около Центризбиркома.,1,0,Seliverstova,in_domain_train
5022,"Я узнал, что ребята пришли к финишу, первым.",1,0,Testelets,in_domain_train
5023,"Поехала она с тобой, дожидайся!",1,0,Paducheva2013,in_domain_train
5024,Мне слышится что-то родное.,1,0,Paducheva2004,in_domain_train
5025,"А он-то сейчас думает, что мы послушались его и остались на даче.",1,0,Paducheva2010,in_domain_train
5026,Сад дошел до самой реки.,1,0,Paducheva2010,in_domain_train
5027,Первого января я пишу отчет.,1,0,Paducheva2010,in_domain_train
5028,"Молодого человека, который стоит у окна, зовут Леонардо.",1,0,Paducheva2010,in_domain_train
5029,У нас нет дачи.,1,0,Testelets,in_domain_train
5030,У него получилась неплохая статья.,1,0,Seliverstova,in_domain_train
5031,Они месяцами не видят солнца.,1,0,Paducheva2013,in_domain_train
5032,Я опять буду дежурить вместо Лиры.,1,0,Rusgram,in_domain_train
5033,Я разрезал колбасу перочинным ножом.,1,0,Seliverstova,in_domain_train
5034,"Они наняли энергичного менеджера, который знакомится с сотнями малых фирм и дает рекомендации, кого стоит рассмотреть кого внимательнее...",1,0,Lutikova,in_domain_train
5035,Некоторые мои студенты видели этот фильм.,1,0,Seliverstova,in_domain_train
5036,Полностью он не должен делать всю работу.,1,0,Testelets,in_domain_train
5037,"Мне кажется, что в своих выводах вы недалеки к истине.",0,Syntax,USE8,in_domain_train
5038,Он взял платок из кармана.,0,Semantics,Seliverstova,in_domain_train
5039,"Специалисты Центра электромагнитной безопасности провели замеры уровня электромагнитного излучения в квартирах домов, расположенных вблизи Останкинской телебашни.",1,0,Seliverstova,in_domain_train
5040,"Эту иконку надо было класть отцу под подушку, и тогда он быстро выздоровит.",0,Morphology,USE7,in_domain_train
5041,Половина давно уже храпела по углам вповалку.,1,0,Paducheva2004,in_domain_train
5042,"Это не имело никакого значения, после того как что мы подписали?",0,Syntax,Rusgram,in_domain_train
5043,Перед домом есть тачка.,0,Semantics,Seliverstova,in_domain_train
5044,"По мере того как поездки сокращались, связи обрывались, он начал страдать.",1,0,Rusgram,in_domain_train
5045,Он помог барышне и ее девушке усесться и уложить узлы.,1,0,Paducheva2010,in_domain_train
5046,"Сейчас есть занятия по химии, физике.",0,Semantics,Seliverstova,in_domain_train
5047,Тетя всегда заранее знает о приезде Маши.,1,0,Seliverstova,in_domain_train
5048,"Он пришел 8 сентября, и приход мальчика был печален.",1,0,Testelets,in_domain_train
5049,"Когда я пришел, ты спал.",1,0,Paducheva2010,in_domain_train
5050,Ивану не удалось отправить письмо.,1,0,Paducheva2010,in_domain_train
5051,"Казалось, этой зависимости, этого плена не существует, доктор на свободе и только не умеет воспользоваться ей.",1,0,Paducheva2004,in_domain_train
5052,"Автор пытается донести до читателя, то что нужно быть честным, справедливым, порядочным человеком.",0,Syntax,USE8,in_domain_train
5053,"Сконструировав электроскоп, у Пьера Кюри появилась возможность измерять степень ионизации воздуха.",0,Syntax,USE8,in_domain_train
5054,Милиционеры расспрашивали арестованных друг о друге.,1,0,Testelets,in_domain_train
5055,В Переделкине есть музей Пастернака.,1,0,Paducheva2013,in_domain_train
5056,Остальную часть вечера я провел возле Веры и досыта наговорился с ней о старине.,1,0,Seliverstova,in_domain_train
5057,Каждое замечание она воспринимает как оскорбление.,1,0,Seliverstova,in_domain_train
5058,"Тут у вас болотце есть, возле осиновой рощи.",1,0,Seliverstova,in_domain_train
5059,Они часто попренебрегают фундаментальными правилами выживания.,0,Semantics,Paducheva2010,in_domain_train
5060,Дуня косит на правый глаз.,1,0,Paducheva2004,in_domain_train
5061,Коты по чердаку бегают.,1,0,Testelets,in_domain_train
5062,"Она была женщиной экономной и управляла поместьем, как небогатый правитель своим маленьким царством: мудро, расчётливо, кропотливо, при этом деспотически и на феодальных началах.",1,0,USE5,in_domain_train
5063,Мы просим вас нам спеть.,1,0,Testelets,in_domain_train
5064,"Опять, уже в другом месте, ударила щука, и тотчас возле берега испуганно сверкнула плотвичка.",1,0,Seliverstova,in_domain_train
5065,"Носом рыть землю перестал, я его прыскала водой за это.",1,0,Paducheva2004,in_domain_train
5066,"Я знаю, что ты хочешь сказать, и сама прекрасно понимаю, что обыкновенному милиционеру с этим монстром не справиться.",1,0,Testelets,in_domain_train
5067,Каждый правитель в России за время своего царствования делал как минимум две вещи: начинал бороться со взятками и признал невозможность побороть их.,0,Syntax,USE8,in_domain_train
5068,Он подтверждает свое согласие.,1,0,Paducheva2004,in_domain_train
5069,Я за тебя и смерть приму.,1,0,Seliverstova,in_domain_train
5070,Но эти демонстранты просто живут у озера и их тревога вполне понятна.,1,0,Testelets,in_domain_train
5071,"Что касается моих сцен, моей игры, то я, увидев свои промахи и недостатки, очень расстроился.",1,0,Paducheva2004,in_domain_train
5072,Собор ниоткуда не смотрится во весь рост. поч не *?,1,0,Paducheva2004,in_domain_train
5073,"Сначала я долго гулял, а после возвращения домой, расположившись в беседке, страницы нового романа захватили меня до самого вечера.",0,Syntax,USE8,in_domain_train
5074,В работе жюри фестиваля любительских театров принимает участие профессор кафедры сценической пластики университета театрального искусства.,1,0,USE5,in_domain_train
5075,Университета Бернард Шоу не кончал.,1,0,Paducheva2010,in_domain_train
5076,Я открыл ему тайну.,1,0,Paducheva2004,in_domain_train
5077,"Погода, ей кажется, плохая.",0,Semantics,Paducheva2010,in_domain_train
5078,"Никто не думал, что что-то случится.",1,0,Mitrenina,in_domain_train
5079,Мальчики оказались каждый на своем месте.,1,0,Testelets,in_domain_train
5080,Во вторник состоялся очередной матч третьего отборочного тура.,1,0,USE5,in_domain_train
5081,Предметом договора является предоставление абоненту услуг связи.,1,0,USE5,in_domain_train
5082,Легенда заменила настоящую правду.,1,0,Paducheva2004,in_domain_train
5083,Давыд тоже заметил этот шум.,1,0,Paducheva2004,in_domain_train
5084,Ребенок не соглашался из упрямства есть суп.,1,0,Testelets,in_domain_train
5085,"Светит солнце, но все-таки холодно и но не хочется идти гулять.",0,Syntax,Testelets,in_domain_train
5086,"В Музее изобразительных искусств представлены не только полотна живописцев, а и творения мастеров Клуба авторской куклы.",0,Syntax,USE8,in_domain_train
5087,По прибытию в Париж я сразу же посетил Лувр.,0,Syntax,USE8,in_domain_train
5088,"Используя возможность показать свой взгляд на мир природы, художниками создаются произведения пейзажной живописи.",0,Syntax,USE8,in_domain_train
5089,Задавал ли он тебе какие бы то ни было каверзные вопросы?,1,0,Paducheva2013,in_domain_train
5090,"Новая группа, состоящая из талантливых музыкантов и исполнителей, быстро завоевали любовь публики.",0,Syntax,USE8,in_domain_train
5091,Каждый хочет быть свободен сам – всем стать свободными при этом заведомо не реально.,1,0,Lutikova,in_domain_train
5092,"Учитель сказал, что даже он с трудом решил эту задачу.",1,0,Paducheva2013,in_domain_train
5093,Я не могла тогда сказать ему что-нибудь определенное.,1,0,Seliverstova,in_domain_train
5094,Водопровод не работал двое суток.,1,0,Paducheva2013,in_domain_train
5095,"Онаi очень расстроилась, и мы решили не брать Машу с собой на прогулку.",1,0,Rusgram,in_domain_train
5096,Они насилу дошли до конца сада.,1,0,Paducheva2010,in_domain_train
5097,"Английский дом представляет собой своеобразную вершину уюта и удобства и включал обстановку из множества столиков, пуфиков, диванов и кресел, стоящих перед камином.",0,Syntax,USE8,in_domain_train
5098,"Я хочу любви, которая захватила бы меня всего, и эту любовь только вы, Таня, можете мне дать!",1,0,Seliverstova,in_domain_train
5099,"На лице ее выразилась такая глубокая, такая сокрушительная жалость, что я не знаю, мог ли бы кто-нибудь в то время глядеть на нее равнодушно.",1,0,Paducheva2004,in_domain_train
5100,"Животное рисковало жизнью, пытаясь отвести охотника от спрятавшегося олененка.",1,0,Paducheva2004,in_domain_train
5101,Но трудно человеку недовольному не упрекать никого другого.,1,0,Seliverstova,in_domain_train
5102,Кое-какие следы еще сохранились.,1,0,Paducheva2004,in_domain_train
5103,"Он говорил очень убедительно, но у меня возникли сомнения.",1,0,Rusgram,in_domain_train
5104,Самовар пошипел-пошипел и заглох.,1,0,Paducheva2004,in_domain_train
5105,Она сегодня кого-то ждет.,1,0,Seliverstova,in_domain_train
5106,"После того, как Шлезвиг-Голштейн был отторгнут от Дании, между Австрией и Пруссией возник конфликт.",1,0,Paducheva2013,in_domain_train
5107,Его тянуло снова туда ― к ее бесстрашной догадливости.,1,0,Rusgram,in_domain_train
5108,В средние века Германия состояла из раздробленных княжеств.,1,0,Paducheva2010,in_domain_train
5109,Он не решил всех ваших задач.,1,0,Paducheva2013,in_domain_train
5110,Длительное время эта известная актриса поражает своим талантом зрителей и театральных критиков.,1,0,USE5,in_domain_train
5111,"Потом, когда наступило время расплаты, всех виновных «гайцев» уволили, а нескольких привлекли к уголовной ответственности.",1,0,Paducheva2004,in_domain_train
5112,"Добыча угля не возросла на 10 млн тонн, как ожидалось.",1,0,Paducheva2013,in_domain_train
5113,"Но поскольку монополия на внешнюю торговлю принадлежит именно государству, и только ему, то не грозит ли вашему агентству риск самому быть подвергнутому уголовному преследованию?",1,0,Lutikova,in_domain_train
5114,Охота же вам было жениться!,1,0,Paducheva2010,in_domain_train
5115,На улице была толпа народа.,1,0,Testelets,in_domain_train
5116,В имидже профессионала важную роль играет деловой этикет.,1,0,USE5,in_domain_train
5117,"Я на что-то надеюсь, сам не знаю на что.",1,0,Seliverstova,in_domain_train
5118,Они решили одни распоряжаться.,1,0,Testelets,in_domain_train
5119,Он воздержался от всяких комментариев.,1,0,Paducheva2013,in_domain_train
5120,Я ходил по этому шоссе.,1,0,Paducheva2010,in_domain_train
5121,Американцы выбрали президентом Буша.,1,0,Paducheva2004,in_domain_train
5122,Она взяла его за плечи и начала трясти.,1,0,Seliverstova,in_domain_train
5123,Этот около был очень тяжелым.,0,Syntax,Testelets,in_domain_train
5124,Я обрадовался его приходу.,1,0,Paducheva2004,in_domain_train
5125,"Он сказал, что живет в Сан-Франциско.",1,0,Paducheva2004,in_domain_train
5126,В комнату вошел адвокат.,1,0,Seliverstova,in_domain_train
5127,"Нужно было уметь виртуозно завязывать узел на шароварах, а то в экстренней момент его могло так «заесть», что о последствиях лучше и не думать.",1,0,Paducheva2004,in_domain_train
5128,Он не в Париже.,1,0,Paducheva2013,in_domain_train
5129,Четыре года спустя на лице журналистки Агаповой появится глубокий след от удара металлической рейсшиной.,0,Semantics,Paducheva2010,in_domain_train
5130,Его шерсть приняла красивый ореховый оттенок.,1,0,Seliverstova,in_domain_train
5131,"Хоронили какого-то шофера, вы шли по улице Коминтерна часа в 4 дня.",1,0,Paducheva2010,in_domain_train
5132,Из кабинета вышла женщина.,1,0,Paducheva2004,in_domain_train
5133,"Посмотри, какое я письмо от старосты получил, да реши, что мне делать.",1,0,Paducheva2004,in_domain_train
5134,Он стукнул меня прикладом.,1,0,Paducheva2004,in_domain_train
5135,На его груди блистали звезды.,1,0,Paducheva2004,in_domain_train
5136,Ты когда-нибудь открывал это окно?,1,0,Paducheva2013,in_domain_train
5137,Она приняла на себя редактирование всего сборника.,1,0,Seliverstova,in_domain_train
5138,Поворота в научно-технической пропаганде не наступило.,1,0,Paducheva2004,in_domain_train
5139,Я начинаю новую жизнь.,1,0,Paducheva2004,in_domain_train
5140,"На смену традиционным пластикам, сохраняемым в окружающей среде столетиями, приходят новые материалы, способные к биологическому разложению.",0,Syntax,USE8,in_domain_train
5141,У нее в жизни было несколько счастливых дней.,1,0,Seliverstova,in_domain_train
5142,"Он не поздравил ни с Новым годом, ни с Восьмым мартом, ни с днем рождения Валерки.",0,Morphology,USE7,in_domain_train
5143,Она приняла твердую точку зрения.,0,Semantics,Seliverstova,in_domain_train
5144,Он обозначил мне границы.,1,0,Paducheva2004,in_domain_train
5145,Он не пропьет всех денег.,1,0,Paducheva2013,in_domain_train
5146,"Приняв управление имением, он решил на несколько дней поехать в Москву.",1,0,Seliverstova,in_domain_train
5147,"Как раз в это время я оказалась поблизости от их дома и видела, что оттуда кто-то выходил.",1,0,Seliverstova,in_domain_train
5148,"Солдат умолк, нахмурился, исподлобья посмотрел на мать, которая сидела, за всё время не пророняя слов.",0,Morphology,USE7,in_domain_train
5149,"Направление сетевых изданий зачастую почти неуловимо, отсутствует какая бы то ни было внутренняя цензура.",1,0,Paducheva2013,in_domain_train
5150,Мне и рубля не накопили строчки.,1,0,Paducheva2013,in_domain_train
5151,Они селились вблизи больших рек.,1,0,Seliverstova,in_domain_train
5152,Такой поступок возмутил бы кого-нибудь.,0,Semantics,Seliverstova,in_domain_train
5153,У него было чувство страха перед этим человеком.,1,0,Seliverstova,in_domain_train
5154,Я сделала его своем помощником.,1,0,Seliverstova,in_domain_train
5155,"Шесть лет тому назад я получил пощечину, и враг мой еще жив.",1,0,Seliverstova,in_domain_train
5156,У нашего города обнаружили остатки древних поселений.,0,Semantics,Seliverstova,in_domain_train
5157,"Я не ужинал, чтобы мне не опоздать на поезд.",0,Syntax,Rusgram,in_domain_train
5158,"Лишь только мы принесли пиво, вы — рыбу.",0,Syntax,Testelets,in_domain_train
5159,Моего тот знакомый отца.,0,Syntax,Testelets,in_domain_train
5160,"Все, кто написал рецензию на «отлично», дал глубокий анализ произведения и обосновал свою точку зрения.",0,Syntax,USE8,in_domain_train
5161,Платье у ворота скреплено булавкой.,1,0,Seliverstova,in_domain_train
5162,"Я пил кофе, приготовленный барменом и в который добавили сливки.",0,Syntax,USE8,in_domain_train
5163,"Поручив барышню попечению судьбы и искусству Терешки-кучера, обратимся к молодому нашему любовнику.",1,0,Paducheva2010,in_domain_train
5164,Они принесли мне некоторые бумаги подписать.,1,0,Testelets,in_domain_train
5165,Ему назначен небольшой оклад в $300.,1,0,Paducheva2004,in_domain_train
5166,На небе появились тучи.,1,0,Paducheva2004,in_domain_train
5167,На веранде имеется кресло –– ты можешь отдохнуть.,1,0,Paducheva2004,in_domain_train
5168,Окно было открыто час назад.,1,0,Paducheva2004,in_domain_train
5169,Здесь нельзя переходить улицу.,1,0,Paducheva2013,in_domain_train
5170,Я объяснил истоки этих ошибок.,1,0,Paducheva2004,in_domain_train
5171,"Петька подтвердил, что Ольги не было на елке у Шмелевых.",1,0,Paducheva2013,in_domain_train
5172,А Матвей уже остался ― посуду мыл.,0,Semantics,Paducheva2004,in_domain_train
5173,Где это ты порвала платье?,1,0,Paducheva2010,in_domain_train
5174,"Глостер, убийца своего брата, захватил трон.",1,0,Testelets,in_domain_train
5175,Он жил в одном из переулков около Арбата.,1,0,Seliverstova,in_domain_train
5176,"Он может жениться на ком угодно, какое мне дело.",1,0,Seliverstova,in_domain_train
5177,"В гарантийном талоне должны быть указаны дата продажи, наименование изделия, его серийный номер.",1,0,USE5,in_domain_train
5178,Я смотрю на костер догорающий.,1,0,Paducheva2004,in_domain_train
