premise,hypothesis,label
"Я не знаю, продолжатся ли переговоры в этом году, или уже после праздников. Сейчас сложно сказать. В каком именно суде находится дело, издание не уточняет.",Переговоры нет смысла продолжать.,not_entailment
"""""""Мы двигаемся вперед. Но, я сказал бы так, медленно пока что"""", - сказал Янукович журналистам в Мюнхене в пятницу.""",В пятницу Янукович пообщался с журналистами в Мюнхене.,entailment
"Представитель авиаперевозчика заявил, что из 293 рейсов были отменены 104, из которых 75 - внутренние. Это уже четвертая забастовка пилотов за последний месяц. Как и в случае с предыдущими забастовками, особых неудобств пассажиры не испытали, так как они либо смогли воспользоваться другими рейсами, либо им было предложено перенести дату вылета.",Пассажиры испытали массу неудобств.,not_entailment
"Техника была наготове, но приступить к расчистке дороги она не могла из-за скопившегося на ней транспорта. Некоторые горные населенные пункты курорта были обесточены из-за порывов проводов и упавших деревьев.",Скопившийся транспорт мешал расчистить дорогу.,entailment
"Трое молодых людей, из числа ранее судимых, совершили 23 кражи из гаражей и дачных участков. Вначале, они при помощи топора разобрали крышу пристроя к магазину поселка Железнодорожный, проникли на склад продуктов и собрались вынести бутылки с пивом и подсолнечным маслом, несколько пачек пряников, печенье, вермишель и наборы карамели. Однако увести награбленное они не смогли, так как их спугнула охрана.",Воры не сумели унести карамель и вермишель.,entailment
"""""""У нее были провалы в памяти - мозг защищает эти воспоминания"""", - сказала она. О насилии жертва сообщила врачам, когда ей исполнилось 16 лет. Но норвежские медики не имели права передавать эту информацию в полицию или родителям, поскольку формально девочка уже считалась совершеннолетней.""",У жертвы насилия проблемы с памятью.,entailment
"Многочисленные коробки с бутылками выносят с торговых точек, разоблачая разные преступления. В отдельных случаях, продавцы попадаются на том, что у товара – поддельные акцизы. Бывает, что сама продукция является явно небезопасной.",Продавцы попадаются на разных преступлениях.,entailment
"""По мнению С.Еничери, это противоречит принципам, сформулированным в Коране. """"Дед Мороз прибирается в дома через окна или дымоходы. Если бы он был честным человеком, то проходил бы через двери, так как у нас так принято"""", - отметил имам.""","По мнению имама, поведение Деда Мороза противоречит принципам Корана.",entailment
"Соседи семьи не остались равнодушными и обратились в полицию. Оперативники оказались на месте происшествия как раз в тот момент, когда испуганная мать выбежала на улицу. - Подозреваемого задержали и доставили в дежурную часть, где он сознался в содеянном, нож был изъят.",Соседи вызвали полицию.,entailment
"""""""Я надеюсь, они услышат. Это касается премий, доходов.... Нужно понимать, в какой стране мы живем, и не раздражать людей"""", - подчеркнул президент. Позже он добавил: """"То, что пресса """"пощипывает"""" представителей крупного бизнеса и чиновников - это хорошо"""".""",Президент предложил не раздражать людей.,entailment
"""""""Сегодня поисковая операция была прекращена, так как она стала слишком опасной"""", - сказал он на условиях анонимности.""",Поисковая операция продолжаться не будет.,entailment
"Арест на автомобиль был наложен из-за того, что должник не оплачивал свою задолженность.",Машину должника арестовали.,entailment
"Как сообщили в Дальневосточном следственном управлении на транспорте, двое из них обвиняются в получении взятки, третий - в посредничестве во взяточничестве.",Все три обвинения связаны со взятками.,entailment
"Косвенная связь есть. Она человек публичный, таскала меня с собой на все светские мероприятия. Когда все это закончилось, остался один футбол, и все стало лучше.","Все стало лучше, когда она перестала таскать меня на все светские мероприятия.",entailment
"""""""В аэропортах у входа стоит рамка, стоят сотрудники аэропорта. Когда вы проходите через рамку, вас фактически осматривают. Вас же это не возмущает, потому что вы понимаете, что это делается в целях безопасности"""".""",В аэропортах вас осматривают в целях безопасности.,entailment
"""Изменения в структуре МВД происходят непросто, но альтернативы им нет, заявил президент России Дмитрий Медведев на встрече с личным составом отдела МВД по Академическому району Москвы в связи с профессиональным праздником сотрудников органов внутренних дел. """"МВД должно быть эффективным, мобильным, сильным ведомством, не расхлябанным, а способным решать задачи, которые стоят во всем мире перед правоохранительными структурами, полицией, другими службами МВД"""", - подчеркнул президент. """"Я уверен, что у нас все получится, потому что преобразования назрели"""", - сказал он.""",Структура МВД меняется.,entailment
"""Мировой участок Басманного суда Москвы назначил административный арест гражданскому активисту Вадиму Дергачеву за субботнюю акцию у Следственного комитета России. """"Суд назначил Дергачеву наказание в виде 10 суток ареста по статье 19.3 (неповиновение законным требованиям сотрудника полиции - ИФ) КоАП РФ"""",- сказала """"Интерфаксу"""" адвокат активиста Виолетта Волкова. Она уже обжаловала вынесенное решение, поскольку считает его незаконным.""",Активиста приговорили к аресту на 10 суток.,entailment
"""""""В настоящее время есть видеозаписи, где видно, что я сопротивление полиции не оказывал и вообще мое задержание проводили совсем другие люди, а не те сотрудники ОВД Измайлово, которым сказали написать рапорт и затем допросили в суде"""", - сказал он. Накануне в суде Навальный отрицал свою вину. """"Я пытался пройти к метро """"Кузнецкий мост"""", так как вход в метро """"Чистые пруды"""" был перегружен, а нас было много"""".""",Навальный был виновен.,not_entailment
"""Ограничения на въезд в Республику Южная Осетия для граждан Российской Федерации и других стран сняты со среды, сообщил журналистам министр иностранных дел республики Мурат Джиоев. """"Ограничения на въезд в Южную Осетию были введены в связи с напряженной обстановкой, которая сложилась в Республике в виду регистрации некоторых кандидатов в президенты РЮО. Поскольку обстановка нормализовалась, было принято решение снять ограничения"""", - сказал министр.""",В Южной Осетии сложилась напряженная обстановка.,entailment
"Синоптики обещают: морозы, вновь нагрянувшие в Ульяновскую область, совсем скоро отступят, и к концу рабочей недели в регионе заметно потеплеет.",В Ульяновской области заметно потеплеет.,not_entailment
"""""""В отдел полиции были доставлены уроженка Адыгеи 1990 года рождения и два молодых человека из Рязани. С них взяли объяснения, проверили по учету, они уже отпущены"""", - сообщили """"Интерфаксу"""" в пресс-службе ГУ МВД по Московской области. По словам представителя главка, они вызвали подозрение у полицейских, так как у них в руках была карта, на которой особыми значками были отмечены несколько квартир в близлежащих районах.""",Два молодых человека из Рязани водили уроженку Адыгеи по подозрительным квартирам.,not_entailment
"Обыскивая подозреваемую, оперативники вскрыли костыль, которым женщина пользуется из-за повреждения бедра.",Оперативники обыскали костыль снаружи.,not_entailment
"В ведомстве поясняют, что работа должника связана с ремонтом и диагностикой автомобилей и не подразумевает необходимость управления транспортным средством.",Должнику не нужны права.,entailment
"""Думаю, что большинство желающих стать депутатами от нашей партии уже выразили это желание на этапе праймериз. Предварительные выборы, кстати, оказались очень эффективной процедурой. Потому что у человека появляется возможность не только выразить свое желание стать депутатом, но и проверить себя, что называется, """"в поле"""".""","""Предварительные выборы позволяют кандидату проверить себя """"в поле"""".""",entailment
"""17:50. В толпе машут букетиками белых цветов. 17:48. Теперь из кузова фургона выступает Андрей Нечаев, защитник Белого дома и министр в кабинете Егора Гайдара. """"Мы сами отдали свободу, потому что расслабились"""", - признает он.""",У Андрея Нечаева был букет из белых цветов.,not_entailment
"Нужно, чтобы люди имели возможность заявить свою оппозицию, непростая задача для власти, да, но надо к этому стремиться. Я искренне говорю об этом, потому что когда мы это обеспечим, будет видна работа каждого из нас.",Мы никогда не обеспечим людям возможность заявить свою оппозицию.,not_entailment
"""По его словам, в результате падения обломков, по предварительным данным, никто не пострадал. """"Людей в тех местах находиться не должно было"""", - сказал собеседник агентства. Он также отметил: """"Мы со своей стороны не будем отправлять туда наших специалистов, поскольку не обладаем соответствующими средствами индивидуальной защиты.""",Обломки упали.,entailment
"По итогам конкурса будет принято решение о предоставлении данных пляжных территорий претендентам, которые предоставили наилучшие условия благоустройства.",Пляжные территории не достанутся претендентам.,not_entailment
"Власти Москвы планируют выйти на бездефицитный бюджет через пять лет, сообщается в материалах департамента финансов Москвы, представленными заммэра города Андреем Шароновым на пресс-конференции. Согласно прогнозу, в 2016 г. профицит бюджета столицы составит 15,5 млрд рублей.",В Москве прогнозируется дефицит бюджета.,not_entailment
"Третий месяц зимы тоже не готовит особых климатических сюрпризов. Среднемесячная температура и количество осадков будет соответствовать традиционным для нашего региона значениям. Весна ожидается ранней, но может продлиться дольше обычного.",Весна продлится дольше обычного.,not_entailment
"Вас ждет добрая и поучительная сказка о мире волшебства, где юные волшебники, попадая в сложные испытания, справляются со всеми выкрутасами мага страны мыльных пузырей и празднуют торжество добра, дружбы и справедливости!",Вас ждет сказочная история.,entailment
"""По его словам, в результате падения обломков, по предварительным данным, никто не пострадал. """"Людей в тех местах находиться не должно было"""", - сказал собеседник агентства. Он также отметил: """"Мы со своей стороны не будем отправлять туда наших специалистов, поскольку не обладаем соответствующими средствами индивидуальной защиты.""",Обломки не падали.,not_entailment
"В Липецком районном суде вынесли приговор жителю села Доброе, его признали виновным в хищении огнестрельного оружия и боеприпасов.",Сельский житель попался на краже оружия.,entailment
"В отделение полиции обратился пациент больницы. Он объяснил, что вышел на несколько минут, а когда вернулся, не обнаружил в палате планшет и своего соседа. Как оказалось, пока мужчины не было, другой больной забрал планшет, связал несколько простыней и по ним сбежал через окно.",Больной украл планшет соседа и сбежал через окно.,entailment
"""Сулейманов подчеркнул, что по тонкому льду нельзя ездить на таком примитивном средстве, как мотобуксировщик. Если снегоход еще может проскочить опасное место, то """"мотособака"""" тянет как якорь в любую полынью. - Но рыбаки и дачники активно используют эти машины, потому что стоят они недорого, просты в управлении - к примитивному мотору с ручкой цепляются любые сани.""","Сулейманов объяснил, чем мотобуксировщик опаснее снегохода.",entailment
"Подробности случившегося не сообщаются. Известно, что о произошедшем в полицию сообщила мать девочки, правда, пришла она в отделение на неделю позже. Она рассказала, что преступник каким-то образом проник к ним в дом и совершил надругательство над дочерью.",Подробности случившегося полиция не знает.,not_entailment
"Что мы хотим делать дальше? У нас три основных направления: первое - это до 1 июля внедрить СМЭВ во всех субъектах и муниципалитетах. Это нам будет проще сделать, так как в каждом субъекте есть представительства федеральных территориальных органов, а они уже реализовали электронное взаимодействие.",У нас есть только три направления для дальнейших действий.,not_entailment
"""Как сообщалось, 15 шахтеров в понедельник 3 сентября отработали положенную смену - с 08:00 до 16:00, а по окончании смены не поднялись с горизонта минус 860 метров. Они требовали в том числе отменить незаконно введенный на предприятии ООО """"Рус-Инжиниринг"""", которое входит в """"РусАл"""" и обслуживает СУБР, скользящий график, а также повысить оклады. Ранее компания назвала действия участников акции незаконными, в том числе потому что """"шахта является объектом повышенной опасности и нахождение в ней без специальных нарядов категорически не допускается"""".""",Шахтеры протестуют в шахте.,entailment
"Как сообщает пресс-служба ведомства, в новом документе сохранили транспортную систему.",Транспортная система сохранилась и в новом документе.,entailment
"""По словам марксистов, они продолжат атаки против властей, поскольку те """"нарушают право турецких граждан на свободу мысли и совести"""".""",Марксисты выступают на стороне властей.,not_entailment
"""""""Космодром """"Восточный"""" нам нужен, потому что мы приняли решение создать программу независимого доступа в космос"""".""","""Доступ в космос независим от космодрома """"Восточный"""".""",not_entailment
"Дом по адресу Ленина  63а является нежилым. Во многом благодаря этому обошлось без жертв. У здания два этажа: из кирпича и дерева. В результате пожара сгорели крыша и пристрой, обгоревшими оказались потолок, стены изнутри и снаружи, пол.",Дом по адресу Ленина  63а подожгли.,not_entailment
"""В кассах с утра продавали билеты без предъявления паспорта, а перед самой игрой кассиры решили переписывать данные с документов, что является нарушением закона о сохранении персональных данных. """"После вмешательства РФПЛ и лично Александра Мейтина такой вид реализации билетов был прекращен. А вот на действия полиции это не повлияло, так как им никто не указ"""".""",Кассиры сознательно нарушали закон о сохранении персональных данных.,not_entailment
"Новогодние герои приветствовали прохожих, поднимали настроение песнями и репликами, которые раздавались из динамика.",Новогодние несли радость прохожим.,entailment
"Это предполагает законопроект о фонде субсидирования предприятий, которые создают новые рабочие места, рассмотренный комиссией по сельскому хозяйству и пищевой промышленности и предложенный парламенту.","Парламент рассмотрел законопроект о фонде субсидирования предприятий, которые создают новые рабочие места.",not_entailment
"""Это, по данным Генпрокуратуры, является грубым нарушением инструкции, устанавливающей условия и основания объявления в международный розыск, утвержденной совместным приказом МВД, Минюста, ФСБ, ФСО, ФСКН и ФТС РФ. """"В связи с этим Генпрокуратура РФ направила на имя председателя СК РФ Александра Бастрыкина требование об устранении выявленных нарушений. Это сделано повторно, поскольку первое аналогичное требование, направленное ранее, выполнено не было"""", - говорится в пресс-релизе.""",Объявление в международный розыск сделано по инструкции.,not_entailment
"Такие победы просто так не даются. У нас уже не было выбора, мы выходили с одной целью, с одной задачей – выиграть.",Мы выиграли.,entailment
"Было видно, что мужчина умер не своей смертью.",Мужчина умер чужой смертью.,not_entailment
"От имени коллектива следственного управления Следственного комитета Российской Федерации по Тульской области и от себя лично поздравляю Вас с Новым годом и Рождеством Христовым! Новый год и Рождество – праздники волшебства, всеми любимые и ожидаемые! Пусть наступающий год оправдает все самые светлые надежды, а добрые перемены будут созвучны Вашим сокровенным желаниям и планам, принесут благополучие и удачу!",Наступающий год оправдает все самые светлые надежды!,not_entailment
"Дело из 8 томов рассматривала 7 дней выездная коллегия Приволжского окружного военного суда. Большинство заседаний были закрытыми. Об этом ходатайствовала прокуратура, так как некоторые эксперты со стороны обвинения боялись угроз в случае дачи показаний в суде.",Все заседания были открытыми.,not_entailment
"Сделали горку для ребятишек, каток. Но залить своими силами смогли только горку. Никто не хочет помочь нам заливать, а ведь мы стараемся сделать хоть что-то.",Каток залили своими силами.,not_entailment
"Однако преступники решили уйти от погони и резко увеличили скорость. Судя по всему, угонщики оказались не очень профессиональными водителями. Пока за ними шла погоня, они умудрились попасть в девять аварий.",Угонщики стали причиной девяти аварий.,entailment
"""Но в принципе, считаю, нам неизбежно придется когда-то отказываться и от некоторых из проинвестированных проектов. Потому что особенно по высокотехнологичным проектам рано или поздно может возникать очень коварная менеджерская альтернатива. Все понимают, что проект """"не пошел"""", но поскольку в него уже вложены средства, очень страшно назвать кошку - кошкой.""","""От """"мертвого"""" проекта трудно отказаться, когда в него уже вложены деньги.""",entailment
"Фотографии процесса демонтажа уже появились в социальных сетях, и, комментируя их, горожане спрашивают: что же будет построено на этом месте?",Предыдущее строение на этом месте демонтируют.,entailment
"Преступление удалось раскрыть в кратчайшие сроки благодаря тому, что пострадавшая сразу сообщила о случившемся в полицию. На помощь женщине оперативный дежурный направил ближайший патрульный экипаж. Отрабатывая дворы, прилегающие к месту происшествия, полицейские увидели молодого человека, приметы которого совпадали с описанием грабителя, и задержали его.",Молодого человека задержали по наитию.,not_entailment
"Косвенная связь есть. Она человек публичный, таскала меня с собой на все светские мероприятия. Когда все это закончилось, остался один футбол, и все стало лучше.",Она не перестала таскать меня на светские мероприятия.,not_entailment
"О насилии жертва сообщила врачам, когда ей исполнилось 16 лет. Но норвежские медики не имели права передавать эту информацию в полицию или родителям, поскольку формально девочка уже считалась совершеннолетней.","Девочка ждала до 16 лет, чтобы сообщить о насилии.",entailment
"""По мнению главного экономиста Альфа-банка Наталии Орловой, у Кудрина не получилось сделать бюджет источником экономического роста с помощью инвестиций. """"Не думаю, что это колоссальный провал, так как всегда считалось, что бюджетная политика - не самый подходящий инструмент для инвестиций"""".""",Бюджетная политика - едва ли не самый подходящий инструмент для инвестиций.,not_entailment
"""По его мнению, """"оргкомитет просто не сможет удержать людей, чтобы не выступить в центре Москвы"""". По словам Удальцова, предложение провести митинг на Манежной площади не нашло понимания у представителей городской администрации. """"Другие варианты мы не стали предлагать, поскольку это привело бы к эскалации конфликта"""", - сказал он.""","Удальцов сказал, что конфликт исчерпан.",not_entailment
"В обоих случаях злоумышленник под угрозой ножа похищал у потерпевших ценные вещи – сотовые телефоны, деньги и ювелирные изделия. Сравнив показания пострадавших жителей Тольятти, правоохранители пришли к выводу, что разбои – дело рук одного человека. Оперативники вскоре определили его личность, однако задержать мужчину не удалось, так как он ударился в бега, у родственников не появлялся, к знакомым не приходил – этот факт подтвердили выставленные засады.",Преступник был вооружен ножом.,entailment
"Кроме того, в 2012 году из бюджета было выделено 1,9 млрд руб. для субсидирования региональным авиакомпаниям лизинговой ставки на воздушные суда. Но программа распространяется только на частников: на государственные унитарные и краевые предприятия распространить ее невозможно, так как с правовой точки зрения субсидия воспринималась бы как дотация краевым администрациям.","В 2012 году региональные авиакомпании принесли бюджету доход в 1,9 млр руб.",not_entailment
"Водитель успел выскочить из автобуса, который начал медленно тонуть. Помочь ему в этот момент было некому. Владельцу оставалось только с грустью наблюдать, как тонет его имущество.",Водитель выпрыгнул из горящего автобуса.,not_entailment
"После этого на подозреваемого завели уголовное дело. Полицейским удалось узнать, что мобильник он сдал в местный ломбард, а сам уехал за пределы области.",Уголовное дело закрыто.,not_entailment
"В регионе будут колебания атмосферного давления, которые спровоцируют головные боли и боли в области сердца.",Метеозависимым в регионе придется несладко.,entailment
"""Есть еще нерешительная пара  -  экскурсовод и повар придорожного кафе, которым достается сюжет Пиросмани про миллион алых роз. Ну, и, наконец, героиня Анны Михалковой, без промаху продолжающая найденную ранее и успешно продолженную актрисой  в """"Кококо"""" комедийную расшифровку своего таланта. В """"Любви с акцентом"""" она бесстрашно отправляется в """"отпуск по зачатию"""", потому что дома уже совсем не получается.""","""В """"Любви с акцентом"""" у героини  Анны Михалковой совсем не получается зачать дома.""",entailment
"Потерпевшая рассказала, что познакомилась на набережной с мужчиной, пригласила его к себе домой.",Женщина пригласила к себе мужчину.,entailment
"""Сам Удальцов заявлял, что врачи действуют под давлением полицейских. """"Власти избрали тактику поддержания у меня минимального жизненного уровня. В этих условиях я вынужден продолжать голодовку, поскольку никакой вины за собой не вижу"""", - сообщил он.""",Удальцов отказывается от еды.,entailment
"Было видно, что мужчина умер не своей смертью.","По мужчине видно, что ему помогли умереть.",entailment
"""Правозащитники предлагают сократить область применения в России понятия """"экстремистская деятельность"""" и отказаться от списка запрещенной экстремистской литературы. """"Должно быть резко сокращено применение понятия """"экстремистская деятельность"""", кроме случаев самих насильственных преступлений, призывов к насильственным преступлениям, либо организованной деятельности, связанной с насильственными преступлениями"""", - заявил на пресс-конференции в центральном офисе """"Интерфакса"""" в среду директор информационно-аналитического центра """"Сова"""" Александр Верховский. Он также предложил отказаться от федерального списка запрещенных экстремистских материалов, так как он, по мнению правозащитника, """"не работает"""".""","""Правозащитники недовольны слишком узкой областью применения в России понятия """"экстремистская деятельность"""". """,not_entailment
"Как сообщают очевидцы в социальных сетях, мужчина врезался в стоящий автомобиль.",Автомобиль сбил мужчину.,not_entailment
"Женщина спускалась по бетонной лестнице, когда поскользнулась и упала. Накануне в районе прошел ливень, ступени стали скользкими, а медицинское учреждение - утверждают в прокуратуре - не устранило опасность. Районный суд встал на сторону больницы, но прокурор оспорил решение.",Женщина судится против больницы.,entailment
"Выяснилось, что женщина ехала в такси вместе со своим новым знакомым. По дороге между ними произошел конфликт. Мужчина, воспользовавшись моментом, когда машина остановится на светофоре, схватил сумку женщины и сбежал из автомобиля.",Мужчина вернул сумку женщине.,not_entailment
"Михаил Федорович предупредил, что на дорогах очень скользко. Так что, отправляясь в гости, сапоги на «шпильках» и «лабутены» лучше взять с собой, а до гостей добираться в устойчивой обуви. Можно взять с собой в дорогу и праздничные свечки и бенгальские огни, потому что видимость будет плохой — мощная облачность накроет всю область, и придется встречать праздник при свете фонарей и салютов, а не ярких новогодних звезд.","""В сапогах на """"шпильках"""" и """"лабутенах"""" на дорогах будет не так скользко.""",not_entailment
"В аналогичном опросе, проведенном в марте 2010 г., за новую дисциплину высказалось 63% респондентов. В ноябре правительство утвердило план эксперимента, предусматривавшего преподавание основ религий и светской этики в 19 субъектах федерации. Осенью прошлого года Московский патриархат высказался за преподавание религиозных дисциплин не только в четвертом и пятом классах, но и на всех этапах школьного обучения, поскольку двух полугодий для усвоения материала недостаточно.","63% опрошенных хотят, чтобы в школе преподавали основы религий и светской этики.",entailment
"""""""Это очень хороший и неожиданный показатель, который опровергает опасения высокого уровня неявки избирателей, которые высказывались накануне дня голосования"""", - заявил генеральный директор Института исследования общественного мнения CSA Бернар Сананес в эфире телеканала. Тем не менее эксперт предостерег от преждевременных выводов, так как, по его мнению, """"существует разница между утренним и вечерним голосованием"""".""",Эксперт напомнил о разнице между утренним и вечерним голосованием.,entailment
"Он заступился за незнакомку, и в результате ему самому потребовалась помощь врачей.",Он вступился за незнакомку и умер.,not_entailment
"Ураганный шквал, который обрушился в среду на город, попортил нервы северянам.",Шквал расстроил северян.,entailment
"Так, в селе Каменка местные жители бьют тревогу - уже три дня они не могут выбраться в город, потому что снег завалил дорогу.",Снег завалил дорогу из села Каменка.,entailment
"""""""У нее были провалы в памяти - мозг защищает эти воспоминания"""", - сказала она. О насилии жертва сообщила врачам, когда ей исполнилось 16 лет. Но норвежские медики не имели права передавать эту информацию в полицию или родителям, поскольку формально девочка уже считалась совершеннолетней.""",Жертва была изнасилована после 16-летия.,not_entailment
