premise,hypothesis,label,curated_score,compressed_score,diversity_score
"Девушка работала в павильоне торгового центра, где продавала косметику и парфюмерию.",Девушка продавала парфюм в торговом центре.,entailment,2,2,0.0969
"Во время праздничной церемонии в муниципалитете он заявил, что главными задачи для него является максимальное использование всех возможностей в области предпринимательства и экономического развития.",Он сделал заявление по окончании праздничной церемонии.,not_entailment,2,5,0.081
"Как сообщили «Комсомольской правде» в пресс-службе музея, выставка получила название «Добрые друзья детства».",Выставке придумали название.,entailment,3,3,0.0777
"""Бывший глава полиции ранее подтвердил, что он перешел на сторону мятежников. """"Я объявляю, что дезертировал из армии и присоединяюсь к народной революции"""", - говорится в видеообращении, распространенном этим военным. Он пояснил, что принял такое решение, так как сирийская армия уничтожает мирных жителей вместо того, чтобы защищать их.""","Сирийская армия уничтожает мирных жителей вместо того, чтобы защищать их.",entailment,0,0,0.0742
"Они не знают обидчиков. - По словам потерпевших, накануне около четырех часов дня на них напали трое неизвестных подростков и избили. По данному факту проводится проверка, - рассказывает источник в правоохранительных органах.","Потерпевшие уверяют, что нападавших было трое.",entailment,2,5,0.0743
"Строение было небольшое и пожар потушили в считанные минуты. Однако, огонь успел уничтожить крышу и повредить стены. На пожаре никто не пострадал, сейчас специалисты устанавливают точную причину возгорания.",Маленькое строение быстро потушили.,entailment,1,5,0.0573
"Аркадий завоевал медаль за профессионализм в компетенции «Гостиничный сервис (ресепшн)». — Необходимо было выстроить приоритеты: какую задачу решать первой, какую — последней. Это было очень тяжело, но и очень интересно, потому что ситуации по легенде были максимально приближены к жизни.",Аркадий получил медаль за работу на ресепшн.,entailment,0,4,0.0915
"Владельцем ружья оказался 50-летний кандалакшанин. Двустволку он получил в наследство. О краже он не стал сообщать, потому что испугался наказания.",У кандалакшанина украли наследную двустволку.,entailment,0,0,0.0964
"Ноябрь и часть декабря удивили сильными морозами, но сейчас погода стабилизировалась и будет тепло.","Теперь будет жарко, как летом.",not_entailment,2,5,0.0659
"Об этом вечером во вторник, 17 января, сообщила пресс-служба Спасательного департамента, отметив, что немецкую противотанковую мину Tellermine 42 обнаружили в на улице Кеэвисе в ходе земляных работ. Спасатели эвакуировали жителей окрестных домов, офисов и складских помещений. Уничтожать мину на месте не стали, поскольку это угрожало повреждению трассы трубопровода.",В ходе земляных работ нашли воду.,not_entailment,0,0,0.0804
"""""""Воздушные шары символизируют открытость и честность выборов, а их количество равно числу ТИКов в республике"""", - пояснил агентству поднесший спичку к чучелу, облив его перед этим жидкостью для разведения костров, правозащитник Эдвард Мурзин. Участники митинга, организованного одним из лидеров общественного движения """"Голос Уфы"""" Андреем Андреевым, прошли колонной с речевками и знаменами несколько кварталов к площади перед Русским драмтеатром. Полиция не перекрывала движение автотранспорта, поскольку колонна участников акции двигалась только по тротуарам.""",Честность и открытость выборов символизируют воздушные шары.,entailment,3,3,0.0694
"Так как техника одновременно идет колонной сразу по нескольким полосам, власти города призывают водителей с понимаем отнестись к временным неудобствам и не мешать работе коммунальщиков.","""Власти города просят у водителей """"понять и не мешать"""".""",entailment,0,3,0.0735
"""""""Система аккредитации - это ключевой инструмент допуска на рынок. Мы сейчас готовим закон об аккредитации, который весной хотим внести в Госдуму"""", - сказала она. """"Этот закон очень важен, потому что он будет предусматривать переход на международные стандарты аккредитации"""", - сказала она.""",Она ждет весну.,entailment,0,0,0.0745
"Стало известно, где собираются отмечать праздник Крещения Господня первые лица региона.",Первые лица региона не отмечают Крещение.,not_entailment,1,5,0.0979
"Так как у мужчины не было постоянного заработка, ему пришлось взять кредит в банке.",Мужчина взял кредит в банке.,entailment,0,0,0.0809
"Чиновники хотят купить для очистки магистралей 16 машин. Директор управления дорожного хозяйства и благоустройства Владимир Казимиров отметил, что кроме самосвалов и снегопогрузчиков закупят и две единицы мини-техники специально для содержания улиц Чокана Валеханова и Ленина. Также в управлении отметили: техники не хватает для уборки снега, потому что она постоянно ломается.",Чиновники хотят приобрести самосвалы и снегопогрузчики.,entailment,1,1,0.0818
"Подсудимый, в свою очередь, в последнем слове, предоставленном ему судьей, попросил у родственников погибших и потерпевших прощения.",Подсудимому не дали права на последнее слово.,not_entailment,1,5,0.0687
"Прокуратура поддержала ходатайство следователей и мужчину арестовали на два месяца. В ходе судебного заседания стали известны подробности преступления. Мотивом убийства, как выяснилось, стала ревность.",Подробности преступления удалось выяснить.,entailment,2,2,0.066
"""Президент РФ Дмитрий Медведев отметил, что стоимость новой радиолокационной станции в Калининграде существенно ниже, чем стоимость станций, которые строились в Советском Союзе. """"Стоимость строительства этой станции, не раскрывая каких-то цифр, она существенно ниже, чем аналогичные станции, которые строились в советские времена, включая действующие станции"""", - сказал президент РФ на совещании с Вооруженными силами РФ. Он подчеркнул, что это немаловажный вопрос, поскольку экономия средств - """"всегда крайне актуальная задача для министерства обороны"""".""",Дмитрий Медведев поднял тему стоимости новой радиолокационной станции в Калининграде на совещании с Вооруженными силами РФ.,entailment,2,2,0.0954
"В среду, 9 ноября, глава ведомства Александр Нерадько сказал журналистам, что Росавиация готова отложить принятие решение об аннулировании лицензии дискаунтера на три месяца.",Росавиация спешит с аннулированием лицензии дискаунтера.,not_entailment,2,5,0.0753
"Мужчина, который ранее не раз был судим, на улице напал на подростка.",Мужчину уже судили за нападение на подростка.,not_entailment,3,5,0.0803
"Соотношение скорости встречного автомобиля и его машины… От этого получился сильный удар. Если кто-то читал когда-то физику, то думаю, люди поймут. Звонит очень много людей на его номер и на мой, кто знает.",Мне звонит много людей.,entailment,3,3,0.0789
"""Она до сих пор остается единственным человеком, у которого есть к нему доступ. Мне кажется, это человек, чья репутация абсолютно безупречна, гарантированна, никто не посмеет ее упрекнуть в каких-нибудь злоупотреблениях"""", - указал, в свою очередь Пархоменко в интервью телеканалу """"Дождь"""". Он отметил с иронией, что был бы рад, если бы эта проверка привела к судебному разбирательству, так как тогда бы пришлось вызвать в суд всех, кто переводил деньги, а таковых, по его словам, сотни тысяч человек.""",Ее трудно упрекнуть в злоупотреблениях.,entailment,0,5,0.0777
"Ее признали виновной в крупном мошенничестве, которое она совершила с использованием своего служебного положения.",Она совершила мелкое мошенничество.,not_entailment,0,5,0.0883
"""Как сообщает пресс-служба министерства, вызов связан с делом вокруг попытки банкротства Cartu Bank. Сама Кобалия заявила перед тем, как войти в здание МВД, что получила SMS-сообщение с просьбой явиться в министерство для дачи показании в качестве свидетеля. """"Я сразу же решила прийти на допрос, так как готова сотрудничать со следствием"""", - сказала она, выразив надежду на то, что беседа не продолжится долго, так как она на пятом месяце беременности.""",Кобалия на пятом месяце беременности.,entailment,0,0,0.0998
"Пожарные приехали к дому в полдень, обнаружили очаг возгорания и начали тушить огонь.",Пожарные приехали на вызов.,entailment,0,0,0.0579
"За несколько лет сумма накопилась огромная, но должник не спешил платить.",Сумма копилась несколько лет.,entailment,1,1,0.0818
"Там горожане могут купить хвойные деревья и лапник, пишет пресс-служба администрации.","В пресс-службе администрации планируют, что горожане будут покупать там хвойные деревья и лапник.",entailment,3,3,0.0723
"Как сообщила в понедельник газета Daily Telegraph, ожидается, что во вторник законопроект будет отправлен на окончательное согласование в нижнюю палату парламента. Никаких препятствий на пути к окончательному принятию законопроект не должен встретить, поскольку ранее палата общин уже одобрила его первоначальную версию подавляющим большинством голосов.",Daily Telegraph рассказала о предстоящей судьбе законопроекта.,entailment,2,2,0.0751
"Победу в гонке одержали норвежские спортсмены, тройку лучших замкнули немцы.",Норвежцы не смогли обойти немцев.,not_entailment,1,5,0.0947
"Он отметил, что благоприятная ситуация складывается, потому что быстро срабатывают аварийные бригады, создан необходимый запас резервной техники и топлива.",Необходимый запас резервной техники и топлива уже создан.,entailment,3,3,0.0741
"В документах было указанно, что в контейнере находится пряжа.","По документам, в контейнере должна была быть пряжа.",entailment,0,2,0.0867
"В сентябре утвердили схему размещения щитов, по которым пройдут электронные торги.",Схема размещения щитов утвержена.,entailment,0,0,0.0931
"""Миноритарий банка Алексей Навальный заявил тогда, что покупка буровых установок была совершена по завышенной цене и через офшор, собственники или бенефициары которого не известны. """"Я не понимаю, почему весь набсовет ничего не делает (чтобы расследовать сделку). Вы пособники этой кражи, потому что вы получаете деньги, чтобы защищать наши интересы"""".""",Навальный обвинил наблюдательный совет в бездействии.,entailment,2,5,0.0786
"Региональный главк полиции сообщает, что закон не соблюдали в павильоне, расположенном на улице Революционной в областном центре.",В павильоне соблюдали закон.,not_entailment,0,0,0.0903
"""Его кандидатуру предложил губернатор Тульской области Владимир Груздев, Медведев ее поддержал. """"Михаил Анатольевич, вы как к этой идее относитесь? Потому что на такие позиции нельзя приходить просто потому, что тебя назвали в присутствии президента"""".""",Медведев и Груздев сошлись во мнении относительно кандидатуры.,entailment,0,4,0.0751
"Преступная группа, осужденная этим летом, смогла вывести из Фонда более миллиарда рублей. 4 августа суд приговорил фигурантов данного дела к срокам от трех до шести с половиной лет лишения свободы. Процесс проходил в особом порядке, поскольку все подсудимые признали свою вину.",Все подсудимые признали себя виновными.,entailment,0,5,0.0805
"«У меня простые принципы подбора людей в команду: порядочность и компетентность. Кто-то на новой должности справляется и продолжает работать, кто-то уходит, а кто-то показывает максимальную эффективность и переходит на решение других, более сложных задач. Так будет происходить и впредь, потому что команда должна работать эффективно», – подчеркнул глава региона.","Глава региона рассказал, что ценит умеренность и аккуратность.",not_entailment,3,5,0.0736
"Назначена судебно-медицинская экспертиза. По результатам проверки будет ясно, возбуждать ли уголовное дело. Также в ведомстве отметили, что это не первый случай, когда в квартире случился пожар.",Уголовное дело еще не возбуждено.,entailment,3,5,0.0709
"Как выяснилось, конфликт разгорелся на почве ревности.",Ревность подожгла почву.,not_entailment,2,5,0.0961
"Они искали места, где незаконно продают выпивку.",Они искали места незаконной продажи сигарет.,not_entailment,3,5,0.0743
"Мужчина окунулся в бассейн, где у него прихватило сердце.",В бассейне у мужчины стало плохо с сердцем.,entailment,1,1,0.0923
"Всех пострадавших медики доставили в ближайшую больницу. Областной главк полиции сообщает, что водители находились в трезвом состоянии. По факту дорожного инцидента проводится проверка, после которой примут соответствующее процессуальное решение.",Пострадавшие попали в ближайшую клинику.,entailment,3,3,0.0401
"Когда стражи порядка задержали двух мужчин, выяснилось - они совсем не местные.",Полицейские задержали мужчин.,entailment,2,2,0.0897
"Музей, расположенный в Королевских воротах, меняет экспозицию. На смену выставке, рассказывающей об истории ворот и их реставрации, придет «Аптека трех королей». Как рассказали в музее, посетители попадут в традиционный интерьер аптеки.",Экспозицию музея Королевских ворот ждут перемены.,entailment,2,2,0.0955
"Он отметил, что благоприятная ситуация складывается, потому что быстро срабатывают аварийные бригады, создан необходимый запас резервной техники и топлива.","Он не нашел причин для того, чтобы сложилась благоприятная ситуация.",not_entailment,3,5,0.0768
"""""""Это наши русские часы, недорогие часы с гербом - маленькие, аккуратные часы"""", - процитировал патриарха В.Соловьев, делясь в эфире радио """"Вести FM"""" впечатлениями о встрече с ним. По словам Соловьева, когда предстоятель увидел ту фотографию, он очень удивился. """"Потому что, когда мы надеваем одеяние для службы, часы невозможно надеть, невозможно носить часы"""".""","В.Соловьев процитировал слова патриарха о том, что тот носит недорогие русские часы с гербом.",entailment,1,1,0.0955
"Удар пришелся в грудную клетку. Женщина сама вызвала мужу скорую и полицию. Мужчину госпитализировали, но медики не смогли спасти ему жизнь.",Медики  спасли мужчине жизнь.,not_entailment,3,3,0.0758
"Ежедневно в плотины поступает всё больше и больше воды, что не может не радовать.","Вчера в плотины поступало не так много воды, как сегодня.",entailment,0,4,0.0956
"Сначала необходимо законсервировать здание, просушить - здесь полно воды, провести экспертизу и понять, сколько это будет стоить, и начинать ремонт.",В здании полно воды.,entailment,0,0,0.0842
"Лежал там лишь пакетик с порошком. Но мужчина обрадовался находке больше, чем всем сокровищам Земли. Потому что жаждал дозы.",Мужчина радовался всем сокровищам Земли почти так же сильно.,not_entailment,0,5,0.0915
"Прибывшие на место спасатели выяснили, что загорелась частная баня.",Спасатели прибыли к горящей бане.,entailment,0,5,0.0806
"""""""Они не могут допустить, чтобы Продюсерским центром студии руководил по-настоящему деловой, экономически грамотный человек - при политике абсолютной непрозрачности всех решений такой человек очень невыгоден"""", - считает Сокуров. В минувшую пятницу стало известно, что Сокуров решил покинуть совет директоров """"Ленфильма"""" и направил министру культуры Мединскому соответствующее письмо. """"Я написал это письмо, потому что считаю нахождение в совете формальным"""".""","""Сокуров стал гендиректором """"Ленфильма"""".""",not_entailment,2,5,0.0758
"Модельер не явился за заседание суда, чтобы избежать встречи с журналистами и не попасть в объективы камер. Адвокаты обвиняемого ранее заявили о том, что Гальяно потерял над собой контроль из-за злоупотребления алкоголем и поэтому нагрубил посетителям. Один из адвокатов сказал, что его подзащитный не помнит, что происходило в баре, так как он был болен.",Гальяно отсутствовал на заседании суда.,entailment,0,0,0.0753
"""В среду, 9 ноября, глава ведомства Александр Нерадько сказал журналистам, что Росавиация готова отложить принятие решение об аннулировании лицензии дискаунтера на три месяца. """"Может быть, те, кто этот проект (""""Авианову"""" - ИФ) инициировали, может быть, у них изменятся планы. Потому что проект сам по себе очень привлекателен для людей из-за низких тарифов"""".""",Проект привлекателен для людей из-за низких тарифов.,entailment,2,4,0.0757
"Иностранному бизнесу было бы выгодно активно инвестировать в экономику России. Об этом заявил министр экономического развития страны Максим Орешкин. Он отметил, что сейчас самое подходящее время вложений, поскольку экономика вновь поднимается.",Экономика вновь поднимается.,entailment,0,0,0.094
"Ранее также были арестованы предполагаемый лидер преступной группы, ранее судимый 52-летний Андрей Вишневский, Олег Новак и Владимир Попов. Следователь в обоснование своего ходатайства в суде заявил, что, находясь на свободе, подозреваемые могут скрыться. А поскольку не установлены все участники преступной группы, то они также могут оказать давление на свидетелей и попытаться воспрепятствовать расследованию по делу.",Не установлены все участники преступной группы.,entailment,0,0,0.0666
"""Как сообщил Кобзев агентству """"Интерфакс"""" во вторник, сам Навальный также ожидает, что приговор будет обвинительным, """"он в этом уверен"""". При этом Кобзев отметил, что каким будет обвинительный приговор - условным или реальным - ни он, ни Навальный судить не берутся. """"Поскольку здесь явно решение будет приниматься не судьей, то и предполагать очень трудно"""".""",Навальный ожидает приговора.,entailment,3,3,0.0686
"Как сообщили «Комсомольской правде» в пресс-службе музея, выставка получила название «Добрые друзья детства».",Выставке не дали название.,not_entailment,3,5,0.0785
"Ожидается, что перед судом выступит руководитель группы гособвинения Виктор Антипов, который предложит наказание подсудимым.",Подсудимые смогут выбрать себе наказание.,not_entailment,0,5,0.0892
"В Кирове в полицию обратилась 63-летняя женщина, поскольку у нее из дома пропали ювелирные украшения. Браслет, три кольца и серьги пенсионерка оценила в 18 тысяч рублей. Точную дату пропажи украшений женщина не могла сказать, поскольку давно не проверяла место, где хранила золото, но она точно знала, что никто дверь в ее квартиру не взламывал, а значит вор был среди тех, кого пускали в гости.",В Кирове украли ювелирные украшения на сумму 18 тысяч рублей.,entailment,2,2,0.0737
"В день президентских выборов американские избиратели отдают свои голоса выборщикам, которые назначаются партийными съездами на уровне штатов, их количество определяется числу представителей каждого штата в конгрессе (сенате и палате представителей). Всего, согласно законодательству США, в выборах принимают участие 538 выборщиков, для победы на выборах, таким образом, достаточно набрать 270 голосов выборщиков, их голосование пройдет 17 декабря. Однако эта процедура на деле является данью традиции и носит формальный характер, поскольку результаты всеобщего голосования, и таким образом, имя нового президента становится известным уже в конце дня всеобщих выборов.",538 выборщиков участвуют в выборах в США.,entailment,1,1,0.0822
"""По словам Клинтон, данный проект """"содержит ряд элементов, которые мы не можем поддержать"""". В частности, по ее словам, в тексте просматривается """"кажущийся паритет"""" между сирийским правительством, обвиняемым многими странами в применении силы против своих противников, и мирными оппозиционерами. По ее мнению, такого паритета быть не должно, так как сирийские власти в значительно большей степени несут ответственность за беспорядки в стране.""",Клинтон осудила ряд элементов проекта.,entailment,1,1,0.0922
"Свои поступки женщина объяснила тем, что муж бросил бы ее, если бы она родила ему много детей. К 2006 г. в семье уже росли два ребенка. Личность осужденной сохранена в тайне, поскольку разглашение этой информации противоречит немецкой системе правосудия.",Женщина нашла способ не рожать слишком много детей.,entailment,3,5,0.0807
"""""""И когда я узнал, какие там результаты в моей Москве, просто сегодня не мог не прийти"""", - отметил он. Чуть дальше стояла группа молодых людей с плакатами в виде """"диалогов"""" и надписью: """"Свобода выбора"""", """"Свобода должна быть не только в Facebook"""". """"Мы здесь, потому что мы против того, чтобы за нас кто-то что-то решал, хотим честности, справедливости, и чтобы нас услышали"""".""",У молодых людей были плакаты.,entailment,0,0,0.0734
"Передачу помещений школ спортивным секциям городские власти хотят сделать правилом, так как в администрацию постоянно обращаются различные спортивные секции, которые не могут найти средства на аренду залов.",Не все спортивные секции могут найти деньги на аренду залов.,entailment,3,5,0.0829
"Судебные журналисты у нас были хорошо подготовлены, с хорошим языком, игравшие важную роль в развитии судебной системы. Если вы специализируетесь на земле, ничего в этом зазорного нет. Ваш вопрос крайне важен, потому что вопрос земли - это вопрос социальной справедливости.",Вы не специализируетесь на земле.,not_entailment,0,5,0.0721
"После, в 8 вечера, наступило время возвращаться на базу, находящуюся на военном аэродроме за пределами Астрахани. Завтра впервые за все это время мы проведем целых две ночи в одном месте. Это, конечно, очень радует всю команду, поскольку необходимость собирать и разбирать палатку после нескольких часов сна, естественно, дает о себе знать.",База дислоцирована на военном аэродроме.,entailment,2,2,0.0972
"Сделал он это на лестничной клетке в доме, в котором он проживает.",Он проживает в многоквартирном доме.,entailment,1,1,0.0987
Выяснять отношения подшофе – одна из самых ужасных и опасных привычек многих людей. Почему опасных? Да потому что именно в таком состоянии большинство не контролируют своих эмоции и в порыве ярости могут пойти на что угодно.,У людей есть опасные привычки.,entailment,1,1,0.0794
"Необходимо разработать пакет поправок, так как в законе есть многочисленные пробелы и коллизии.",Закону требуются поправки.,entailment,0,2,0.0977
"Съезд является важным политическим событием в жизни страны. Наши делегаты получили прекрасную возможность высказать свою позицию. Они поделились опытом работы своих первичных отделений, выказали предложения по усовершенствованию нормативно-правовой базы во всех сферах, задали вопросы руководителям министерств,  ведомств,  модераторам площадок.",Наши делегаты усовершенствовали нормативно-правовую базу во всех сферах.,not_entailment,0,5,0.06
"Дело в том, что ранее он уже попадался на употреблении запрещенных препаратов. Кроме того, появилась информация, что у мужчины было диагностировано психическое расстройство. Стоит отметить, что полиция сразу задержала подозреваемого: его схватили прямо на месте преступления.",Подозреваемый ранее употреблял запрещенные препараты.,entailment,0,5,0.0663
"Это позволяет испаряться влаге на месте предполагаемой заплатки. В мэрии добавили, что такие кадры лучше всего отправлять непосредственно властям. Так как не всегда на данные работы выходят муниципальные подрядчики.",На месте предполагаемой заплатки испаряется влага.,entailment,3,3,0.0693
"По факту гибели людей установлено, что причиной пожара стало неосторожное обращение с огнем при курении. 27-летний мужчина курил на кухне, рядом с комнатой, где спали дети, - пояснил Липатов. – Так как виновник происшествия погиб, уголовное дело в отношении него прекращено.",Виновник сбежал.,not_entailment,0,5,0.0638
"Авария произошла на ровном месте, машина будто поскользнулась на снежной дороге и оказалась на крыше.",Машина перевернулась.,entailment,1,4,0.0785
"Как сообщили в правительстве области, на ней можно будет купить товары местных производителей.",Товары местных производителей можно будет приобрести.,entailment,3,3,0.0708
"Шторм привел к поднятию уровня воды, высокие волны вызывали остановку движения паромов.",Паромы ходят в два раза реже.,not_entailment,0,0,0.0998
"То, что трасса здесь сложная, было известно в прошлом году. Она с того времени не изменилась, но погодные условия внесли коррективы. Я шел с запасом, так как знал, что на финишном круге будет непросто.",Эта трасса достаточно проста.,not_entailment,0,5,0.0737
"Главное управление МЧС России по Ярославской области выложило на своем сайте предупреждение о гололедице на дорогах региона. И призвало жителей быть предельно аккуратными и внимательными. - Пешеходам необходимо переходить дороги только в установленных местах, так как тормозной путь автомобилей значительно удлиняется.",МЧС призывает к вежливости.,not_entailment,2,2,0.084
"Парень сознался в преступлении. У задержанного изъяли нож и сумку, которые он использовал при разбойном нападении. Выяснилось, что эти вещи он украл из дома в деревне Алексеевское.","Парень разбойничал, урожая украденным ножом.",entailment,3,3,0.0705
"Он прогулялся между рядов, затем схватил с полки бутылку недорогого коньяка.",Он пришел погулять между рядов.,not_entailment,0,0,0.0946
"Женщина успела закрыться в подсобном помещении, откуда вызвала полицию.",Женщина спряталась в подсобке.,entailment,3,3,0.0639
"После этого преступник скрылся, а женщина вызвала полицию.",Женщина обратилась за помощью в полицию.,entailment,3,3,0.059
"По предварительным данным, водитель иномарки не справился с управлением и вылетел на встречную полосу.",Иномарка вылетела на встречную полосу.,entailment,0,3,0.0686
"Когда эксперты огласили результаты, выяснилось – наиболее привлекательными для иностранных туристов стали наши кубанские курорты.",Кубань привлекает иностранных инвесторов.,not_entailment,0,5,0.1134
"Женщина сообщила, что стала жертвой обмана.",Женщина пожаловалась на жертву.,not_entailment,3,5,0.051
"""Владимир Путин поставил точку в вопросе о деньгах, ошибочно выделенных на восстановление домов, пострадавших от наводнения в Крымском районе Краснодарского края. Соответствующее заявление президент сделал на состоявшемся во вторник в Сочи совещании по выполнению поручений о ликвидации последствий наводнения. """"Чего не следовало делать, так это отбирать эти деньги у людей, потому что они же могли уже их истратить"""".""",Крымский район Краснодарского края пострадал от наводнения.,entailment,0,0,0.0975
"Я просто об этом даже не думаю, потому что если кто-то что-то захочет, никуда не спрячешься.",Я думаю только об этом.,not_entailment,0,5,0.0701
"К сожалению, барнаульцы не смогли взять реванш после первого досадного поражения 63:64. Во втором матче на площадке в составе хозяев появился Глеб Бейгельзимер, который не принимал участия в первой игре. Он давно знаком алтайским болельщикам, так как уже защищал цвета нашей команды.",Глеб Бейгельзимер уже защищал цвета нашей команды.,entailment,0,0,0.084
